N	2gram	Medvedev_F_2	RusskieA
1	и в	38	29
2	т е	26	24
3	том что	2	22
4	в том	11	22
5	что в	7	22
6	как бы	4	18
7	состоит в	2	15
8	в других	7	15
9	и другие	2	14
10	так как	4	13
11	может быть	23	13
12	п в	1	12
13	в этом	27	11
14	как и	9	11
15	в этот	1	10
16	не только	9	10
17	и с	9	10
18	е в	1	10
19	все это	3	10
20	а на	1	9
21	о том	1	9
22	в некоторых	4	9
23	а в	6	9
24	его в	3	8
25	а а	1	8
26	но и	13	8
27	ее в	2	8
28	как в	4	7
29	данном случае	1	7
30	мы видели	4	7
31	или в	3	7
32	мы имеем	1	6
33	мы не	3	6
34	и на	3	6
35	при этом	9	6
36	таким образом	20	6
37	того чтобы	3	6
38	для нас	1	6
39	для того	3	6
40	с тем	11	6
41	вместе с	6	6
42	в данном	1	6
43	этом случае	1	6
44	же в	1	6
45	и т	14	5
46	должна была	2	5
47	но не	2	5
48	следующим образом	1	5
49	но в	4	5
50	это не	2	5
51	т д	5	5
52	не может	14	5
53	представление о	2	5
54	потому что	2	5
55	для этого	2	5
56	или же	2	5
57	то что	6	5
58	к этому	4	5
59	же как	3	4
60	то же	6	4
61	вопрос о	1	4
62	на них	1	4
63	уже не	7	4
64	в другие	1	4
65	их в	2	4
66	в них	1	4
67	далеко не	1	4
68	не в	15	4
69	у нас	1	4
70	к нему	3	4
71	так что	1	4
72	то и	3	4
73	в виде	1	4
74	из них	4	4
75	именно в	5	4
76	а не	6	4
77	о чем	1	4
78	так же	1	4
79	как это	2	4
80	эта теория	1	4
81	по существу	7	4
82	и все	3	4
83	в таком	2	4
84	и через	1	3
85	и о	2	3
86	в ее	2	3
87	только тогда	1	3
88	что это	3	3
89	все эти	6	3
90	в этой	6	3
91	главным образом	3	3
92	и по	2	3
93	на этом	2	3
94	и других	2	3
95	с другими	10	3
96	должен был	2	3
97	на первый	2	3
98	в эту	1	3
99	в этих	2	3
100	в котором	2	3
101	в отличие	2	3
102	не будем	1	3
103	но он	1	3
104	и под	1	3
105	она не	2	3
106	не имеет	2	3
107	и другой	1	3
108	как мы	7	3
109	должно было	3	3
110	во всех	5	3
111	а именно	2	3
112	того что	3	3
113	как например	2	3
114	между тем	2	3
115	в качестве	2	3
116	связь с	1	3
117	или даже	2	3
118	отличие от	2	3
119	тем что	8	3
120	в природе	1	3
121	что для	2	3
122	а наоборот	3	3
123	до конца	2	3
124	пишет в	1	3
125	и там	1	3
126	и от	2	3
127	было бы	6	3
128	но если	1	3
129	они представляют	1	2
130	вряд ли	2	2
131	одним из	1	2
132	и то	2	2
133	тем и	2	2
134	на самом	3	2
135	это и	5	2
136	так чтобы	1	2
137	но она	1	2
138	что иное	1	2
139	которое в	1	2
140	это время	2	2
141	сводились к	1	2
142	иное как	1	2
143	с одной	1	2
144	очевидно что	2	2
145	иногда и	1	2
146	с этим	5	2
147	все же	8	2
148	и как	3	2
149	не было	6	2
150	в руках	1	2
151	них как	1	2
152	не можем	1	2
153	та же	2	2
154	в которой	2	2
155	из этих	3	2
156	если он	1	2
157	не к	2	2
158	том чтобы	1	2
159	связанные с	1	2
160	полагает что	1	2
161	для них	3	2
162	должно быть	2	2
163	многие другие	1	2
164	и еще	1	2
165	так в	3	2
166	в своей	7	2
167	нас не	1	2
168	в их	6	2
169	не столько	4	2
170	должны были	2	2
171	тем не	1	2
172	не менее	1	2
