N	2gram	Vygotskiy__1	RusskieA
1	и в	31	29
2	т е	3	24
3	том что	16	22
4	в том	30	22
5	что в	23	22
6	в поле	1	19
7	как бы	5	18
8	состоит в	3	15
9	в других	1	15
10	и другие	4	14
11	так как	18	13
12	может быть	22	13
13	там же	2	12
14	п в	1	12
15	в этом	12	11
16	как и	16	11
17	одна из	4	11
18	не только	13	10
19	и с	2	10
20	все это	8	10
21	во многих	1	9
22	о том	7	9
23	а в	6	9
24	с в	3	8
25	его в	2	8
26	показывает что	5	8
27	но и	2	8
28	как в	9	7
29	мы видели	2	7
30	или в	1	7
31	мы имеем	4	6
32	мы не	12	6
33	еще не	1	6
34	и на	1	6
35	при этом	19	6
36	таким образом	20	6
37	того чтобы	7	6
38	на нее	1	6
39	для нас	5	6
40	для того	6	6
41	с тем	3	6
42	вместе с	8	6
43	же в	1	6
44	и т	26	5
45	должна была	2	5
46	но не	3	5
47	цветами и	1	5
48	но в	3	5
49	это не	1	5
50	т д	8	5
51	не может	17	5
52	представление о	3	5
53	потому что	10	5
54	и что	8	5
55	будто бы	2	5
56	к жизни	2	5
57	то что	32	5
58	к этому	4	5
59	же как	4	4
60	то же	5	4
61	вопрос о	3	4
62	видели что	2	4
63	что по	3	4
64	уже не	2	4
65	в другие	1	4
66	их в	2	4
67	том же	2	4
68	а затем	1	4
69	в них	2	4
70	далеко не	2	4
71	и потом	1	4
72	в которых	3	4
73	не в	11	4
74	тогда когда	5	4
75	у нас	4	4
76	а также	1	4
77	к нему	2	4
78	так что	5	4
79	то и	2	4
80	из них	2	4
81	именно в	1	4
82	а не	13	4
83	о чем	2	4
84	так же	12	4
85	как это	4	4
86	эта теория	5	4
87	по существу	4	4
88	и все	5	4
89	в таком	3	4
90	и о	4	3
91	в ее	5	3
92	только тогда	7	3
93	что это	6	3
94	в этой	3	3
95	что она	6	3
96	главным образом	2	3
97	подобно тому	5	3
98	и по	3	3
99	и других	3	3
100	живет в	1	3
101	не всегда	2	3
102	в этих	4	3
103	в котором	4	3
104	в отличие	3	3
105	она не	5	3
106	в таких	1	3
107	и другой	3	3
108	как мы	2	3
109	что от	1	3
110	нас к	1	3
111	во всех	1	3
112	в свете	1	3
113	того что	10	3
114	что здесь	2	3
115	как например	2	3
116	между тем	4	3
117	в качестве	2	3
118	за ним	1	3
119	отличие от	4	3
120	связаны с	1	3
121	что для	2	3
122	до конца	6	3
123	для этой	1	3
124	тому как	7	3
125	и там	2	3
126	и от	2	3
127	было бы	6	3
128	но если	1	3
129	и то	2	2
130	на самом	2	2
131	в стороне	1	2
132	это и	3	2
133	и всем	1	2
134	рассматривается как	1	2
135	но она	1	2
136	что иное	1	2
137	которое в	1	2
138	это время	1	2
139	он показывает	1	2
140	между собой	1	2
141	иное как	1	2
142	это имеет	2	2
143	там и	1	2
144	с одной	5	2
145	очевидно что	6	2
146	тогда как	1	2
147	с этим	3	2
148	она как	2	2
149	все же	5	2
150	как уже	1	2
151	и как	2	2
152	не было	3	2
153	к числу	2	2
154	перед ней	1	2
155	не можем	3	2
156	та же	3	2
157	в которой	4	2
158	представляет собой	2	2
159	из этих	6	2
160	как оно	1	2
161	представления об	2	2
162	не к	1	2
163	том чтобы	7	2
164	но вместе	1	2
165	людей и	1	2
166	об этом	1	2
