N	4gram	Voloshinov_2	Vladivir
1	дело в том что	1	3
2	в то же время	8	3
3	в том что он	2	2
4	не говоря уже о	1	2
5	в последнее время в	1	1
6	уже с самого начала	1	1
7	было конечно не в	1	1
8	это было не так	1	1
9	к этому нужно прибавить	1	1
10	себе не может быть	1	1
11	не что иное как	1	1
12	в собственном смысле слова	2	1
13	но тем не менее	1	1
14	он есть но он	1	1
15	но во всяком случае	1	1
16	как мы уже сказали	1	1
17	здесь как и везде	1	1
18	но в то же	5	1
19	ни к чему не	1	1
20	а может быть и	1	1
