N	2gram	Vinokur_Ku_3	Problema
1	и в	23	30
2	в своей	4	22
3	не только	17	18
4	то что	4	18
5	в этом	16	17
6	том что	11	17
7	таким образом	9	13
8	но и	3	13
9	потому что	12	13
10	также и	5	12
11	о том	6	12
12	в его	11	12
13	а именно	3	12
14	в том	22	12
15	и не	10	12
16	в своем	4	11
17	в виде	1	10
18	для нас	4	10
19	точки зрения	23	10
20	все же	5	9
21	но в	2	9
22	который в	1	9
23	только в	6	9
24	сказать что	7	9
25	хотя и	5	8
26	с точки	16	8
27	никак не	2	8
28	вовсе не	5	8
29	но не	3	7
30	как и	5	7
31	не в	5	7
32	никогда не	1	7
33	связи с	6	7
34	у нас	10	7
35	здесь не	2	7
36	в дальнейшем	2	7
37	так и	6	7
38	что он	6	7
39	до нас	1	7
40	мы находим	3	7
41	может быть	14	7
42	в связи	5	7
43	подобного рода	2	7
44	в результате	3	7
45	вместе с	2	7
46	и на	1	6
47	тут же	1	6
48	и как	2	6
49	при помощи	1	6
50	его в	2	6
51	несмотря на	1	6
52	и его	1	6
53	можно сказать	2	6
54	и что	7	6
55	что и	6	6
56	уже не	8	6
57	так как	9	6
58	с другой	7	6
59	прежде всего	9	6
60	как бы	5	6
61	и для	1	6
62	а в	5	6
63	другой стороны	3	6
64	и то	1	5
65	не просто	2	5
66	в которой	1	5
67	тем не	9	5
68	в силу	6	5
69	и с	3	5
70	с тем	6	5
71	но он	1	5
72	не менее	12	5
73	того как	7	5
74	и о	4	5
75	и их	1	5
76	а не	11	5
77	не может	6	5
78	так же	2	5
79	как раз	4	5
80	будто бы	1	5
81	в самом	13	5
82	что в	13	5
83	того же	4	4
84	отнюдь не	3	4
85	и к	3	4
86	в себе	1	4
87	при этом	6	4
88	но все	2	4
89	было бы	16	4
90	ни в	3	4
91	не мог	1	4
92	не так	3	4
93	по крайней	1	4
94	в то	3	4
95	как о	3	4
96	тогда когда	4	4
97	ясно что	4	4
98	нас в	3	4
99	крайней мере	1	4
100	оказывается что	1	4
101	в качестве	2	4
102	в период	1	4
103	далеко не	5	4
104	еще и	2	4
105	а с	3	4
106	если не	1	4
107	в частности	2	4
108	в смысле	1	4
109	как именно	1	4
110	смысле слова	2	3
111	тем же	2	3
112	время как	1	3
113	в виду	8	3
114	в ней	3	3
115	еще не	9	3
116	он сам	1	3
117	в ее	4	3
118	только тогда	4	3
119	что они	2	3
120	что касается	1	3
121	в противоположность	1	3
122	он в	2	3
123	бы не	3	3
124	учение о	2	3
125	с одной	4	3
126	он не	3	3
127	в другом	1	3
128	с неба	1	3
129	этом смысле	1	3
130	не всегда	1	3
131	сам же	2	3
132	однако в	2	3
133	в отношении	3	3
134	в русской	1	3
135	но только	1	3
136	в самой	1	3
137	и после	1	3
138	как будто	1	3
139	нет никакой	1	3
140	то время	1	3
141	внимание на	2	3
142	после того	6	3
143	а также	4	3
144	к нему	1	3
145	все время	1	3
146	же в	1	3
147	того что	11	3
148	тот же	6	3
149	и тем	6	3
150	в начале	1	3
151	обратить внимание	1	3
152	в одном	2	3
153	для того	12	3
154	именно в	3	3
155	одной стороны	4	3
156	о котором	1	3
157	еще более	2	3
158	и другие	1	3
159	перейти к	2	3
160	таком случае	2	2
161	самом деле	14	2
162	мере в	1	2
163	поэтому и	1	2
164	то же	6	2
165	из всех	1	2
166	мы имеем	2	2
167	мы не	3	2
168	равно как	2	2
169	я не	5	2
170	в таком	4	2
171	все эти	7	2
172	в чем	5	2
173	тем как	1	2
174	мы будем	1	2
175	не то	2	2
176	не входит	1	2
177	значение и	1	2
178	не все	2	2
179	по отношению	3	2
180	отношение к	3	2
181	он пишет	2	2
182	в одной	1	2
183	как в	4	2
184	что именно	3	2
185	кроме того	2	2
186	когда он	2	2
187	в нашей	4	2
188	однако на	1	2
189	раз в	1	2
190	если он	1	2
191	а скорее	1	2
192	он все	1	2
193	не к	1	2
194	или иных	1	2
195	то ни	1	2
196	и дальше	2	2
197	это не	3	2
198	раз и	2	2
199	и без	2	2
200	на месте	1	2
201	в котором	2	2
202	представление о	1	2
203	и более	3	2
204	в таких	2	2
205	на него	3	2
206	того чтобы	11	2
207	ничего не	6	2
208	по своей	1	2
209	тем что	5	2
210	за ними	1	2
211	в области	14	2
212	если только	1	2
213	обстоятельство что	3	2
214	не могут	5	2
215	и другой	1	2
216	это конечно	2	2
217	ли не	1	2
218	к тому	3	2
219	пишет у	1	2
220	как мы	5	2
221	без всякого	1	2
222	данном случае	4	2
223	можно было	11	2
224	здесь как	2	2
225	нас и	1	2
226	по себе	6	2
227	бы то	1	2
228	и просто	1	2
229	между тем	4	2
230	от них	1	2
231	во втором	1	2
232	и только	3	2
233	вслед за	1	2
234	что здесь	1	2
235	именно о	1	2
236	в какой	3	2
237	находим в	1	2
238	по этому	1	2
239	именно на	2	2
240	этому поводу	1	2
241	конечно не	2	2
242	уже в	3	2
243	свидетельствует о	1	2
244	всяком случае	1	2
245	то у	2	2
246	и делает	1	2
247	до сих	8	2
248	вообще и	3	2
249	представляет собою	1	2
250	что не	4	2
251	то и	2	2
252	мы и	1	2
253	с помощью	6	2
254	рода и	1	2
255	в данном	7	2
256	наряду с	1	2
257	в первой	1	2
258	по существу	3	2
259	с этой	3	2
260	сих пор	8	2
261	только для	2	2
262	но для	3	2
263	один из	4	2
264	тех или	1	2
265	это уже	3	2
266	ли в	1	2
267	в те	1	2
268	всякого рода	5	2
269	у которого	1	2
270	в большей	2	2
271	хотя бы	9	2
272	в целях	1	2
273	не будет	1	2
274	в свою	1	2
275	отношению к	2	2
276	по поводу	3	2
277	к этому	1	2
278	во всяком	2	2
279	все что	1	2
280	том числе	2	2
281	они не	3	2
282	я и	3	1
283	то на	1	1
284	если б	1	1
285	знает как	1	1
286	отношения к	1	1
287	и т	54	1
288	сам по	3	1
289	но тогда	1	1
290	на самом	3	1
291	тех же	4	1
292	науки о	1	1
293	в стороне	1	1
294	это и	3	1
295	и есть	5	1
296	к другому	2	1
297	не находит	1	1
298	все свое	1	1
299	значение но	1	1
300	в их	6	1
301	дать сводку	1	1
302	пока он	3	1
303	во-вторых с	1	1
304	он знает	1	1
305	что если	2	1
306	бы что	1	1
307	вопрос о	11	1
308	на место	1	1
309	так чтобы	1	1
310	под ним	1	1
311	на себя	2	1
312	и ее	1	1
313	вместо этого	1	1
314	в составе	1	1
315	увидим ниже	1	1
316	и самой	1	1
317	как ему	1	1
318	а еще	1	1
319	это возможно	1	1
320	время в	3	1
321	в упомянутой	3	1
322	только после	3	1
323	указание на	1	1
324	то мы	3	1
325	чем это	2	1
326	то он	3	1
327	а только	1	1
328	бы иметь	1	1
329	у них	1	1
330	ни стало	1	1
331	или иное	2	1
332	в главе	1	1
333	только путем	1	1
334	сама по	2	1
335	которые не	1	1
336	во что	1	1
337	а самый	1	1
338	с этим	1	1
339	это был	1	1
340	перед нами	1	1
341	или иную	1	1
342	то в	3	1
343	для которого	2	1
344	оттого что	1	1
345	бы и	3	1
346	что это	3	1
347	а во-вторых	2	1
348	формы в	1	1
349	чуть ли	1	1
350	в нашем	7	1
351	из этих	5	1
352	в тех	2	1
353	если мы	7	1
354	вопроса о	3	1
355	и те	1	1
356	может считаться	1	1
357	то обстоятельство	3	1
358	все силы	1	1
359	за кого	1	1
360	поэтому вполне	1	1
361	этот анализ	1	1
362	имеем в	1	1
363	но на	3	1
364	а вовсе	1	1
365	и если	2	1
366	что она	5	1
367	главным образом	2	1
368	т д	8	1
369	после этого	1	1
370	от которого	1	1
371	всех этих	1	1
372	же это	2	1
373	состоит в	2	1
374	и вот	3	1
375	мало того	1	1
376	лишь с	4	1
377	так например	1	1
378	уже по	1	1
379	члены этой	1	1
380	удивительно что	1	1
381	не ошибаюсь	1	1
382	думал что	1	1
383	поэзии и	1	1
384	а по	1	1
385	противоположного характера	1	1
386	входит в	1	1
387	те или	1	1
388	образом если	1	1
389	искусства в	1	1
390	по природе	1	1
391	некоторые основные	1	1
392	не ясно	1	1
393	ту или	1	1
394	но лишь	1	1
395	здесь можно	5	1
396	спокойно и	1	1
397	чем в	2	1
398	такой же	2	1
399	мере не	2	1
400	для своих	1	1
401	самого последнего	1	1
402	меняется и	2	1
403	первая из	1	1
404	и при	2	1
405	что такое	4	1
406	в следующем	1	1
407	в такой	1	1
408	уже к	1	1
409	одним и	2	1
410	не столько	4	1
411	большей степени	2	1
412	не как	2	1
413	своего рода	2	1
414	что я	1	1
415	нельзя было	1	1
416	творчества и	1	1
417	том чтобы	4	1
418	все это	2	1
419	того кто	1	1
420	культурной жизни	1	1
421	даже в	1	1
422	же мы	4	1
423	нас к	2	1
424	тому что	4	1
425	если и	2	1
426	перед собою	3	1
427	дня и	1	1
428	тем самым	4	1
429	не имеет	3	1
430	о чем	2	1
431	весь смысл	1	1
432	и остается	1	1
433	противоречии с	1	1
434	виду не	1	1
435	ведь не	1	1
436	чем не	1	1
437	он мог	1	1
438	для всего	1	1
439	работы но	1	1
440	чтобы научить	1	1
441	возможно и	1	1
442	правда в	1	1
443	именно с	1	1
444	же время	1	1
445	во всем	1	1
446	всей жизни	1	1
447	и звуки	1	1
448	которые делают	1	1
449	знают что	1	1
450	не потому	3	1
451	ни о	1	1
452	уже о	2	1
453	и должно	5	1
454	когда мы	3	1
455	в материалах	1	1
456	согласно которому	2	1
457	как для	1	1
458	той или	5	1
459	не самую	1	1
460	свое значение	1	1
461	без разбора	1	1
462	на это	1	1
463	она не	3	1
464	от которой	1	1
465	смысле что	1	1
466	но по	1	1
467	говоря уже	2	1
468	которая пользуется	1	1
469	на основе	1	1
470	то или	2	1
471	получает для	1	1
472	значение в	2	1
473	вышла из	1	1
474	по аналогии	1	1
475	те же	7	1
476	отсюда и	1	1
477	мог бы	2	1
478	и каждый	1	1
479	не место	1	1
480	чем у	1	1
481	когда в	2	1
482	это только	1	1
483	имеется в	1	1
484	силу того	1	1
485	со стороны	1	1
486	сводится к	1	1
487	и здесь	2	1
488	типа в	2	1
489	о пользе	1	1
490	дать общую	1	1
491	на пользу	1	1
492	ее от	1	1
493	нуждается в	1	1
494	говорит он	1	1
495	есть с	1	1
496	в гущу	1	1
497	что бы	1	1
498	не стоило	1	1
499	которых он	1	1
500	и об	2	1
501	следовало бы	1	1
502	в него	1	1
503	дать в	1	1
504	судить по	1	1
505	тех пор	4	1
506	от прочих	1	1
507	но с	1	1
508	сомневаться что	1	1
509	в двух	2	1
510	только у	1	1
511	а если	1	1
512	именно что	1	1
513	время когда	1	1
514	речи о	1	1
515	одной из	1	1
516	этот вопрос	3	1
517	мы увидим	1	1
518	кстати сказать	1	1
519	очень много	2	1
520	и так	1	1
521	и такое	1	1
522	наше время	1	1
523	самые разнообразные	1	1
524	во времени	1	1
525	же и	1	1
526	да еще	1	1
527	стоит на	1	1
528	в поэзии	5	1
529	здесь же	1	1
530	то только	1	1
531	котором можно	1	1
532	на эту	1	1
533	за ним	1	1
534	что для	1	1
535	здесь мы	1	1
536	который как	2	1
537	был бы	3	1
538	никто не	1	1
539	говорить об	1	1
540	их также	1	1
541	является именно	1	1
542	не для	1	1
543	тому же	3	1
544	не о	2	1
545	должны сказать	1	1
546	заметить что	1	1
547	от того	5	1
548	и вместе	1	1
549	имеет значение	1	1
550	были бы	4	1
551	до самого	1	1
552	нет и	1	1
553	доходит до	2	1
554	именно как	1	1
555	или иной	7	1
556	одному тому	1	1
557	однако гораздо	1	1
558	и др	1	1
559	ясно однако	2	1
560	не удивительно	1	1
561	в англии	3	1
562	этот на	1	1
563	сделать в	1	1
564	другому и	1	1
565	превращается в	1	1
566	смысла и	1	1
567	не было	4	1
568	а на	1	1
569	и самый	2	1
570	зависит от	1	1
571	его по	1	1
572	а так	1	1
573	когда же	1	1
574	приходит в	2	1
575	так называемых	1	1
576	на этой	1	1
577	нет никаких	1	1
578	знает все	1	1
579	входить в	1	1
580	на фоне	7	1
581	и потому	1	1
582	как это	7	1
583	года не	1	1
