N	2gram	Bakhtin_Pr_1	Vvedenie
1	и в	23	32
2	в том	11	31
3	в этом	25	30
4	том что	9	26
5	может быть	21	26
6	не только	13	22
7	для того	2	21
8	того чтобы	4	20
9	таким образом	11	19
10	то что	18	16
11	потому что	12	15
12	так как	7	15
13	не может	11	14
14	в самом	8	13
15	в нем	20	13
16	о том	2	13
17	со стороны	2	13
18	в их	3	12
19	в его	24	12
20	того что	2	12
21	только в	8	12
22	и не	34	12
23	как на	2	12
24	как мы	5	11
25	в ее	1	11
26	и именно	1	11
27	в данном	2	11
28	что такое	1	11
29	что в	8	10
30	то же	10	9
31	в истории	2	9
32	и как	8	9
33	но в	4	9
34	по себе	7	9
35	между тем	5	9
36	в той	6	9
37	этом смысле	9	9
38	а только	1	8
39	это не	10	8
40	не в	6	8
41	не менее	1	8
42	с другой	2	8
43	именно в	6	8
44	самом деле	5	7
45	вопрос о	4	7
46	но не	8	7
47	все же	5	7
48	было бы	6	7
49	точки зрения	21	7
50	уже и	1	7
51	в применении	1	7
52	можно было	3	7
53	прежде всего	7	7
54	смысле этого	1	7
55	только как	1	7
56	смысле слова	1	6
57	и это	5	6
58	из этих	2	6
59	как он	2	6
60	том чтобы	1	6
61	его в	4	6
62	как и	8	6
63	к истории	1	6
64	вовсе не	8	6
65	в то	10	6
66	в качестве	1	6
67	же время	7	6
68	тем что	3	6
69	не могут	6	6
70	не трудно	1	6
71	один из	2	6
72	этот вопрос	2	6
73	и его	13	6
74	и даже	3	6
75	до сих	2	6
76	но и	11	6
77	а именно	1	6
78	сих пор	2	6
79	все это	7	6
80	хотя бы	2	6
81	одним из	8	5
82	а как	6	5
83	в целом	4	5
84	с их	5	5
85	об этом	1	5
86	на почве	1	5
87	и тем	2	5
88	данном случае	2	5
89	в них	3	5
90	в которых	2	5
91	сказать что	5	5
92	могут быть	1	5
93	как например	2	5
94	так что	1	5
95	уже в	5	5
96	не есть	1	5
97	представляют собой	1	5
98	что не	1	5
99	на этот	2	5
100	а не	20	5
101	как бы	28	5
102	другой стороны	2	5
103	есть и	1	5
104	в какой	1	5
105	вместе с	2	5
106	и то	1	4
107	в первом	2	4
108	той же	6	4
109	по отношению	11	4
110	как уже	1	4
111	от этого	1	4
112	уже не	8	4
113	в себе	5	4
114	но ведь	1	4
115	этот процесс	1	4
116	и заключается	1	4
117	в своей	11	4
118	в котором	2	4
119	по сравнению	1	4
120	по крайней	2	4
121	только с	2	4
122	в каждом	8	4
123	здесь нет	1	4
124	это только	1	4
125	на вопрос	2	4
126	при том	1	4
127	времени и	1	4
128	и что	1	4
129	крайней мере	2	4
130	как она	1	4
131	еще не	5	4
132	что он	10	4
133	одно из	1	4
134	всяком случае	3	4
135	само по	2	4
136	как раз	4	4
137	этом отношении	5	4
138	сравнению с	1	4
139	с этой	1	4
140	и для	3	4
141	только что	1	4
142	а в	7	4
143	конфликт между	1	4
144	отношению к	11	4
145	во всяком	4	4
146	и есть	5	3
147	в сущности	5	3
148	так чтобы	1	3
149	говорить о	2	3
150	то это	1	3
151	и на	10	3
152	он сам	3	3
153	в чем	1	3
154	своего рода	1	3
155	совсем не	1	3
156	ответ на	1	3
157	нет надобности	1	3
158	однако не	2	3
159	хотя и	1	3
160	и к	4	3
161	за собой	1	3
162	сливается с	2	3
163	бы и	4	3
164	что это	1	3
165	все эти	8	3
166	в этой	4	3
167	в известном	1	3
168	что она	2	3
169	при этом	3	3
170	если бы	10	3
171	не как	12	3
172	вообще не	1	3
173	смысле как	1	3
174	всего то	1	3
175	в работе	1	3
176	заключается в	2	3
177	и уже	3	3
178	чем в	2	3
179	как целое	2	3
180	нисколько не	2	3
181	в этих	2	3
182	от себя	1	3
183	понятно что	1	3
184	и вот	2	3
185	однако в	2	3
186	этой работы	2	3
187	тогда когда	1	3
188	дело в	1	3
189	как будто	3	3
190	и выводы	1	3
191	в области	3	3
192	в каком	1	3
193	том отношении	1	3
194	но все	4	3
195	должен быть	1	3
196	в ней	1	3
197	что может	2	3
198	во второй	1	3
199	вот почему	1	3
200	можно сказать	2	3
201	времени в	1	3
202	или как	5	3
203	к нему	3	3
204	известном смысле	1	3
205	одной из	1	3
206	что даже	1	3
207	в начале	1	3
208	при помощи	1	3
209	и других	5	3
210	из них	2	3
211	в одном	9	3
212	в конце	5	3
213	что и	5	3
214	отношение к	1	3
215	может служить	1	3
216	свое выражение	1	3
217	отношении что	1	3
218	а потому	2	3
219	до конца	5	3
220	говорит о	1	3
221	так же	6	3
222	от характера	3	3
223	и понимать	1	3
224	такого рода	1	3
225	что же	1	3
226	да и	2	3
227	материал для	1	3
228	в своем	8	3
229	но с	1	3
230	к тому	1	3
231	в результате	4	3
232	к этому	2	3
233	в частности	1	3
234	гораздо более	1	3
235	это однако	1	2
236	же как	1	2
237	и до	1	2
238	из его	3	2
239	должна быть	2	2
240	что мы	1	2
241	мы уже	2	2
242	есть не	2	2
243	мы не	2	2
244	что если	1	2
245	жизни как	1	2
246	и со	1	2
247	в каждой	2	2
248	и был	3	2
249	в создании	1	2
250	значение и	1	2
251	тогда как	1	2
252	себе и	3	2
253	чем же	1	2
254	его к	4	2
255	материалов и	1	2
256	в этот	2	2
257	выражение в	4	2
258	ни одна	1	2
259	не следует	1	2
260	задний план	1	2
261	свой материал	1	2
262	не к	1	2
263	какой бы	2	2
264	подобно тому	3	2
265	и с	4	2
266	них не	1	2
267	входит в	2	2
268	действительности в	1	2
269	которая как	1	2
270	на свои	1	2
271	для них	1	2
272	несмотря на	6	2
273	должно быть	1	2
274	и тогда	1	2
275	и при	1	2
276	с точки	15	2
277	не столько	3	2
278	как совокупность	1	2
279	стоит в	1	2
280	мысли и	2	2
281	не могли	2	2
282	тому что	2	2
283	произведения и	1	2
284	в отношении	2	2
285	определяет как	1	2
286	на котором	2	2
287	одна из	2	2
288	работа над	1	2
289	никогда не	5	2
290	казалось бы	1	2
291	ничего не	6	2
292	следует что	1	2
293	находит себе	1	2
294	этого термина	1	2
295	от того	2	2
296	у нас	1	2
297	именно оно	1	2
298	к отдельным	2	2
299	есть только	1	2
300	лежит в	1	2
301	как только	1	2
302	рядом с	13	2
303	если же	2	2
304	в дальнейшем	1	2
305	значение в	1	2
306	и сам	2	2
307	так и	10	2
308	отсюда и	1	2
309	не исчерпывается	2	2
310	для этого	1	2
311	же самое	1	2
312	в содержании	1	2
313	и здесь	3	2
314	искусства и	1	2
315	в значительной	1	2
316	во всех	5	2
317	тем или	1	2
318	во втором	1	2
319	говорит он	8	2
320	в форме	6	2
321	тем более	1	2
322	принуждены были	1	2
323	все время	1	2
324	которой в	1	2
325	по содержанию	1	2
326	нового типа	2	2
327	быть и	1	2
328	здесь не	1	2
329	целого и	1	2
330	по этому	2	2
331	именно на	2	2
332	литературы в	1	2
333	от других	1	2
334	могло бы	1	2
335	традиции с	1	2
336	и чем	1	2
337	не было	3	2
338	нельзя признать	1	2
339	должна была	4	2
340	него в	2	2
341	из которых	2	2
342	с этим	1	2
343	целом ряде	1	2
344	этого слова	2	2
345	тому как	3	2
346	по существу	4	2
347	но это	5	2
348	романов достоевского	12	2
349	которые были	3	2
350	это уже	1	2
351	не существует	1	2
352	на задний	1	2
353	между ними	2	2
354	уже совсем	1	2
355	у них	1	2
356	бы в	3	2
357	конце концов	4	2
358	мы должны	2	2
359	будто бы	1	2
360	хотя в	1	2
361	нами не	1	2
362	с ней	1	2
363	самой своей	1	2
364	он и	5	2
365	или иным	1	2
366	время не	2	2
367	жизни и	6	2
368	точно так	2	2
369	и другие	2	2
370	это в	2	2
371	гораздо ближе	1	2
372	также что	1	1
373	например в	3	1
374	до него	1	1
375	словом как	1	1
376	вообще все	1	1
377	века но	1	1
378	выражения в	1	1
379	на самом	4	1
380	это и	9	1
381	как такового	1	1
382	сразу и	1	1
383	в мировоззрении	3	1
384	например у	1	1
385	сохраняет свое	1	1
386	отношения между	2	1
387	можно говорить	2	1
388	многое и	1	1
389	видеть в	1	1
390	в зависимости	3	1
391	отношения к	2	1
392	и за	1	1
393	и могут	1	1
394	то для	1	1
395	бы уже	2	1
396	нуждаются в	1	1
397	каким был	1	1
398	предметом его	2	1
399	опирающееся на	1	1
400	теперь мы	1	1
401	время идет	1	1
402	и новые	1	1
403	к одной	1	1
404	как обычно	1	1
405	есть нечто	1	1
406	который был	1	1
407	их до	1	1
408	в полной	1	1
409	разобраться в	2	1
410	исследования но	1	1
411	было до	1	1
412	народного духа	1	1
413	быть понято	1	1
414	и имел	1	1
415	заключенных в	1	1
416	которые он	2	1
417	более того	3	1
418	иного рода	1	1
419	как если	1	1
420	своей работе	1	1
421	предисловии к	1	1
422	но как	3	1
423	к слову	1	1
424	а и	1	1
425	как в	6	1
426	в новом	1	1
427	явление действительности	1	1
428	отличие от	2	1
429	нет и	1	1
430	что они	1	1
431	писателя не	1	1
432	заключено в	1	1
433	к автору	1	1
434	каждая из	1	1
435	как к	1	1
436	кроме того	3	1
437	понять и	1	1
438	не удалась	1	1
439	и понимания	3	1
440	это тоже	1	1
441	в материал	1	1
442	и художественного	1	1
443	все возможные	3	1
444	то в	1	1
445	впечатление что	1	1
446	стиля а	1	1
447	идея и	1	1
448	духа в	1	1
