N	3gram	Nazirov_Tv_1	Problemy
1	до сих пор	1	8
2	по отношению к	1	5
3	то же время	12	5
4	в то же	13	5
5	в романах достоевского	13	4
6	в отличие от	1	3
7	преступления и наказания	4	3
8	имеем в виду	1	3
9	с другой стороны	1	3
10	в бедных людях	5	3
11	нам кажется что	1	3
12	мы имеем в	1	3
13	как и в	1	3
14	хотя и не	1	2
15	дело в том	3	2
16	у достоевского в	3	2
17	и в других	1	2
18	преступлении и наказании	3	2
19	сами по себе	1	2
20	это вовсе не	1	2
21	в том что	6	2
22	том или другом	1	2
23	но в то	4	2
24	друг на друга	1	2
25	о том что	5	2
26	можно сказать что	2	2
27	в преступлении и	4	2
28	в этом романе	2	2
29	в отношении к	1	2
30	с самим собой	1	2
31	самим собой в	2	1
32	не может не	1	1
33	село степанчиково и	1	1
34	достоевского вплоть до	1	1
35	где совершается кризис	1	1
36	этом романе и	1	1
37	на площади и	1	1
38	прежде всего на	1	1
39	та же самая	2	1
40	и наконец в	1	1
41	и его обитатели	1	1
42	других романах достоевского	1	1
43	себе что он	1	1
44	в том же	1	1
45	пространства и времени	1	1
46	с установкой на	1	1
47	на том или	1	1
48	и на площади	1	1
49	рассматривать в связи	1	1
50	в мировой литературе	1	1
51	и в то	2	1
52	хотя бы и	1	1
53	в других романах	1	1
54	художественном мире достоевского	1	1
55	в свою противоположность	2	1
56	является одним из	2	1
57	яков петрович голядкин	1	1
58	а может быть	1	1
59	на самом же	1	1
60	не менее чем	1	1
61	в этой повести	1	1
62	у достоевского и	1	1
63	такой же как	1	1
64	в романе идиот	4	1
65	пороге у дверей	1	1
66	не столько на	1	1
67	на этой почве	1	1
68	больших романах достоевского	1	1
69	в данном случае	2	1
70	не в его	1	1
71	или на площади	1	1
72	уже в первом	1	1
73	как в сне	1	1
74	с одной стороны	1	1
75	в конце концов	1	1
76	сне смешного человека	2	1
77	а как бы	1	1
78	как один из	1	1
79	но при этом	1	1
80	здесь мы переходим	1	1
81	и в их	1	1
82	он ее не	1	1
83	в xix веке	1	1
84	в связи с	1	1
85	в мире достоевского	1	1
86	к тому же	1	1
87	перед тем как	1	1
88	самим собой как	1	1
89	таким образом и	1	1
90	самом же деле	1	1
91	степанчиково и его	1	1
92	раннего творчества достоевского	1	1
93	у него в	1	1
94	сон смешного человека	1	1
95	он не боится	1	1
96	в сне смешного	2	1
97	на пороге у	1	1
98	рассказе и в	1	1
99	с самого начала	3	1
100	что может быть	1	1
101	не только в	2	1
102	но она не	1	1
103	в художественном мире	1	1
104	к тому что	1	1
105	в себя как	1	1
106	дело не в	1	1
107	героя и героини	1	1
108	в этом пункте	1	1
109	романах достоевского в	1	1
