N	2gram	Nazirov_Tv_2	Myslijsy
1	потому что	7	46
2	то есть	5	34
3	в том	8	32
4	и в	20	30
5	может быть	8	28
6	то же	7	23
7	т с	1	22
8	не только	13	21
9	только в	2	21
10	для нас	1	20
11	но и	8	19
12	том что	4	18
13	то что	3	18
14	не есть	1	17
15	что в	7	17
16	в себе	3	16
17	по себе	1	16
18	и не	9	15
19	не в	4	15
20	в сознании	1	15
21	а не	6	15
22	таким образом	10	14
23	что и	1	13
24	так как	3	13
25	если бы	4	12
26	вместе с	3	12
27	а в	4	12
28	точно так	1	12
29	так и	6	11
30	что оно	1	11
31	этого слова	1	11
32	как в	4	10
33	в этом	8	10
34	в душе	4	10
35	как и	6	10
36	в то	10	10
37	и что	2	10
38	мы не	4	9
39	из этих	1	9
40	в нем	3	9
41	было бы	1	9
42	между тем	3	9
43	для него	3	9
44	в самом	3	8
45	что не	3	8
46	с одной	1	7
47	но не	5	7
48	и без	2	7
49	тем самым	4	7
50	тем что	3	7
51	как мы	1	7
52	так что	2	7
53	вовсе не	2	7
54	с другой	2	7
55	к тому	1	7
56	например в	5	6
57	то это	1	6
58	же что	1	6
59	с этим	1	6
60	же с	9	6
61	с ним	3	6
62	не имеет	1	6
63	указывает на	1	6
64	там же	9	6
65	что он	6	6
66	уже не	3	6
67	из них	2	6
68	а потому	1	6
69	зависит от	2	6
70	не может	7	6
71	образ и	2	6
72	но это	5	6
73	если б	1	5
74	человека и	3	5
75	художественного произведения	1	5
76	на деле	1	5
77	и т	13	5
78	еще не	5	5
79	по отношению	3	5
80	и как	1	5
81	думать что	1	5
82	к одному	1	5
83	с другими	2	5
84	в них	1	5
85	что я	2	5
86	по крайней	2	5
87	же время	7	5
88	к ней	1	5
89	как на	1	5
90	не могут	1	5
91	не менее	2	5
92	мысль о	1	5
93	крайней мере	2	5
94	уже в	2	5
95	отношению к	3	5
96	должно быть	1	5
97	сказать что	1	5
98	только как	1	5
99	или же	1	4
100	столь же	1	4
101	не все	1	4
102	не было	2	4
103	что это	1	4
104	бы не	2	4
105	он не	3	4
106	не к	1	4
107	и по	2	4
108	мы видели	1	4
109	в один	1	4
110	себе не	1	4
111	в котором	3	4
112	для меня	1	4
113	и его	9	4
114	по поводу	1	4
115	на это	1	4
116	и это	3	4
117	об отношении	1	4
118	то время	1	4
119	по мере	1	4
