N	3gram	Bakhtin_Pr_5	Mirosoze
1	не может быть	3	17
2	записок из подполья	3	5
3	вместе с тем	1	5
4	у достоевского есть	1	5
5	а не в	1	4
6	в творчестве достоевского	4	4
7	у достоевского нет	2	4
8	и вместе с	1	4
9	потому что в	1	3
10	заключает в себе	1	3
11	и в самом	3	3
12	мы увидим что	2	3
13	в братьях карамазовых	3	3
14	и в нем	3	3
15	у достоевского это	1	2
16	прежде всего в	1	2
17	по отношению к	6	2
18	он не может	3	2
19	до сих пор	1	2
20	и не может	2	2
21	что он не	1	2
22	к тому чтобы	2	2
23	к нему все	1	2
24	то время как	1	2
25	в конце концов	3	2
26	как будто бы	1	2
27	новый момент в	1	2
28	в нем не	1	2
29	в то время	1	2
30	тем что он	1	2
31	для того чтобы	1	2
32	в высшей степени	3	2
33	все переходит в	1	1
34	но она не	1	1
35	он сам не	1	1
36	от него и	1	1
37	с настасьей филипповной	1	1
38	а вовсе не	1	1
39	это потому что	1	1
40	что и это	1	1
41	ивана карамазова со	1	1
42	в самом деле	1	1
43	в записках из	1	1
44	так и не	1	1
45	оно менее всего	1	1
46	он мог бы	1	1
47	бы он ни	1	1
48	как и все	2	1
49	не может найти	1	1
50	период его творчества	1	1
51	в отличие от	2	1
52	потому что сознание	1	1
53	в романах достоевского	4	1
54	сохранить за собой	1	1
55	достоевского особенно в	1	1
56	он ни был	1	1
57	в нем нет	1	1
58	у него нет	1	1
59	и у других	1	1
60	вы скажете что	2	1
61	записках из подполья	1	1
62	может быть и	1	1
63	может быть что	1	1
64	имел в виду	1	1
65	до конца и	1	1
66	для него как	1	1
67	что в центре	1	1
68	и по ним	1	1
69	это имел в	1	1
70	я уверен что	2	1
71	в значительной степени	1	1
72	человек у достоевского	1	1
73	и к чему	1	1
74	к чему бы	1	1
75	и по отношению	1	1
76	в котором не	1	1
77	и ничего не	1	1
78	не только для	1	1
79	для него и	2	1
80	карамазова со смердяковым	1	1
81	в этот момент	1	1
82	все более и	1	1
83	герой из подполья	4	1
84	друг к другу	3	1
85	во всяком случае	4	1
86	одна и та	2	1
87	как бы в	1	1
88	в отношении к	7	1
89	приводит к себе	1	1
90	но не может	1	1
91	как бы не	1	1
92	записки из подполья	1	1
93	и в том	1	1
94	между этими двумя	1	1
95	по целым дням	1	1
96	но в конце	1	1
97	не мог вынести	1	1
98	настасьи филипповны и	1	1
99	самое главное и	1	1
100	но у достоевского	1	1
101	на протяжении всего	4	1
102	к нему и	4	1
103	что и в	1	1
104	да ведь это	1	1
105	что он мог	1	1
106	о том что	1	1
107	с собой он	1	1
108	но не в	1	1
109	возможно лишь в	1	1
110	мог бы быть	1	1
111	более и более	1	1
112	и во всем	1	1
113	можно было бы	2	1
114	в нем есть	1	1
115	и та же	2	1
116	по сравнению со	1	1
117	не знает и	2	1
118	братьях карамазовых но	1	1
119	в них не	1	1
120	в том что	2	1
121	он не видит	1	1
122	но и с	1	1
123	и в братьях	1	1
