N	2gram	Trubetskoy_1	Problemy
1	и в	23	43
2	и не	8	29
3	может быть	16	23
4	как бы	10	22
5	не может	17	18
6	как и	9	14
7	но и	9	14
8	в этом	12	13
9	точки зрения	13	13
10	что он	7	13
11	в нем	3	12
12	не только	7	11
13	в каждом	1	11
14	не в	8	11
15	и на	6	10
16	но в	4	10
17	как мы	2	10
18	в его	5	10
19	прежде всего	3	10
20	в сущности	2	9
21	еще не	5	9
22	он не	3	9
23	никогда не	4	9
24	то же	4	8
25	лишь в	5	8
26	для него	2	8
27	с точки	8	8
28	и его	1	8
29	ведь и	1	7
30	перед нами	1	7
31	в самом	8	7
32	в то	6	7
33	и сам	2	7
34	в другом	2	7
35	до сих	8	7
36	а не	1	7
37	что же	2	7
38	сих пор	8	7
39	то что	18	7
40	и наконец	3	6
41	при этом	9	6
42	к одному	1	6
43	в этих	3	6
44	что я	1	6
45	здесь не	1	6
46	приводит к	1	6
47	в том	30	6
48	в котором	2	6
49	у него	5	6
50	и все	7	6
51	самом деле	12	5
52	но не	2	5
53	по отношению	9	5
54	хотя и	4	5
55	в себе	5	5
56	все эти	19	5
57	на то	9	5
58	да и	1	5
59	таким образом	31	5
60	и с	5	5
61	было бы	3	5
62	рядом с	1	5
63	это слово	1	5
64	о том	7	5
65	никак не	1	5
66	и что	8	5
67	же время	2	5
68	к нему	2	5
69	так что	5	5
70	вовсе не	2	5
71	все это	11	5
72	бы в	3	5
73	а в	3	5
74	отношению к	9	5
75	и до	3	4
76	а как	1	4
77	мы не	1	4
78	так чтобы	2	4
79	я не	2	4
80	с его	1	4
81	во всех	10	4
82	себе и	1	4
83	отличие от	3	4
84	в своем	10	4
85	если же	3	4
86	же не	3	4
87	в них	2	4
88	далеко не	5	4
89	между собою	5	4
90	должно быть	4	4
91	в своей	1	4
92	их в	2	4
93	том же	4	4
94	в самой	2	4
95	с другом	9	4
96	к тому	8	4
97	и это	3	4
98	из одного	2	4
99	этот вопрос	2	4
100	только в	6	4
101	же и	1	4
102	так как	7	4
103	с другой	6	4
104	при чем	6	4
105	до конца	1	4
106	то есть	2	4
107	не могут	4	4
108	друг с	9	4
109	в результате	9	4
110	между ними	2	4
111	совершенно не	3	4
112	что в	8	4
113	также и	2	3
114	должна быть	5	3
115	мы уже	4	3
116	той же	1	3
117	что если	3	3
118	и со	1	3
119	в виду	2	3
120	он сам	1	3
121	такого что	1	3
122	мы будем	3	3
123	что так	1	3
124	кроме того	1	3
125	и к	5	3
126	более или	7	3
127	еще один	1	3
128	только на	1	3
129	тому же	6	3
130	чем у	8	3
131	это не	3	3
132	в жизни	3	3
133	кажется что	1	3
134	разобранные нами	1	3
135	а за	1	3
136	такой же	2	3
137	или менее	7	3
138	и их	5	3
139	в их	4	3
140	он тоже	2	3
141	образом и	2	3
142	даже в	3	3
143	в одно	2	3
144	в отношении	1	3
145	она не	2	3
146	на два	1	3
147	на него	2	3
148	ничего не	1	3
149	во всем	3	3
150	уже говорили	1	3
151	могут быть	1	3
152	не менее	7	3
153	но при	1	3
154	в себя	2	3
155	можно было	1	3
156	так и	10	3
157	всех возможных	1	3
158	если бы	8	3
159	и даже	1	3
160	с ним	6	3
161	говорят что	1	3
162	в различных	1	3
163	между тем	12	3
164	что и	7	3
165	и только	2	3
166	и следовательно	1	3
167	образом как	2	3
168	его в	5	3
169	тот же	3	3
170	том или	1	3
171	и ее	2	3
172	есть в	2	3
173	уже не	1	3
174	в виде	4	3
175	тем что	1	3
176	или иной	1	3
177	о своей	1	3
178	себя и	2	3
179	он и	1	3
180	него в	2	3
181	в человеке	1	3
182	по существу	6	3
183	но для	2	3
184	все же	13	3
185	и для	6	3
186	в эту	2	3
187	это все	1	3
188	не знает	2	3
189	другой стороны	5	3
190	того же	9	3
191	я и	1	2
192	а между	8	2
193	ту же	2	2
194	тем же	2	2
195	из его	1	2
196	себе как	1	2
197	не во	1	2
198	вопрос о	3	2
199	время как	1	2
200	на себя	1	2
201	бы ни	1	2
202	от друга	6	2
203	мы и	2	2
204	то это	1	2
205	с большим	1	2
206	собою и	1	2
207	и говорить	3	2
208	всем этим	1	2
209	быть в	1	2
210	друг к	2	2
211	друг на	1	2
212	в сторону	2	2
213	отношение к	4	2
214	друг от	6	2
215	друга и	1	2
216	как в	1	2
217	с этим	11	2
218	целый ряд	4	2
219	и как	1	2
220	его к	1	2
221	в точке	2	2
222	в первом	1	2
223	та же	3	2
224	что это	5	2
225	в целом	5	2
226	бы не	1	2
227	из этих	8	2
228	нами в	1	2
229	но на	2	2
230	и еще	1	2
231	на том	2	2
232	одно и	1	2
233	но все	5	2
234	а затем	2	2
235	конечно в	2	2
236	из них	5	2
237	к другу	2	2
238	знает что	1	2
239	входит в	1	2
240	на почве	3	2
241	он есть	1	2
242	лишь на	1	2
243	слиться с	1	2
244	на друга	1	2
245	слова что	1	2
246	для своих	1	2
247	том что	19	2
248	которую он	2	2
249	и при	6	2
250	что такое	1	2
251	затем и	1	2
252	в такой	4	2
253	в узком	1	2
254	в которых	2	2
255	мысли и	1	2
256	мы сказали	3	2
257	и другого	1	2
258	что этот	1	2
259	и то	4	2
260	дело в	1	2
261	того как	1	2
262	одна из	2	2
263	на себе	2	2
264	в процессе	2	2
265	и без	5	2
266	тем не	4	2
267	а лишь	2	2
268	и эта	1	2
269	что на	1	2
270	у нас	3	2
271	отличается от	6	2
272	должны быть	3	2
273	как человек	1	2
274	здесь мы	1	2
275	для себя	2	2
276	в конце	4	2
277	не могу	1	2
278	без всякого	1	2
279	настоящее время	2	2
280	представим себе	1	2
281	говорили что	1	2
282	то время	2	2
283	что у	2	2
284	для этого	7	2
285	все его	2	2
286	от них	1	2
287	и всякое	1	2
288	и следует	1	2
289	того что	6	2
290	быть и	5	2
291	но так	2	2
292	и так	2	2
293	конечно не	3	2
294	уже в	1	2
295	если мы	4	2
296	то и	2	2
297	этого нельзя	1	2
298	же явления	1	2
299	а то	1	2
300	речь в	1	2
301	и та	1	2
302	может служить	3	2
303	мы можем	6	2
304	каждый из	3	2
305	уже и	3	2
306	именно как	1	2
307	с другим	1	2
308	как же	1	2
309	и кто	1	2
310	а с	4	2
311	и пр	1	2
312	в руках	1	2
313	они могут	2	2
314	так же	8	2
315	и особенно	2	2
316	по своему	5	2
317	столкновение с	1	2
318	человек с	1	2
319	например в	1	2
320	этого слова	2	2
321	на вид	1	2
322	между собой	4	2
323	себе еще	1	2
324	себя на	1	2
325	и среди	1	2
326	в настоящее	2	2
327	для нас	3	2
328	бы он	1	2
329	еще более	1	2
330	конце концов	4	2
331	хотя бы	4	2
332	ни было	2	2
333	не есть	2	2
334	среди других	1	2
335	с ними	2	2
336	сказать что	1	2
337	была бы	1	2
338	но этот	1	2
339	нет но	1	2
340	ее в	1	2
341	в своих	2	2
342	в таком	4	2
343	во всяком	2	2
344	смысле слова	1	1
345	вопрос мы	1	1
346	предполагает что	1	1
347	лишь после	1	1
348	редки и	1	1
349	этом пункте	1	1
350	на самом	7	1
351	он может	1	1
352	это и	1	1
353	и должны	1	1
354	и подражанием	1	1
355	между двумя	5	1
356	все те	1	1
357	но те	1	1
358	одним из	4	1
359	она к	1	1
360	есть не	1	1
361	же как	3	1
362	из своих	1	1
363	этом не	1	1
364	такое положение	1	1
365	и тем	1	1
366	сложнее и	1	1
367	вместо того	1	1
368	социальной группы	1	1
369	к приему	1	1
370	духе и	1	1
371	к их	1	1
372	себя а	1	1
373	это действительно	1	1
374	от себя	2	1
375	бы то	2	1
376	тем как	1	1
377	это имеет	1	1
378	а следовательно	1	1
379	и главное	1	1
380	различия между	3	1
381	ценности в	1	1
382	с одной	3	1
383	но как	2	1
384	силы и	1	1
385	перед глазами	1	1
386	если в	1	1
387	в общем	6	1
388	нет и	1	1
389	среде но	1	1
390	к сожалению	1	1
391	мы дадим	1	1
392	дело идет	1	1
393	в особом	1	1
394	где может	1	1
395	что как	4	1
396	однако не	1	1
397	громче но	1	1
398	увидим что	1	1
399	и отчасти	1	1
400	впечатление что	1	1
401	благодаря этому	1	1
402	бы с	1	1
403	так или	5	1
404	в нашем	3	1
405	простое и	1	1
406	у каждого	1	1
407	не сделал	1	1
408	в этой	6	1
409	другом случае	1	1
410	вид и	1	1
411	не могла	1	1
412	все они	5	1
413	и если	6	1
414	весь свой	1	1
415	видит и	1	1
416	что она	1	1
417	развиваться в	3	1
418	неизбежно должны	1	1
419	оно было	1	1
420	он все	2	1
421	одному из	1	1
422	из этой	2	1
423	и социальной	2	1
424	он должен	2	1
425	не к	1	1
426	однако он	1	1
427	в корне	1	1
428	кажется нам	1	1
429	характер в	1	1
430	что ни	1	1
431	и по	3	1
432	чтобы их	1	1
433	на этом	2	1
434	его можно	1	1
435	однако в	1	1
436	становится как	1	1
437	от нее	2	1
438	не следует	1	1
439	этом последнем	1	1
440	то ни	3	1
441	тем с	1	1
442	что все	5	1
443	хочет чтобы	1	1
444	они должны	3	1
445	в мире	6	1
446	своей стороны	1	1
447	тут надо	1	1
448	с другими	1	1
449	друг другу	1	1
450	как к	5	1
451	который и	1	1
452	делает его	1	1
453	ведь в	1	1
454	стоит на	1	1
455	в ином	1	1
456	нет в	2	1
457	их взаимоотношения	1	1
458	но лишь	1	1
459	и уже	2	1
460	несмотря на	6	1
461	их лишь	1	1
462	чем в	3	1
463	такою же	1	1
464	в научной	1	1
465	остается в	1	1
466	же я	1	1
467	согласие с	1	1
468	которую мы	1	1
469	в эпохи	2	1
470	как все	1	1
471	и третий	1	1
472	же направлении	1	1
473	еще нет	1	1
474	мы говорили	7	1
475	от времени	2	1
476	что до	1	1
477	для всякого	1	1
478	ее он	1	1
479	нами до	1	1
480	точку зрения	2	1
481	поэтому мы	1	1
482	над всеми	2	1
483	ускользают от	1	1
484	при условии	2	1
485	по крайней	1	1
486	и эти	1	1
487	том и	2	1
488	с такими	1	1
489	человека но	1	1
490	в степени	3	1
491	а от	1	1
492	нею и	1	1
493	стоит в	1	1
494	что с	5	1
495	эти две	1	1
496	этими двумя	2	1
497	освободиться от	2	1
498	друг друга	2	1
499	тогда когда	3	1
500	объективен и	1	1
501	что их	3	1
502	ее с	1	1
503	себя свою	1	1
504	в основе	2	1
505	отрешиться от	1	1
506	о них	2	1
507	иметь в	1	1
508	того чтобы	8	1
509	только не	2	1
510	не имеет	1	1
511	следовательно и	1	1
512	нельзя не	1	1
513	не исчерпывается	1	1
514	этих двух	2	1
515	по своей	7	1
516	ни тем	1	1
517	чужды и	2	1
518	именно его	1	1
519	связи с	4	1
520	в сознании	6	1
521	только с	1	1
522	лишь одно	1	1
523	вследствие этой	1	1
524	не от	1	1
525	все то	2	1
526	же самое	1	1
527	числе и	1	1
528	всего в	1	1
529	даже когда	1	1
530	некоторой степени	1	1
531	всех но	1	1
532	но по	3	1
533	с ее	2	1
534	как не	2	1
535	из главных	1	1
536	лучше сказать	1	1
537	а особенно	1	1
538	так в	1	1
539	идет речь	8	1
540	являются лишь	1	1
541	принадлежать к	1	1
542	если они	1	1
543	на нее	2	1
544	те же	2	1
545	же эти	1	1
546	жизнь и	3	1
547	и вообще	3	1
548	стремление к	1	1
549	одно это	1	1
550	все дело	1	1
551	положении он	1	1
552	и поэтому	2	1
553	зрения на	1	1
554	за пределами	1	1
555	но мы	1	1
556	не стоит	2	1
557	социального общения	1	1
558	и берет	1	1
559	может не	3	1
560	в значительной	1	1
561	сталкиваясь с	1	1
562	котором они	1	1
563	от него	3	1
564	препятствия и	1	1
565	является одним	1	1
566	которых они	1	1
567	а у	1	1
568	и всю	1	1
569	нем не	1	1
570	во втором	2	1
571	на одном	2	1
572	крайней мере	1	1
573	бы поставить	1	1
574	из одних	1	1
575	направлении в	1	1
576	но тут	1	1
577	в каждую	1	1
578	на которой	1	1
579	один из	1	1
580	себя с	1	1
581	мы видим	1	1
582	менее в	1	1
583	вступить в	1	1
584	иначе обстоит	1	1
585	пор не	2	1
586	то в	2	1
587	ему и	2	1
588	и весьма	1	1
589	еще и	1	1
590	очень много	3	1
591	всяком случае	2	1
592	между этими	2	1
593	душевной жизни	1	1
594	с которыми	2	1
595	в эти	3	1
596	в качестве	1	1
597	сильнее чем	4	1
598	с нею	1	1
599	вопроса о	1	1
600	со своим	1	1
601	зрения всякой	1	1
602	рано или	1	1
603	может случиться	1	1
604	за ним	1	1
605	мы знаем	10	1
606	мы находим	1	1
607	иначе как	1	1
608	я в	2	1
609	не случайно	1	1
610	к чужой	6	1
611	которые могут	2	1
612	что та	4	1
613	она имеет	1	1
614	и сама	1	1
615	во всей	1	1
616	как будто	5	1
617	или ином	1	1
618	всеми этими	2	1
619	гораздо сложнее	1	1
620	в других	1	1
621	и позволяют	1	1
622	о которых	6	1
623	не было	2	1
624	были бы	1	1
625	из двух	2	1
