N	2gram	Ircho_Kome_2	Mirosoze
1	может быть	11	30
2	не только	7	29
3	и в	26	28
4	не может	3	28
5	но и	10	25
6	а не	1	25
7	он не	2	24
8	в этом	10	20
9	не было	3	18
10	у него	4	17
11	не в	2	16
12	потому что	6	16
13	в ней	3	15
14	в своей	3	15
15	и есть	2	14
16	он был	2	14
17	никогда не	1	14
18	до конца	1	14
19	человека в	3	13
20	в нем	6	13
21	и это	2	12
22	в самом	4	11
23	для него	1	11
24	и не	14	11
25	в своем	6	10
26	в творчестве	1	10
27	было бы	8	10
28	что в	9	10
29	в мире	2	10
30	прежде всего	4	10
31	что он	5	10
32	и все	2	10
33	с тем	5	9
34	и его	12	9
35	в его	4	9
36	к человеку	1	9
37	из самых	2	8
38	в котором	3	8
39	но не	3	8
40	не был	1	7
41	но в	3	7
42	в себе	1	7
43	в конце	2	7
44	в самой	3	7
45	свобода в	1	7
46	к нему	3	7
47	бог и	2	7
48	нет ничего	1	7
49	и на	7	6
50	в которой	5	6
51	в этой	3	6
52	ведет к	1	6
53	только в	4	6
54	вместе с	9	6
55	все это	3	6
56	в том	11	6
57	нет и	2	5
58	от нее	1	5
59	это не	2	5
60	как и	4	5
61	у нас	1	5
62	то что	6	5
63	и я	2	5
64	отношения к	1	4
65	или к	1	4
66	и этот	1	4
67	отношение к	2	4
68	привести к	1	4
69	в них	4	4
70	в этих	4	4
71	точки зрения	4	4
72	в их	3	4
73	к концу	3	4
74	мог бы	1	4
75	что и	7	4
76	в середине	4	4
77	один из	5	4
78	уже в	4	4
79	ни с	1	4
80	а в	3	4
81	тем что	3	4
82	в любви	2	4
83	и там	1	4
84	с этой	3	4
85	на пути	2	4
86	человека не	1	4
87	не знает	1	4
88	его не	1	3
89	и мира	1	3
90	с его	5	3
91	с этим	5	3
92	когда он	1	3
93	бы и	2	3
94	и еще	2	3
95	на свободу	1	3
96	на этом	2	3
97	и с	5	3
98	его в	4	3
99	в жизни	1	3
100	мир в	1	3
101	не мог	1	3
102	том что	9	3
103	но если	3	3
104	он исследует	1	3
105	не имеет	3	3
