N	3gram	Bakhtin_Fr_8	Analitik
1	о том что	2	6
2	в том что	6	6
3	в данном случае	2	5
4	состоит в том	1	4
5	по отношению к	1	4
6	с одной стороны	2	4
7	и в этом	1	4
8	к тому же	1	4
9	подобно тому как	1	3
10	в этом отношении	1	3
11	в самом начале	1	3
12	той или иной	1	3
13	как и в	4	3
14	в этом контексте	1	2
15	в этом смысле	1	2
16	с точки зрения	2	2
17	в то же	10	2
18	можно было бы	1	2
19	том или ином	1	2
20	и то что	1	2
21	как правило не	1	2
22	в отличие от	1	2
23	в том или	1	2
24	с другой стороны	2	2
25	в частности в	1	2
26	то же время	10	2
27	и в самом	1	2
28	не только не	2	2
29	в этой системе	1	2
30	но и все	1	1
31	можно сказать что	2	1
32	сказать что в	1	1
33	более или менее	2	1
34	в первой строфе	1	1
35	это было в	1	1
36	таит в себе	1	1
37	начала и конца	1	1
38	речи и к	1	1
39	при взгляде на	2	1
40	с одной из	2	1
41	но и в	1	1
42	во всех этих	1	1
43	далеко за пределы	2	1
44	несмотря на его	1	1
45	не мог найти	1	1
46	то есть на	1	1
47	до известной степени	1	1
48	и тогда когда	1	1
49	в таких случаях	1	1
50	и т.д в	1	1
51	в сущности это	1	1
52	как один из	1	1
53	в известном смысле	1	1
54	в центре событий	1	1
55	в связи с	3	1
56	в мире в	1	1
57	прежде всего в	1	1
58	но если бы	1	1
59	в свое время	1	1
60	языка и в	1	1
61	только то что	1	1
62	на две части	2	1
63	не может быть	2	1
64	заключается в том	1	1
65	сказать и о	1	1
66	в этом ряду	1	1
67	в самом деле	1	1
68	речь идет о	1	1
69	с жизнью и	1	1
70	друг с другом	1	1
71	он не только	1	1
72	то же самое	1	1
