N	3gram	Vygotskiy__4	Komedia
1	до сих пор	3	9
2	в том что	12	9
3	в самом деле	7	6
4	для того чтобы	19	6
5	в свою очередь	1	6
6	в то же	1	4
7	о том что	10	4
8	то же время	1	4
9	с самого начала	5	4
10	к тому же	2	4
11	по отношению к	1	3
12	о том как	2	3
13	с точки зрения	4	3
14	и т п	3	3
15	вместе с тем	2	3
16	во всяком случае	3	3
17	до тех пор	2	3
18	и в самом	2	3
19	речь идет о	2	3
20	с одной стороны	3	3
21	то же самое	6	3
22	в какой мере	2	2
23	так или иначе	1	2
24	что он не	4	2
25	бы то ни	1	2
26	вместе с ним	1	2
27	только для того	1	2
28	то время как	2	2
29	то ни было	1	2
30	в конце концов	3	2
31	с другой стороны	2	2
32	то обстоятельство что	1	2
33	в то время	2	2
34	в конечном счете	1	2
35	что и в	1	2
36	том что она	1	1
37	но об этом	1	1
38	против его воли	1	1
39	потому что он	2	1
40	все тот же	2	1
41	сравнивает себя с	1	1
42	и к тому	1	1
43	и всякий другой	1	1
44	что ни одно	1	1
45	и как раз	1	1
46	сходятся в одной	1	1
47	равно как и	1	1
48	ни малейшего сомнения	1	1
49	подобно тому как	1	1
50	бы он не	1	1
51	был ее брат	1	1
52	должно было бы	2	1
53	на поле битвы	1	1
54	ни одно из	2	1
55	нет ничего более	1	1
56	и в то	1	1
57	рассказывает о том	1	1
58	к этому что	1	1
59	в третий раз	1	1
60	и если бы	1	1
61	за то что	3	1
62	и не может	1	1
63	на то что	6	1
64	том что его	1	1
65	образом и здесь	1	1
66	с этой точки	1	1
67	так как все	1	1
68	и в частности	2	1
69	как раз в	4	1
70	к прямо противоположному	1	1
71	здесь мы видим	3	1
72	и для этого	1	1
73	в том чтобы	3	1
74	по самой своей	1	1
75	один из них	1	1
76	является ли это	1	1
77	лишь бы не	1	1
78	же самое что	2	1
79	одной стороны он	1	1
80	говорит о своей	1	1
81	о мести и	3	1
82	это не так	1	1
83	то что он	3	1
84	из них не	1	1
85	сих пор на	1	1
86	к которой мы	1	1
87	и ничем не	1	1
88	как бы в	1	1
89	можем заключить что	1	1
90	в которой мы	1	1
91	как и всякий	1	1
92	к этому вопросу	1	1
93	этой точки зрения	1	1
94	нет ни одного	1	1
95	ставит нас перед	1	1
96	но столь же	2	1
97	а то что	1	1
98	и в свою	1	1
99	сознательной или бессознательной	1	1
100	на русский язык	1	1
101	так же точно	5	1
102	можно сказать что	1	1
103	он нисколько не	2	1
104	ничего общего с	1	1
105	и никогда не	1	1
106	ставить вопрос о	1	1
107	в другом контексте	1	1
108	самой своей природе	1	1
109	таким образом что	2	1
110	к тому что	5	1
111	в трагедии и	1	1
112	на одном из	1	1
113	друг с другом	4	1
114	сомнения в том	1	1
115	и в этом	3	1
116	но если бы	2	1
117	на то чтобы	2	1
118	так как он	1	1
119	малейшего сомнения в	1	1
120	и т д	2	1
121	что речь идет	1	1
122	он умер и	1	1
