N	3gram	Vygotskiy__5	EvropaiE
1	с точки зрения	2	16
2	с одной стороны	12	8
3	одной стороны и	1	6
4	в том что	14	6
5	с этой точки	1	5
6	так же как	2	5
7	этой точки зрения	1	5
8	для того чтобы	19	5
9	не только в	2	4
10	и в этом	1	4
11	того или иного	1	4
12	само по себе	2	4
13	той или иной	2	4
14	в этом смысле	1	3
15	же как и	1	3
16	в этом отношении	3	3
17	можно было бы	3	3
18	в применении к	1	3
19	друг с другом	3	3
20	можно сказать что	2	3
21	заключает в себе	4	3
22	нам кажется что	1	2
23	то что в	2	2
24	из того что	3	2
25	к тому чтобы	1	2
26	и в частности	1	2
27	в данном случае	2	2
28	заключается в том	6	2
29	по сравнению с	4	2
30	и только в	1	2
31	то окажется что	1	2
32	с другой стороны	5	2
33	не может быть	2	2
34	по себе не	2	2
35	в частности в	1	2
36	в свою очередь	1	2
37	обстоит дело в	1	2
38	есть не только	1	2
39	между ними и	1	2
40	на то что	16	2
41	друг от друга	2	2
42	но не только	1	2
43	и того же	2	1
44	различие которое существует	1	1
45	еще далеко не	1	1
46	что в этом	6	1
47	о том насколько	1	1
48	в последнее время	1	1
49	же обстоит дело	2	1
50	чуть ли не	1	1
51	дело в том	1	1
52	но так как	1	1
53	что в самом	1	1
54	более или менее	1	1
55	во многих случаях	1	1
56	можно применить к	1	1
57	то есть к	1	1
58	которые как нам	1	1
59	несмотря на то	1	1
60	в одной из	1	1
61	и во многих	1	1
62	и не в	1	1
63	совершенно очевидно что	2	1
64	возникающее в результате	1	1
65	в лучшем случае	3	1
66	того что мы	1	1
67	в отличие от	2	1
68	котором мы говорили	2	1
69	с тем что	3	1
70	его жизни но	1	1
71	и для того	1	1
72	мы увидим что	6	1
73	в самом определении	1	1
74	на этот вопрос	3	1
75	почти никогда не	1	1
76	находит себе подтверждение	1	1
77	в значительной мере	1	1
78	то или иное	1	1
79	которая выпадает на	1	1
80	может быть и	2	1
81	в центре и	1	1
82	мы видим как	1	1
83	во внимание что	1	1
84	и когда мы	3	1
85	роль которая выпадает	1	1
86	в самом процессе	1	1
87	вовсе не обязательно	1	1
88	и тот же	1	1
89	смысле этого слова	1	1
90	себе подтверждение в	1	1
91	не могут быть	1	1
92	характер как бы	1	1
93	в том случае	1	1
94	принадлежат к числу	1	1
95	то время как	1	1
96	этот процесс мы	1	1
97	друг к другу	4	1
98	чем если бы	1	1
99	о котором мы	3	1
100	в полной мере	1	1
101	о которых мы	2	1
102	вместо того чтобы	1	1
103	мы видели что	1	1
104	если обратиться к	1	1
105	один и тот	1	1
106	мы не можем	1	1
107	в то время	1	1
108	как это мы	1	1
109	и сейчас в	1	1
110	и тем более	1	1
111	именно потому что	2	1
112	одна другую и	1	1
113	речь идет о	1	1
114	во всем его	1	1
115	одного и того	2	1
116	двух противоположных направлениях	2	1
117	например в том	1	1
118	не только это	1	1
119	в двух противоположных	2	1
120	к тому что	6	1
121	в том смысле	1	1
122	не может в	1	1
123	и т д	3	1
