N	3gram	Propp_Isto_4	Analitik
1	о том что	2	6
2	в данном случае	3	5
3	в этом случае	3	4
4	подобно тому как	1	3
5	содержит в себе	2	3
6	тем не менее	2	3
7	как и в	1	3
8	и то что	5	2
9	тогда как в	1	2
10	а не только	1	2
11	не только в	2	2
12	с другой стороны	4	2
13	т е к	2	2
14	и тем самым	1	2
15	на то что	3	2
16	говорилось о том	1	1
17	что иное как	3	1
18	во второй раз	1	1
19	характерно и то	1	1
20	можно сказать что	1	1
21	в тех случаях	2	1
22	между прочим и	1	1
23	внимание на то	1	1
24	имеется в виду	1	1
25	данном случае с	1	1
26	но и в	1	1
27	нельзя сказать что	1	1
28	во всех этих	1	1
29	его как бы	1	1
30	и если бы	1	1
31	этого персонажа и	1	1
32	на этот вопрос	2	1
33	одна из них	1	1
34	и даже в	1	1
35	и тем что	1	1
36	уже говорилось о	1	1
37	в этой связи	1	1
38	в таких случаях	2	1
39	в тексте упоминаются	1	1
40	и то же	1	1
41	и полагает что	1	1
42	это своего рода	1	1
43	одни и те	1	1
44	в связи с	2	1
45	одно и то	1	1
46	не случайно и	1	1
47	не говорит о	1	1
48	из них не	1	1
49	есть не что	1	1
50	всех этих случаях	1	1
51	не может быть	4	1
52	же самое что	1	1
53	не что иное	3	1
54	ничего не говорит	1	1
55	в этих случаях	7	1
56	и те же	1	1
57	тех случаях когда	2	1
58	то что она	1	1
59	жизнью и смертью	1	1
60	к тому что	1	1
61	с верой в	1	1
62	точно так же	5	1
63	потому что я	1	1
64	то же самое	2	1
