N	2gram	Nazirov_Tr_1	Russkaja
1	не может	5	22
2	и не	7	19
3	в том	2	17
4	в этом	9	17
5	и в	18	14
6	то что	4	13
7	то же	5	11
8	таким образом	1	11
9	в то	5	10
10	же время	6	10
11	но и	4	10
12	в себе	4	9
13	не только	8	9
14	том что	4	9
15	может быть	7	9
16	во всяком	1	9
17	того чтобы	1	8
18	прежде всего	4	8
19	русской интеллигенции	1	8
20	самом деле	1	7
21	отнюдь не	3	7
22	и если	1	7
23	и с	7	7
24	в данном	2	7
25	к тому	2	7
26	стремление к	1	7
27	о том	2	7
28	в своем	3	6
29	в россии	1	6
30	с тем	2	6
31	и при	1	6
32	все это	4	6
33	что он	6	6
34	всяком случае	1	6
35	для него	3	6
36	а между	1	5
37	вопрос о	2	5
38	и на	7	5
39	между собой	1	5
40	во всех	1	5
41	в нем	4	5
42	при этом	3	5
43	он не	2	5
44	в своей	1	5
45	никогда не	2	5
46	потому что	2	5
47	между тем	1	5
48	только в	1	5
49	хотя бы	1	5
50	жизни в	1	5
51	и то	2	4
52	смотреть на	1	4
53	но не	1	4
54	все же	5	4
55	не в	2	4
56	в этой	4	4
57	на земле	1	4
58	его в	2	4
59	как и	5	4
60	которой он	1	4
61	во всем	1	4
62	ли это	1	4
63	не могут	2	4
64	в мире	3	4
65	можно было	1	4
66	и т.д	1	4
67	в его	3	4
68	вместе с	1	4
69	как бы	7	4
70	что в	4	4
71	к этой	1	4
72	вряд ли	2	3
73	и т	1	3
74	то в	1	3
75	еще не	4	3
76	он сам	7	3
77	в самом	2	3
78	что это	5	3
79	и по	1	3
80	в другом	1	3
81	лишь в	1	3
82	несмотря на	5	3
83	должно быть	3	3
84	но если	1	3
85	одна из	2	3
86	связи с	1	3
87	что оно	1	3
88	что все	2	3
89	данном случае	2	3
90	но мы	1	3
91	что и	2	3
92	того что	1	3
93	в виде	2	3
94	в конце	3	3
95	друг друга	2	3
96	тем что	2	3
97	именно в	1	3
98	только к	2	3
99	не было	1	3
100	ко всем	1	3
101	и потому	1	3
102	этом случае	1	3
103	конце концов	1	3
104	и как	3	3
105	не есть	1	3
106	и есть	1	2
107	должна быть	1	2
108	на себя	1	2
109	в ней	1	2
110	в таком	2	2
111	или от	1	2
112	именно на	1	2
113	тогда как	1	2
114	не просто	2	2
115	всю эту	1	2
116	и наконец	1	2
117	но в	6	2
118	все эти	3	2
119	не к	1	2
120	и вот	1	2
121	так часто	1	2
122	факт что	1	2
123	в глазах	2	2
124	по себе	1	2
125	такое соединение	1	2
126	одному из	1	2
127	этого не	1	2
128	в котором	1	2
129	любовь к	1	2
130	тому что	1	2
131	она не	1	2
132	что с	3	2
133	для нас	1	2
134	у него	6	2
135	как будто	3	2
136	в области	1	2
137	к себе	1	2
138	указывает на	1	2
139	и о	1	2
140	за то	1	2
141	в борьбе	1	2
142	даже не	1	2
143	и должно	1	2
144	и что	4	2
145	от него	1	2
146	к нему	3	2
147	это в	1	2
148	отметить что	1	2
149	согласиться с	1	2
150	совершенно не	1	2
151	даже если	2	2
152	так что	2	2
153	уже не	2	2
154	только на	1	2
155	не так	2	2
156	ни в	2	2
157	чтобы она	1	2
158	и вместе	1	2
159	и даже	4	2
160	естественно что	1	2
161	а не	1	2
162	себя на	1	2
163	в частности	2	2
164	так же	4	2
165	всех людей	1	2
166	есть и	1	2
167	но это	4	2
168	и от	1	2
169	в результате	1	2
170	с ним	3	2
171	тем самым	3	2
172	точно так	2	2
173	требовать от	1	1
174	в сфере	1	1
175	силы и	1	1
176	к своей	1	1
177	это и	1	1
178	что князь	2	1
179	на деле	1	1
180	если другой	1	1
181	ту же	1	1
182	но главное	3	1
183	что эти	2	1
184	исходит из	1	1
185	со своей	1	1
186	и за	2	1
187	для достижения	1	1
188	его практическую	1	1
189	он считает	1	1
190	у себя	1	1
191	всегда быть	1	1
192	событий и	1	1
193	он был	2	1
194	на них	1	1
195	не был	2	1
196	но этого	2	1
197	столь же	2	1
198	ее к	2	1
199	отказ от	1	1
200	но как	1	1
201	значение и	1	1
202	в общем	1	1
203	должны были	1	1
204	в истории	1	1
205	что ее	1	1
206	перед нами	2	1
207	имеет в	2	1
208	силе и	1	1
209	не быть	1	1
210	с своим	1	1
211	в которой	1	1
212	бы не	1	1
213	то и	2	1
214	только один	1	1
215	если он	1	1
216	народ может	1	1
217	он всегда	4	1
218	вообще не	1	1
219	не могла	1	1
220	что когда	1	1
221	тем не	1	1
222	чем для	1	1
223	жизни перед	1	1
224	творца и	1	1
225	к одному	1	1
226	никому не	1	1
227	но все	2	1
228	здесь мы	1	1
229	единственное что	1	1
230	об этом	4	1
231	всего необходимо	1	1
232	а по	1	1
233	то есть	3	1
234	заключается в	1	1
235	мира сего	1	1
236	чтобы он	1	1
237	это не	5	1
238	никакой роли	1	1
239	был вполне	1	1
240	борьбе за	1	1
241	этого слова	1	1
242	со своими	1	1
243	для чего	1	1
244	перед собой	1	1
245	в такой	1	1
246	где мы	1	1
247	не столько	1	1
248	представление о	1	1
249	стало быть	1	1
250	ко всему	1	1
251	превратиться в	1	1
252	такое решение	1	1
253	они сами	1	1
254	он непременно	1	1
255	такое время	1	1
256	не менее	1	1
257	что эта	1	1
258	самого начала	1	1
259	и всегда	1	1
260	чувствуется что	1	1
261	он еще	1	1
262	не вызывает	1	1
263	идет в	1	1
264	но только	1	1
265	это же	1	1
266	он с	1	1
267	только не	1	1
268	к ней	1	1
269	связь и	1	1
270	с чертами	1	1
271	и теперь	1	1
272	особое значение	1	1
273	очень скоро	1	1
274	что на	1	1
275	часто бывало	1	1
276	по нашему	1	1
277	в духе	1	1
278	могут быть	1	1
279	что при	1	1
280	всегда будет	1	1
281	в применении	1	1
282	и это	2	1
283	как мы	1	1
284	нас от	1	1
285	с ее	3	1
286	но при	2	1
287	однако ни	1	1
288	людей в	1	1
289	всего этого	1	1
290	в ее	2	1
291	мысль о	1	1
292	с самого	1	1
293	роль в	1	1
294	все боятся	1	1
295	так и	5	1
296	создать такой	1	1
297	не за	2	1
298	больше в	1	1
299	прекрасным и	1	1
300	мог бы	3	1
301	ничего подобного	1	1
302	по сравнению	1	1
303	а там	1	1
304	быть может	1	1
305	в эпоху	1	1
306	тем чем	1	1
307	в русском	2	1
308	совершенно ином	1	1
309	он есть	1	1
310	как самоцель	1	1
311	по своей	1	1
312	один из	3	1
313	и дело	1	1
314	с ними	1	1
315	только сам	1	1
316	большее что	1	1
317	в обществе	1	1
318	человека с	1	1
319	носит в	1	1
320	а это	1	1
321	и их	1	1
322	в известной	2	1
323	могло бы	1	1
324	не для	1	1
325	ее не	1	1
326	в такое	1	1
327	к ним	1	1
328	ведь уже	1	1
329	может ли	1	1
330	как же	2	1
331	что не	1	1
332	и стал	1	1
333	а на	1	1
334	на этот	1	1
335	а за	1	1
336	до конца	2	1
337	ничем не	2	1
338	не верит	1	1
339	власти и	1	1
340	с которым	1	1
341	это она	1	1
342	именно так	1	1
343	в связи	1	1
344	о себе	1	1
345	а вы	1	1
346	но особенно	2	1
347	в самой	1	1
348	психику в	1	1
349	как это	3	1
350	смысле этого	1	1
351	применении к	1	1
352	не удалось	1	1
353	это его	1	1
354	умов русской	1	1
355	понял что	1	1
356	быть не	1	1
357	с этой	1	1
358	самое большее	1	1
359	не является	1	1
360	известной степени	1	1
361	на все	1	1
362	политических событий	1	1
363	и ярко	1	1
364	при таком	1	1
365	это как	1	1
366	тот кто	1	1
367	любви и	2	1
368	бы в	1	1
369	случае и	1	1
370	и все	4	1
371	личности и	2	1
372	к ее	1	1
373	вместе и	1	1
374	из тех	1	1
375	виде и	1	1
376	этом состоит	1	1
