N	2gram	Bakhtin_Pr_5	formyVre
1	и в	35	50
2	то есть	16	33
3	в романе	1	32
4	в этом	14	25
5	в нем	16	24
6	человека в	1	17
7	и его	14	16
8	прежде всего	12	15
9	как мы	8	14
10	и не	27	14
11	в его	21	13
12	вовсе не	7	13
13	как раз	4	13
14	так и	8	12
15	то же	15	11
16	мы уже	8	11
17	таким образом	7	11
18	может быть	14	11
19	и как	2	10
20	но в	19	10
21	времени и	2	10
22	с его	7	9
23	все эти	3	9
24	роль в	1	9
25	не только	10	9
26	в то	11	9
27	ничего не	3	9
28	же время	10	9
29	в том	5	9
30	в конце	5	9
31	в других	1	9
32	в особенности	1	9
33	того же	1	8
34	и на	6	8
35	в самом	6	8
36	ни в	2	8
37	но и	14	8
38	и их	1	8
39	как и	18	8
40	так сказать	2	7
41	характер и	2	7
42	для себя	7	7
43	и во	3	7
44	героя и	10	7
45	например в	2	6
46	между двумя	2	6
47	во всех	3	6
48	как в	5	6
49	с этим	3	6
50	все же	8	6
51	лишь в	7	6
52	это не	3	6
53	и того	2	6
54	в их	1	6
55	так как	4	6
56	с ее	3	6
57	в ее	3	6
58	в дальнейшем	2	6
59	связи с	1	6
60	в жизни	2	6
61	у него	4	6
62	то что	10	6
63	не может	18	6
64	так же	7	6
65	в результате	1	6
66	и все	15	6
67	отношению к	7	5
68	и до	1	5
69	время как	2	5
70	еще не	7	5
71	но не	6	5
72	отнюдь не	1	5
73	и у	4	5
74	не в	10	5
75	этот процесс	2	5
76	он не	13	5
77	всех этих	2	5
78	значение в	1	5
79	с самим	15	5
80	одного и	1	5
81	в основе	1	5
82	того чтобы	1	5
83	точки зрения	7	5
84	но все	4	5
85	в пределах	11	5
86	если бы	1	5
87	для того	1	5
88	в основном	1	5
89	что в	6	5
90	и другие	1	5
91	и то	5	4
92	и это	5	4
93	уже указывали	1	4
94	конечно и	1	4
95	в ней	2	4
96	для других	3	4
97	в своем	2	4
98	конечно не	2	4
99	никаких существенных	1	4
100	то время	1	4
101	раз в	2	4
102	романа но	1	4
103	но на	4	4
104	чтобы они	1	4
105	и с	12	4
106	в них	4	4
107	том что	3	4
108	в котором	3	4
109	в процессе	1	4
110	потому что	8	4
111	к себе	18	4
112	здесь не	1	4
113	жизнь и	2	4
114	понятно что	2	4
115	или как	3	4
116	только в	6	4
117	между этими	1	4
118	характерно что	1	4
119	в роман	2	4
120	именно как	1	4
121	и т.п	6	4
122	до конца	4	4
123	в последующем	3	4
124	нет ничего	1	4
125	в той	4	4
126	все это	14	4
127	кроме того	1	4
128	и для	8	4
129	себе самому	18	4
130	вполне понятно	2	4
131	отношения к	1	3
132	в движение	2	3
133	по преимуществу	1	3
134	а как	2	3
135	есть не	1	3
136	мы не	1	3
137	в сущности	14	3
138	событий и	1	3
139	в виду	3	3
140	всем этим	2	3
141	по отношению	6	3
142	себе и	7	3
143	к концу	3	3
144	хотя и	2	3
145	нет здесь	3	3
146	в себе	5	3
147	его но	1	3
148	вследствие этого	1	3
149	при этом	2	3
150	вообще не	2	3
151	одно и	3	3
152	его в	4	3
153	входит в	1	3
154	и других	1	3
155	с другими	2	3
156	между ними	1	3
157	в этих	2	3
158	в отношении	9	3
159	характер это	1	3
160	мы говорили	2	3
161	но эта	2	3
162	их в	2	3
163	но они	1	3
164	этими двумя	2	3
165	друг друга	2	3
166	чем не	1	3
167	уже говорили	5	3
168	этом отношении	1	3
169	не могут	1	3
170	героев и	1	3
171	к тому	6	3
172	самим собою	9	3
173	романа мы	1	3
174	все его	4	3
175	нас в	1	3
176	нем не	1	3
177	что и	3	3
178	во всей	1	3
179	в форме	3	3
180	один из	1	3
181	одной из	2	3
182	и ее	1	3
183	с одной	1	3
184	со всеми	3	3
185	в качестве	1	3
186	только на	4	3
187	здесь это	1	3
188	же в	1	3
189	в начале	3	3
190	в одном	6	3
191	до сих	1	3
192	мы еще	1	3
193	себя и	8	3
194	что не	4	3
195	с тем	3	3
196	а не	4	3
197	человек в	1	3
198	на фоне	1	3
199	вместе с	2	3
200	и потому	1	3
201	да и	5	3
202	сих пор	1	3
203	или в	2	3
204	поэтому здесь	1	3
205	своей собственной	1	3
206	еще более	1	3
207	романе как	1	3
208	а в	7	3
209	не знает	6	3
210	сказать что	3	3
211	к этому	1	3
212	во всяком	4	3
213	нем нет	1	2
214	тех же	1	2
215	здесь и	1	2
216	к другому	16	2
217	в строгом	1	2
218	которыми он	1	2
219	той же	2	2
220	вопрос о	2	2
221	но она	1	2
222	они были	1	2
223	момент в	1	2
224	и определяется	2	2
225	на них	7	2
226	в чем	4	2
227	но конечно	2	2
228	как если	1	2
229	друг к	3	2
230	совсем не	3	2
231	друг на	2	2
232	не входит	1	2
233	происходит в	1	2
234	можно прямо	1	2
235	нет и	4	2
236	определяется не	2	2
237	герою и	3	2
238	в центре	1	2
239	же и	4	2
240	для всех	1	2
241	того не	1	2
242	встречи с	1	2
243	внутренняя жизнь	1	2
244	и к	12	2
245	в этот	2	2
246	в целом	3	2
247	момент его	2	2
248	тому же	3	2
249	как бы	31	2
250	как он	2	2
251	не как	3	2
252	характер в	1	2
253	уже не	3	2
254	и по	2	2
255	что все	2	2
256	об этом	1	2
257	к другу	3	2
258	самим собой	7	2
259	было бы	3	2
