N	3gram	Bakhtin_Pr_2	Marksizm
1	с точки зрения	9	13
2	не может быть	6	10
3	по отношению к	8	8
4	то же время	3	8
5	в то же	3	8
6	для того чтобы	1	6
7	в том что	4	6
8	в самом деле	3	5
9	но в то	3	5
10	с самого начала	1	5
11	в большинстве случаев	2	5
12	смысле этого слова	2	4
13	и того же	1	4
14	на самом деле	1	4
15	той или иной	3	4
16	одного и того	1	4
17	в той или	2	3
18	и не может	2	3
19	как мы сказали	3	3
20	в таком случае	1	3
21	в отличие от	1	3
22	до сих пор	2	3
23	в высшей степени	1	3
24	вовсе не является	1	3
25	о том что	3	3
26	как мы видели	3	3
27	более или менее	1	2
28	в зависимости от	3	2
29	не было бы	1	2
30	или иной степени	2	2
31	по крайней мере	2	2
32	таком случае это	1	2
33	только на почве	1	2
34	мы можем сказать	2	2
35	в нем нет	1	2
36	на то что	2	2
37	лишь там где	2	2
38	к тому же	1	2
39	как бы изнутри	1	1
40	в другом месте	1	1
41	относится к области	1	1
42	для него не	1	1
43	вполне понятно что	1	1
44	растворяет в себе	1	1
45	для понимания и	1	1
46	оно ощущается как	1	1
47	дело в том	1	1
48	как и всякое	1	1
49	с одним из	1	1
50	над бытием и	1	1
51	и так сказать	1	1
52	в сущности ничего	1	1
53	в том числе	2	1
54	в этом случае	1	1
55	и неотделим от	1	1
56	он не может	1	1
57	в нем и	1	1
58	к нему не	1	1
59	сами по себе	1	1
60	по самой своей	1	1
61	неотделим от него	1	1
62	и не понимает	1	1
63	они вступают в	1	1
64	а может быть	2	1
65	в этом отношении	2	1
66	независимо от того	1	1
67	но он не	1	1
68	по нашей терминологии	1	1
69	том числе и	2	1
70	в сущности почти	1	1
71	прямо и непосредственно	1	1
72	с ними в	1	1
73	у него нет	2	1
74	жизни и в	1	1
75	и в других	1	1
76	уже говорили что	1	1
77	но тем не	1	1
78	был бы не	1	1
79	не только в	1	1
80	так же не	1	1
81	отношению к нему	1	1
82	в обычном смысле	1	1
83	в равной степени	1	1
84	в одной плоскости	4	1
85	по сравнению с	2	1
86	тем не менее	1	1
87	в котором не	1	1
88	они могут стать	1	1
89	не давая ему	1	1
90	и отрешены от	1	1
91	не относится к	1	1
92	становится как бы	1	1
93	мы уже говорили	2	1
94	само по себе	2	1
95	сущности ничего не	1	1
96	лишь с точки	1	1
97	для правильного понимания	2	1
98	с другой стороны	1	1
99	уже с самого	1	1
100	в его целом	3	1
101	и в том	2	1
102	хотя и в	1	1
103	в таком смысле	1	1
104	ко всем этим	1	1
105	могло бы стать	1	1
106	по себе является	1	1
107	не совпадает с	1	1
108	на протяжении веков	1	1
109	во всех своих	1	1
110	таким образом в	2	1
111	видел в ней	1	1
112	они и не	1	1
113	наиболее яркое и	1	1
114	в чужих устах	1	1
115	никогда не может	2	1
116	сферах идеологического творчества	1	1
117	всего того что	1	1
118	в единый контекст	1	1
119	для себя самого	1	1
120	друг друга но	2	1
121	в русской литературе	2	1
122	понимания и оценки	1	1
123	но все же	2	1
124	можно сказать что	2	1
125	в дневнике писателя	1	1
126	друг от друга	2	1
127	с чужим словом	1	1
128	нашей работы мы	2	1
129	друг с другом	2	1
130	при этом совершенно	1	1
131	быть не может	1	1
132	но не только	1	1
133	лицом к лицу	1	1
134	можем сказать что	2	1
135	в жизни и	1	1
136	за пределы данного	1	1
137	нам кажется что	1	1
