N	2gram	Bakhtin_fo_2	Myshleni
1	и речи	1	38
2	точки зрения	10	26
3	таким образом	3	26
4	в том	10	24
5	и в	46	23
6	том что	4	21
7	с точки	8	18
8	в этом	22	17
9	того чтобы	8	17
10	то что	7	17
11	не только	11	16
12	так же	2	16
13	говорит он	1	15
14	того что	3	15
15	для того	8	15
16	как и	8	14
17	может быть	7	14
18	но и	9	14
19	в его	8	14
20	что в	5	14
21	с помощью	3	13
22	не может	2	12
23	сказать что	1	11
24	как бы	10	11
25	в отношении	2	10
26	с другой	2	10
27	прежде всего	14	10
28	и с	6	9
29	между тем	1	9
30	в качестве	3	9
31	одной стороны	1	9
32	другой стороны	1	9
33	вместе с	9	9
34	и не	9	9
35	не является	3	9
36	то же	8	8
37	самого начала	1	8
38	в основе	6	8
39	с самого	1	8
40	и на	7	8
41	с одной	2	8
42	этой проблемы	1	8
43	мы не	1	7
44	вопрос о	1	7
45	как уже	3	7
46	в самом	1	7
47	в этой	2	7
48	в другом	3	7
49	с тем	2	7
50	в то	5	7
51	и ее	1	7
52	так как	6	7
53	что он	3	7
54	в сущности	2	6
55	все это	6	6
56	с этим	5	6
57	в себе	4	6
58	лишь в	2	6
59	и тем	1	6
60	с этой	4	6
61	по сравнению	1	6
62	и его	12	6
63	другом месте	2	6
64	о том	4	6
65	только в	11	6
66	вопрос об	1	6
67	мы можем	1	6
68	тем что	3	6
69	именно в	2	6
70	потому что	8	6
71	сравнению с	1	5
72	из того	1	5
73	между собой	1	5
74	бы в	1	5
75	и как	3	5
76	но в	10	5
77	то время	1	5
78	он не	5	5
79	и более	2	5
80	а затем	3	5
81	если бы	1	5
82	по себе	2	5
83	тому что	1	5
84	по своей	1	5
85	как мы	6	5
86	связан с	1	5
87	и т.д	1	5
88	и что	1	5
89	можно сказать	2	5
90	так и	7	5
91	ребенка и	1	5
92	слова и	3	5
93	и все	6	5
94	тем более	3	5
95	в котором	4	4
96	которую мы	1	4
97	время как	1	4
98	в чем	1	4
99	с его	1	4
100	но не	5	4
101	как в	4	4
102	все остальные	1	4
103	целый ряд	3	4
104	и к	2	4
105	все эти	5	4
106	при этом	6	4
107	их в	4	4
108	что все	2	4
109	единое целое	1	4
110	было бы	2	4
111	ни в	1	4
112	в своей	1	4
113	не столько	1	4
114	понятий и	1	4
115	не в	9	4
116	о природе	1	4
117	этом отношении	2	4
118	с другом	4	4
119	к тому	3	4
120	должен быть	1	4
121	для себя	1	4
122	мы видим	2	4
123	для всех	1	4
124	в одном	7	4
125	ее на	1	4
126	до сих	2	4
127	одну из	1	4
128	по существу	5	4
129	друг с	4	4
130	этого слова	1	4
131	сих пор	2	4
132	в результате	1	4
133	в свою	1	4
134	к этому	3	4
135	как на	2	4
136	смысле слова	2	3
137	отношения к	4	3
138	человека и	4	3
139	и то	1	3
140	связи между	2	3
141	самом деле	1	3
142	приходит к	1	3
143	в их	3	3
144	в общем	1	3
145	друг от	2	3
146	что они	4	3
147	в одной	2	3
148	в своем	5	3
149	все же	6	3
150	в которой	1	3
151	из этих	4	3
152	учение о	1	3
153	как он	2	3
154	в наших	1	3
155	друг другу	2	3
156	такой же	1	3
157	в которых	3	3
158	образом и	1	3
159	на эти	1	3
160	она не	2	3
161	во всем	1	3
162	могут быть	2	3
163	же самое	3	3
164	и это	2	3
165	от друга	2	3
166	свою очередь	1	3
167	об этом	1	3
168	может не	1	3
