N	3gram	Tiupa_Narr_1	Istorich
1	и т д	1	16
2	в этих случаях	1	10
3	с другой стороны	1	8
4	не только в	6	5
5	о том что	2	5
6	с одной стороны	1	4
7	что у него	1	4
8	тем не менее	3	4
9	в том что	5	4
10	в ответ на	1	3
11	мы уже знаем	1	3
12	не может быть	4	3
13	в данном случае	8	3
14	точно так же	1	2
15	но и в	2	2
16	до сих пор	2	2
17	одна из этих	1	2
18	в этом и	3	2
19	мы не можем	1	2
20	но все же	1	2
21	как и в	1	2
22	только потому что	1	1
23	с точки зрения	1	1
24	состоит в том	2	1
25	мере того как	1	1
26	а не в	1	1
27	по отношению к	3	1
28	в самом деле	2	1
29	по мере того	1	1
30	дело не только	1	1
31	же как и	1	1
32	то же самое	2	1
33	он не может	1	1
34	одна из особенностей	1	1
35	в зависимости от	2	1
36	прямо не говорится	1	1
37	не входит в	1	1
38	бы то ни	1	1
39	как мы увидим	1	1
40	и та же	1	1
41	том что именно	1	1
42	так же в	1	1
43	не отличается от	1	1
44	одна из них	1	1
45	на которую претендует	1	1
46	как если бы	2	1
47	у него нет	1	1
48	не исключено что	1	1
49	в предыдущей главе	1	1
50	в самом начале	1	1
51	обращает на себя	3	1
52	же можно сказать	1	1
53	это не вполне	1	1
54	муж и жена	2	1
55	в этой связи	1	1
56	в первый раз	1	1
57	то ни было	1	1
58	и тот же	1	1
59	так как это	1	1
60	друг на друга	2	1
61	имеем дело с	2	1
62	в связи с	2	1
63	но в данном	1	1
64	и потому что	1	1
65	одна и та	1	1
66	не всегда бывает	2	1
67	один и тот	1	1
68	более или менее	1	1
69	но и на	2	1
70	не только на	2	1
71	он обращается к	1	1
72	к тому что	1	1
73	тем более не	1	1
74	это позволяет нам	1	1
75	как мы видели	1	1
