N	2gram	Bakhtin_Pr_4	Hudozhes
1	и в	46	28
2	в рассказе	2	21
3	том что	4	19
4	в ее	1	18
5	и не	27	18
6	своего рода	4	16
7	в том	9	15
8	а не	11	14
9	в этом	16	13
10	не в	10	13
11	о том	5	12
12	перед нами	12	11
13	не только	14	11
14	при этом	5	11
15	как и	12	11
16	в его	9	11
17	у нее	1	10
18	уже не	4	10
19	в себе	7	9
20	но и	12	9
21	так и	4	8
22	между тем	2	8
23	что он	6	8
24	себя в	3	8
25	в жизни	5	8
26	может быть	23	8
27	по отношению	5	7
28	что она	1	7
29	в мире	3	7
30	об этом	2	7
31	к тому	2	7
32	в частности	1	7
33	как это	1	7
34	и все	9	7
35	с ним	2	7
36	жизни в	1	7
37	отношению к	5	7
38	я и	1	6
39	в котором	5	6
40	то же	6	6
41	не было	2	6
42	и с	7	6
43	в своей	3	6
44	в то	5	6
45	тем что	3	6
46	для себя	1	6
47	если бы	3	6
48	можно сказать	4	6
49	это не	5	6
50	а в	2	6
51	то что	4	6
52	жизни и	5	6
53	с его	5	5
54	в этой	3	5
55	как в	4	5
56	художественной концепции	1	5
57	в самом	9	5
58	что это	1	5
59	рядом с	5	5
60	в своем	3	5
61	не менее	2	5
62	у него	5	5
63	никогда не	6	5
64	ничего не	2	5
65	и его	6	5
66	она не	3	5
67	и сам	5	5
68	его жизни	1	5
69	только на	3	5
70	для него	2	5
71	как бы	19	5
72	да и	4	5
73	с ее	3	5
74	что в	4	5
75	и другие	3	5
76	а между	2	4
77	но не	4	4
78	своей жизни	1	4
79	в художественном	2	4
80	человека в	1	4
81	он не	4	4
82	и уже	1	4
83	в других	2	4
84	для нее	1	4
85	тому что	1	4
86	же время	5	4
87	и сама	1	4
88	как будто	1	4
89	и о	3	4
90	того чтобы	1	4
91	только в	6	4
92	что и	3	4
93	как раз	7	4
94	превращается в	4	4
95	то и	2	4
96	не может	19	4
97	рассказа в	1	4
98	у вас	1	4
99	бы и	2	4
100	была бы	1	3
101	чтобы не	1	3
102	человека и	3	3
103	по преимуществу	1	3
104	на себя	4	3
105	и он	6	3
106	в ней	1	3
107	но при	3	3
108	еще не	7	3
109	и на	11	3
110	со стороны	1	3
111	бы не	2	3
112	раз в	2	3
113	как он	3	3
114	в нем	17	3
115	можно было	2	3
116	что все	1	3
117	мы уже	3	3
118	было бы	3	3
119	в это	1	3
120	в них	1	3
121	несмотря на	1	3
122	в этих	4	3
123	что было	1	3
124	на него	3	3
125	и внутренней	1	3
126	о них	1	3
127	к себе	6	3
128	и это	3	3
129	что у	1	3
130	и ему	1	3
131	все его	1	3
132	к нему	5	3
133	с одной	1	3
134	для нас	2	3
