N	2gram	Bakhtin_Fr_2	Narrotol
1	не только	17	32
2	может быть	5	25
3	но и	13	23
4	в качестве	2	21
5	и не	15	20
6	то есть	32	19
7	и в	49	19
8	в том	3	18
9	в этом	15	17
10	не в	1	14
11	в частности	1	14
12	том что	4	14
13	своего рода	1	12
14	а не	1	12
15	то что	6	11
16	а в	4	11
17	точки зрения	6	10
18	не может	7	10
19	при этом	5	9
20	в мире	2	9
21	так и	6	9
22	в его	18	9
23	в себе	4	8
24	и т.п	11	8
25	с другой	4	8
26	не является	1	8
27	еще не	2	7
28	по отношению	1	7
29	как в	1	7
30	все же	7	7
31	времени и	6	7
32	как и	11	7
33	к тому	1	7
34	и т.д	2	7
35	с одной	3	7
36	одной стороны	3	7
37	такого рода	2	7
38	с его	5	6
39	но не	5	6
40	точка зрения	3	6
41	на протяжении	7	6
42	в себя	6	6
43	о том	3	6
44	что он	3	6
45	именно в	6	6
46	отношению к	1	6
47	но в	4	6
48	и как	1	5
49	в этой	10	5
50	далеко не	3	5
51	и его	17	5
52	к себе	1	5
53	к нему	3	5
54	нуждается в	2	5
55	в форме	4	5
56	можно сказать	2	5
57	то же	7	4
58	из которых	1	4
59	здесь не	2	4
60	в противовес	1	4
61	перед нами	1	4
62	в нем	9	4
63	в силу	1	4
64	но все	4	4
65	и с	6	4
66	было бы	3	4
67	не мог	1	4
68	точку зрения	2	4
69	связи с	2	4
70	имеет место	1	4
71	о нем	1	4
72	одного из	2	4
73	же время	6	4
74	или напротив	1	4
75	только в	13	4
76	хотя бы	1	4
77	у него	2	4
78	в особенности	5	4
79	что не	1	4
80	прежде всего	19	4
81	речевых жанров	1	4
82	если не	1	4
83	в церкви	1	4
84	как бы	11	4
85	да и	3	4
86	же в	3	4
87	одной из	2	4
88	сказать что	6	4
89	другой стороны	3	4
90	это и	2	3
91	в сущности	8	3
92	и он	1	3
93	в ней	2	3
94	и на	17	3
95	в ее	3	3
96	что они	2	3
97	хотя и	2	3
98	уже в	5	3
99	из этих	5	3
100	не есть	1	3
101	он не	1	3
102	особенно в	2	3
103	ни в	3	3
104	не менее	1	3
105	в то	6	3
106	тем что	4	3
107	одна из	4	3
108	никогда не	5	3
109	этом отношении	3	3
110	художественной литературы	2	3
111	могут быть	2	3
