N	3gram	Savitsky_E_1	Psycholo
1	в том что	6	9
2	не может быть	2	8
3	на то что	2	8
4	и т д	1	8
5	во всяком случае	3	6
6	заключается в том	2	6
7	то время как	1	5
8	в то время	1	5
9	само по себе	4	5
10	этой точки зрения	5	5
11	с другой стороны	2	5
12	с одной стороны	8	5
13	для того чтобы	5	5
14	с этой точки	5	4
15	так же как	5	4
16	только тогда когда	1	4
17	что в этом	1	3
18	только в том	2	3
19	в отличие от	1	3
20	к тому чтобы	2	3
21	сказать что в	2	3
22	хотя и не	1	2
23	может быть сведена	1	2
24	более или менее	1	2
25	в этом смысле	3	2
26	то есть к	1	2
27	мы не можем	1	2
28	с точки зрения	16	2
29	интересно отметить что	1	2
30	в этом отношении	3	2
31	несмотря на то	1	2
32	то или иное	1	2
33	в том случае	1	2
34	в применении к	3	2
35	тех или иных	1	2
36	которые никак нельзя	1	2
37	в последнее время	1	2
38	быть сведена к	1	2
39	мы увидим что	1	2
40	что в области	1	2
41	по себе не	2	2
42	отнюдь не означает	1	2
43	не означает что	1	2
44	так и в	2	2
45	в одном из	2	2
46	то есть в	1	2
47	смысле этого слова	1	2
48	совершенно очевидно что	1	2
49	при помощи которого	1	2
50	на то чтобы	1	2
51	мы видели что	1	2
52	и того же	1	1
53	друг к другу	1	1
54	не может не	1	1
55	с такими же	1	1
56	которые применяются для	1	1
57	еще далеко не	1	1
58	другой стороны в	1	1
59	как и теперь	1	1
60	дело в том	1	1
61	но так как	1	1
62	что в самом	1	1
63	оно не может	1	1
64	выпадает на долю	2	1
65	в том числе	1	1
66	во многих случаях	1	1
67	то есть будет	1	1
68	в том же	1	1
69	одной стороны и	6	1
70	же как и	3	1
71	по сравнению с	2	1
72	если так то	1	1
73	не заключает в	1	1
74	выходит за пределы	1	1
75	том случае если	1	1
76	роль которая выпадает	1	1
77	а также в	1	1
78	окажется что в	1	1
79	так как мы	1	1
80	независимо от того	1	1
81	то что в	2	1
82	и для того	1	1
83	заключает в себе	3	1
84	эту мысль можно	1	1
85	в значительной мере	1	1
86	которая выпадает на	1	1
87	и в этих	1	1
88	ту или иную	3	1
89	во внимание что	1	1
90	дело идет о	2	1
91	как не может	1	1
92	не только в	4	1
93	в самом процессе	1	1
94	и не быть	1	1
95	склонен думать что	1	1
96	в известном смысле	3	1
97	и в этом	4	1
98	и не было	1	1
99	на этот раз	1	1
100	не могут быть	1	1
101	это зависит от	1	1
102	что в таком	1	1
103	в связи с	1	1
104	приводит нас к	2	1
105	например то что	1	1
106	уже и сейчас	1	1
107	в известных пределах	2	1
108	в полной мере	1	1
109	вместо того чтобы	1	1
110	речь идет о	1	1
111	один и тот	1	1
112	в тех случаях	1	1
113	хотя бы только	1	1
114	в недавно вышедшей	1	1
115	как и всякая	1	1
116	есть такая же	1	1
117	что само по	1	1
118	то мы увидим	1	1
119	в себе ничего	1	1
120	в свою очередь	2	1
121	та или иная	1	1
122	мы различаем три	1	1
123	отметить что в	1	1
124	можно сказать что	3	1
125	при условии если	1	1
126	в ту или	1	1
127	поскольку речь идет	1	1
128	одного и того	1	1
129	и в частности	2	1
130	и ту же	1	1
131	одну и ту	1	1
132	именно потому что	1	1
133	каждой из рассматриваемых	1	1
134	или иную идеологию	1	1
135	к тому же	1	1
136	том числе и	1	1
137	кто иной как	1	1
138	и тот же	1	1
