N	3gram	Potebnia_M_3	StatiiOP
1	в том что	16	11
2	и т п	2	6
3	не может быть	3	5
4	по крайней мере	5	4
5	в этом отношении	2	4
6	то время как	1	4
7	с другой стороны	4	4
8	о том что	1	4
9	в то время	4	4
10	не в том	5	3
11	то же время	5	3
12	не только в	4	3
13	на то что	1	3
14	в то же	5	3
15	потому что он	3	2
16	то что я	2	2
17	может быть назван	1	2
18	но и в	4	2
19	до сих пор	3	2
20	между тем что	1	2
21	в том чтобы	2	2
22	с одной стороны	3	2
23	тем что в	1	2
24	нельзя сказать что	2	2
25	было бы совершенно	1	2
26	заключается в том	1	2
27	по этому поводу	1	2
28	только тогда когда	7	2
29	тем более что	1	2
30	к тому что	2	2
31	в том смысле	3	2
32	тем не менее	3	2
33	и т д	3	2
34	можно сказать что	2	1
35	и может быть	2	1
36	некоторое понятие об	1	1
37	следует заметить что	1	1
38	потому что в	1	1
39	а не в	1	1
40	и той же	2	1
41	в том виде	1	1
42	более или менее	3	1
43	на самом деле	1	1
44	в самом деле	1	1
45	носит на себе	1	1
46	и наконец самый	1	1
47	во многих случаях	1	1
48	то же самое	1	1
49	для себя и	1	1
50	том что он	2	1
51	форма в которой	2	1
52	смысле в каком	2	1
53	это с одной	1	1
54	говоря уже о	1	1
55	именно то что	2	1
56	и в других	1	1
57	сам по себе	5	1
58	вместе с тем	4	1
59	в собственном смысле	2	1
60	и если бы	1	1
61	потому что для	1	1
62	вместе с ним	1	1
63	по которому ведет	1	1
64	том смысле в	1	1
65	к вопросу о	1	1
66	в том же	2	1
67	если бы в	1	1
68	того что в	1	1
69	не отнимает у	1	1
70	в чем же	1	1
71	том чтобы показать	1	1
72	так или иначе	1	1
73	пути по которому	1	1
74	свое место в	1	1
75	которое можно назвать	1	1
76	этого не было	1	1
77	уже не к	1	1
78	в свое время	1	1
79	и тем что	1	1
80	собственном смысле этого	1	1
81	может быть не	1	1
82	таким образом в	1	1
83	от того что	5	1
84	том смысле что	1	1
85	в одно целое	1	1
86	его отношение к	1	1
87	на него как	1	1
88	в свою очередь	3	1
89	смотреть как на	3	1
90	том что этот	1	1
91	и в самом	2	1
92	не только не	2	1
93	в каждой из	1	1
94	я думаю и	1	1
95	тому как мы	1	1
96	в каждом отдельном	1	1
97	одной и той	2	1
98	для того чтобы	3	1
99	какова должна быть	1	1
100	не вдаваясь в	1	1
101	что в ней	2	1
102	смотрел на нее	1	1
103	ответ на это	2	1
104	как мы видели	1	1
105	но этого мало	1	1
106	не говоря уже	1	1
107	этого слова в	2	1
