N	3gram	Losev_Dial_1	Literetu
1	то же время	4	7
2	в то же	4	7
3	в этом отношении	2	5
4	к тому же	1	5
5	с одной стороны	2	4
6	о том что	2	4
7	в том что	7	4
8	с точки зрения	12	3
9	не может быть	3	3
10	как например в	1	2
11	то что я	2	2
12	в самом деле	1	2
13	то же самое	1	2
14	одной стороны и	2	2
15	из того что	1	2
16	и в частности	2	2
17	в том чтобы	1	2
18	по большей части	1	2
19	так или иначе	1	2
20	с другой стороны	4	2
21	той или иной	3	2
22	на то что	4	2
23	а со стороны	1	2
24	но уже и	2	1
25	в этом его	1	1
26	это уже не	1	1
27	ни к богу	1	1
28	что иное как	1	1
29	в чистом виде	1	1
30	хотя и не	1	1
31	было бы и	2	1
32	в той или	1	1
33	на самом деле	2	1
34	к этой идее	1	1
35	имеется в виду	1	1
36	друг от друга	1	1
37	только в том	1	1
38	именно то что	1	1
39	в первую очередь	1	1
40	в котором мы	1	1
41	и т п	2	1
42	всегда так или	1	1
43	но это не	1	1
44	самого по себе	2	1
45	и тем не	1	1
46	там где есть	1	1
47	которые могли бы	1	1
48	чем он сам	1	1
49	не что иное	1	1
50	неба и земли	1	1
51	содержит в себе	3	1
52	в нас а	1	1
53	своего реального осуществления	1	1
54	на первый взгляд	1	1
55	это и есть	2	1
56	как бы одного	1	1
57	в связи с	1	1
58	я не могу	1	1
59	мы все время	1	1
60	для того чтобы	1	1
61	а не только	1	1
62	более или менее	3	1
63	содержат в себе	2	1
64	ничего общего с	3	1
65	сказать что по	1	1
66	может и не	2	1
67	если бы они	1	1
68	по себе но	2	1
69	между искусством и	1	1
70	никогда не бывает	1	1
71	к тому что	2	1
72	в отношении к	1	1
73	сама по себе	8	1
74	тем не менее	1	1
