N	3gram	Bakhtin_Pr_5	Freidism
1	с точки зрения	2	11
2	по отношению к	6	8
3	во всяком случае	4	7
4	не может быть	3	7
5	в самом деле	1	6
6	в большинстве случаев	2	5
7	и прежде всего	4	5
8	то же время	10	4
9	в то же	10	4
10	в данном случае	1	4
11	на самом деле	9	4
12	можно сказать что	1	4
13	как мы уже	2	4
14	как мы видели	1	4
15	если бы он	1	3
16	для того чтобы	1	3
17	бы то ни	3	3
18	к тому чтобы	2	3
19	но в общем	2	3
20	в свою очередь	1	3
21	мы можем сказать	2	3
22	с самого начала	8	3
23	можем сказать что	2	3
24	в чем не	1	2
25	то же самое	1	2
26	что же касается	1	2
27	и по отношению	1	2
28	до сих пор	1	2
29	и не может	2	2
30	его отношение к	4	2
31	в отличие от	2	2
32	это вовсе не	1	2
33	может быть и	1	2
34	что он сам	2	2
35	но в то	4	2
36	так и в	2	2
37	благодаря тому что	1	2
38	в его целом	2	2
39	в этом отношении	1	2
40	ни в чем	1	2
41	еще не стали	1	2
42	не в силах	2	2
43	в ослабленной форме	2	2
44	то ни было	3	2
45	с отцом и	1	2
46	тем не менее	1	2
47	мы уже указывали	1	2
48	на всю жизнь	2	2
49	в высшей степени	3	2
50	в конце концов	3	2
51	мы видели что	1	2
52	может войти в	2	1
53	мы остановимся только	1	1
54	как в отношении	1	1
55	или хотя бы	1	1
56	сводится к тому	2	1
57	к себе самому	13	1
58	себя и своего	2	1
59	а вовсе не	1	1
60	раз и не	1	1
61	и в отношении	1	1
62	но даже и	1	1
63	как бы ни	1	1
64	в этом случае	1	1
65	но тем не	1	1
66	в нем и	1	1
67	как раз и	2	1
68	вполне понятно что	2	1
69	как и все	2	1
70	я что же	1	1
71	желание смерти отца	2	1
72	другой точки зрения	1	1
73	во всех отношениях	1	1
74	мы должны признать	1	1
75	друг на друга	2	1
76	в его душе	1	1
77	его целом то	1	1
78	сознание и в	1	1
79	в другом человеке	2	1
80	со всех сторон	1	1
81	по крайней мере	1	1
82	ибо как мы	1	1
83	и внутренняя речь	1	1
84	не чем иным	1	1
85	того что он	2	1
86	до конца и	1	1
87	остановимся только на	2	1
88	чтобы пробиться к	1	1
89	он приводит к	1	1
90	но она не	1	1
91	как будто бы	1	1
92	все без исключения	1	1
93	всяком случае не	1	1
94	в такой же	2	1
95	то что он	1	1
96	к той же	1	1
97	настолько велико что	1	1
98	оставаясь в пределах	1	1
99	в глубине души	1	1
100	что же это	1	1
101	что же такое	1	1
102	мы говорили что	1	1
103	и ни в	1	1
104	чем иным как	1	1
105	в сознание и	1	1
106	в то время	1	1
107	всяком случае в	1	1
108	в такой форме	1	1
109	и к другим	1	1
110	и для других	1	1
111	о том что	1	1
112	он не принимает	1	1
113	к нему и	4	1
114	не только не	1	1
115	той или иной	4	1
116	такой же степени	2	1
117	но все же	2	1
118	на которой он	1	1
119	но и не	1	1
120	или во всяком	1	1
121	но и по	1	1
122	смысле этого слова	2	1
123	не может обойтись	1	1
124	в этом смысле	3	1
125	это как бы	1	1
126	и на протяжении	1	1
127	для самого себя	1	1
128	и что он	2	1
129	и в нем	3	1
130	в том что	2	1
131	в результате получается	1	1
132	но не может	1	1
133	что и в	1	1
134	и все его	1	1
135	только себя и	1	1
