N	3gram	Ircho_Kome_1	Russkaja
1	то же время	4	10
2	в то же	4	10
3	в том что	9	7
4	во всяком случае	2	6
5	для того чтобы	1	6
6	а между тем	1	5
7	до сих пор	2	5
8	более или менее	1	4
9	на то что	2	4
10	бы то ни	2	4
11	вместе с тем	1	3
12	можно было бы	1	3
13	в данном случае	1	3
14	в конце концов	4	3
15	что он не	1	2
16	и в том	1	2
17	о том что	3	2
18	друг от друга	1	2
19	в другом случае	1	2
20	в большинстве случаев	1	2
21	к тому что	1	2
22	или хотя бы	1	1
23	из всего этого	2	1
24	в силу этого	1	1
25	состоит в том	1	1
26	не знаем и	1	1
27	каждая из них	1	1
28	по отношению к	3	1
29	в том числе	1	1
30	то же самое	2	1
31	в том же	1	1
32	мы уже знаем	1	1
33	и не только	1	1
34	и вот в	1	1
35	в этом отношении	3	1
36	что все это	1	1
37	в значительной степени	1	1
38	в применении к	1	1
39	то ни было	2	1
40	как видно из	1	1
41	которых идет речь	1	1
42	жизни но и	1	1
43	смысле этого слова	1	1
44	только в виде	1	1
45	в борьбе с	1	1
46	и вот на	1	1
47	но при этом	1	1
48	в союзе с	1	1
49	на службу к	1	1
50	о которых идет	1	1
51	так же как	1	1
52	о которых мы	1	1
53	потому что они	1	1
54	потому что и	1	1
55	и таким образом	2	1
56	с самого начала	1	1
57	речь идет о	3	1
58	о том чем	1	1
59	общими для всех	1	1
60	совершенно очевидно что	1	1
61	в культурной жизни	1	1
62	тем не менее	1	1
63	и прежде всего	1	1
64	и это особенно	1	1
65	к тому же	5	1
