N	3gram	Losev_Dial_2	Myshleni
1	в том что	6	19
2	по сравнению с	1	14
3	с точки зрения	8	10
4	с самого начала	2	7
5	к тому что	1	7
6	так же как	1	6
7	от того что	2	6
8	в то время	3	6
9	можно сказать что	3	6
10	то же самое	2	6
11	в зависимости от	2	5
12	то в чем	1	5
13	то время как	3	5
14	заключается в том	1	5
15	друг с другом	1	5
16	потому что он	2	4
17	по самой своей	1	4
18	самой своей природе	1	4
19	он не умеет	1	3
20	до сих пор	2	3
21	в этом отношении	1	3
22	не в состоянии	2	2
23	в этом смысле	1	2
24	он мог бы	1	2
25	принять во внимание	3	2
26	и не может	1	2
27	только то что	4	2
28	независимо от того	1	2
29	вместе с тем	1	2
30	и то что	1	2
31	как раз в	1	2
32	если принять во	2	2
33	не могут быть	2	2
34	в последнее время	1	2
35	самого начала что	1	2
36	с другой стороны	4	2
37	когда мы говорим	1	2
38	том смысле что	3	2
39	то что мы	1	2
40	это не может	1	2
41	в связи с	4	2
42	в том смысле	4	2
43	не может быть	3	2
44	том что в	1	1
45	а потому что	1	1
46	что иное как	3	1
47	но как раз	1	1
48	время как в	1	1
49	зависит от того	1	1
50	с первого взгляда	2	1
51	на самом деле	1	1
52	выйти за пределы	1	1
53	в этом пункте	1	1
54	в том и	1	1
55	так что в	1	1
56	одна из основных	1	1
57	о том как	1	1
58	же как и	1	1
59	раз в сфере	1	1
60	как и все	2	1
61	всех указанных выше	1	1
62	сами по себе	3	1
63	по себе и	1	1
64	точно так же	1	1
65	есть и в	1	1
66	одного того что	1	1
67	образу и подобию	1	1
68	том и в	1	1
69	из них с	1	1
70	то и другое	1	1
71	главным образом в	1	1
72	не то что	1	1
73	во внимание что	1	1
74	не значит что	3	1
75	сам по себе	3	1
76	приводит к тому	1	1
77	по самому существу	1	1
78	содержит в себе	3	1
79	в данном случае	2	1
80	не потому что	6	1
81	сих пор мы	1	1
82	не только в	2	1
83	с одной стороны	1	1
84	не содержит в	1	1
85	была бы совершенно	1	1
86	и в этом	1	1
87	в любой другой	1	1
88	в одной точке	1	1
89	в разной мере	1	1
90	все равно что	1	1
91	о чем мы	1	1
92	это не значит	2	1
93	вопрос о том	1	1
94	потому что они	2	1
95	в широком смысле	2	1
96	есть не что	2	1
97	надо сказать что	1	1
98	и как бы	1	1
99	только тогда когда	4	1
100	не что иное	3	1
101	по образу и	1	1
102	этого нет и	1	1
103	не может не	3	1
104	этих понятий и	1	1
105	связи с этим	1	1
106	без всякого труда	1	1
107	к выводу что	1	1
108	в самом деле	3	1
109	той или иной	1	1
110	тогда когда оно	2	1
111	которые могут быть	1	1
112	не ясно что	1	1
113	в другом случае	1	1
114	по глубине и	1	1
115	тем не менее	2	1
116	в отдельности и	1	1
117	может быть в	3	1
118	подобно тому как	1	1
119	что и в	1	1
120	в конце концов	1	1
121	и в другом	1	1
