N	2gram	Voloshinov_1	Mirosoze
1	может быть	26	30
2	не только	8	29
3	и в	19	28
4	не может	24	28
5	но и	8	25
6	а не	7	25
7	он не	3	24
8	в этом	16	20
9	не было	3	18
10	не в	5	16
11	потому что	1	16
12	это –	4	16
13	в ней	4	15
14	в своей	3	15
15	и есть	3	14
16	никогда не	2	14
17	до конца	5	14
18	человека в	2	13
19	в нем	10	13
20	и он	2	12
21	и это	3	12
22	он –	3	12
23	в самом	10	11
24	для него	9	11
25	и не	26	11
26	в своем	2	10
27	было бы	4	10
28	что в	4	10
29	прежде всего	13	10
30	что он	2	10
31	и потому	5	10
32	и все	5	10
33	с тем	1	9
34	и его	19	9
35	не есть	3	9
36	в его	6	9
37	есть лишь	2	9
38	человек в	1	9
39	в котором	3	8
40	но не	1	8
41	менее всего	2	7
42	но в	7	7
43	в себе	2	7
44	в конце	5	7
45	в самой	1	7
46	к нему	1	7
47	того что	3	7
48	нет ничего	3	7
49	должна быть	2	6
50	и на	4	6
51	он сам	1	6
52	в которой	3	6
53	лишь в	9	6
54	в этой	1	6
55	все в	2	6
56	только в	9	6
57	все это	3	6
58	человек и	1	6
59	в том	6	6
60	нет и	4	5
61	если он	2	5
62	от нее	2	5
63	это не	1	5
64	как и	12	5
65	что есть	1	5
66	у нас	2	5
67	не могут	3	5
68	то что	8	5
69	– не	6	5
70	мира и	2	5
71	в христианском	1	4
72	или к	2	4
73	это и	3	4
74	и этот	2	4
75	xix века	3	4
76	отношение к	1	4
77	за пределы	5	4
78	не как	2	4
79	и по	1	4
80	точки зрения	34	4
81	к ней	1	4
82	она не	2	4
83	мог бы	2	4
84	что и	2	4
85	значит что	1	4
86	уже не	1	4
87	уже в	1	4
88	а в	4	4
89	тем что	2	4
90	нет в	1	4
91	и там	1	4
92	с этой	2	4
93	на пути	1	4
94	от него	2	4
95	человека не	1	4
96	не знает	2	4
97	добро и	1	3
98	его не	1	3
99	с его	1	3
100	с этим	4	3
101	бы и	2	3
102	этот процесс	3	3
103	и вот	1	3
104	– говорит	4	3
105	и с	2	3
106	его в	3	3
107	для них	2	3
108	том что	3	3
109	но если	2	3
110	– один	1	3
111	не имеет	3	3
112	– все	3	3
113	ничего не	6	3
114	природы в	1	3
115	к тому	2	3
116	в ее	7	3
117	особенно в	1	3
118	все его	1	3
119	социальной среды	1	3
120	конечно не	5	3
121	и их	2	3
122	так как	2	3
123	– к	1	3
124	себя и	1	3
125	ко всем	1	3
126	в мир	1	3
127	это значит	1	3
128	должно быть	2	3
129	хотя бы	5	3
130	мы увидим	1	3
131	есть и	1	3
132	одним из	2	2
133	также и	1	2
134	связана с	2	2
135	не остается	2	2
136	не хочет	1	2
137	высшей степени	3	2
138	века в	1	2
139	а как	3	2
140	мир не	1	2
141	вопрос о	4	2
142	в виду	2	2
143	не все	2	2
144	по отношению	3	2
145	себе и	2	2
146	относится к	1	2
147	в истории	3	2
148	как в	4	2
149	всего –	1	2
150	него –	1	2
151	к новому	1	2
152	все же	8	2
153	и как	3	2
154	и к	3	2
155	от этого	2	2
156	все эти	7	2
157	приводит к	1	2
158	с их	1	2
159	вообще не	1	2
160	как он	2	2
161	если бы	2	2
162	он ни	2	2
163	с ней	1	2
164	не значит	1	2
165	них нет	1	2
166	в россии	1	2
167	проблемы и	1	2
168	входит в	5	2
169	– он	1	2
170	истории и	1	2
171	место в	3	2
172	мысли и	4	2
173	от его	1	2
174	сих пор	8	2
175	в то	3	2
176	к этим	3	2
177	в основе	2	2
178	того чтобы	5	2
179	по своей	1	2
180	и сама	2	2
181	в каком	3	2
182	его понимания	2	2
183	могут быть	2	2
184	отличается от	1	2
185	всего в	1	2
186	в наше	1	2
187	него как	1	2
188	должен быть	1	2
189	отношения и	1	2
190	и от	3	2
191	и что	1	2
192	различие между	3	2
193	еще в	1	2
194	о нем	1	2
195	о том	2	2
196	и во	2	2
197	и те	7	2
198	и мир	1	2
199	мы видим	1	2
200	свет и	1	2
201	жизни и	2	2
202	отношению к	2	2
203	для того	4	2
204	момент в	3	2
205	в высшей	3	2
206	до сих	8	2
207	мы еще	1	2
208	и самый	1	2
209	нужно искать	1	2
210	на этот	3	2
211	его как	1	2
212	о чем	1	2
213	в той	1	2
214	как бы	15	2
215	образ и	2	2
216	быть не	1	2
217	него не	1	2
218	в начале	5	2
219	в более	1	2
220	и для	11	2
221	не существует	3	2
222	она может	3	2
223	бы в	2	2
224	конце концов	3	2
225	отношении к	4	2
226	жизни в	4	2
227	в свою	2	2
228	сказать что	4	2
229	иррациональна и	1	2
230	понять его	1	2
231	к этой	2	2
232	к этому	5	2
233	это художественное	1	1
234	обращено к	1	1
235	ту же	2	1
236	нем нет	2	1
237	через которые	1	1
238	по отдельным	1	1
239	атмосферы и	1	1
240	и то	1	1
241	становится в	1	1
242	ни кажется	1	1
243	выражения в	1	1
244	людей на	1	1
245	на самом	3	1
246	переход от	4	1
247	между двумя	3	1
248	к другому	3	1
249	и до	1	1
250	внутреннюю жизнь	1	1
251	она все	1	1
252	определяется в	1	1
253	романа –	1	1
254	из всех	1	1
255	ней нет	1	1
256	стоящего на	1	1
257	мы не	6	1
258	среды и	1	1
259	имеет свою	3	1
260	– выражение	1	1
261	– оно	1	1
262	принадлежит к	1	1
263	в деле	1	1
264	жизни как	1	1
265	бы ни	1	1
266	существует лишь	2	1
267	зависимости от	2	1
268	еще не	4	1
269	смотрят на	1	1
270	видят а	1	1
271	во всех	7	1
272	не без	1	1
273	то мы	2	1
274	одним словом	2	1
275	самом деле	10	1
276	отказ от	1	1
277	для других	2	1
278	его во	1	1
279	религиозного и	1	1
280	и действительно	3	1
281	отличие от	5	1
282	других –	1	1
283	и речи	2	1
284	как говорит	1	1
285	что во	2	1
286	в одной	2	1
287	его на	1	1
288	опыта к	1	1
289	как к	2	1
290	ней в	1	1
291	если есть	1	1
292	это был	1	1
293	сознания в	1	1
294	был связан	1	1
295	его к	2	1
296	искусство и	1	1
297	со своей	1	1
298	противоречие не	1	1
299	средство для	1	1
300	что же	4	1
301	и принять	1	1
302	является лишь	3	1
303	может отказаться	1	1
304	во многих	1	1
305	но ведь	1	1
306	можно лишь	1	1
307	всех этих	1	1
308	нее и	1	1
309	к одному	4	1
310	этого вопроса	1	1
311	в плане	1	1
312	из него	2	1
313	его от	1	1
314	лишь с	4	1
315	момент когда	1	1
316	ни был	1	1
317	– явление	1	1
318	значительной степени	1	1
319	в каждом	7	1
320	подход к	1	1
321	которые уже	1	1
322	как они	1	1
323	и чистым	1	1
324	же не	1	1
325	значение в	1	1
326	из самой	1	1
327	на все	1	1
328	в понимании	2	1
329	перестать быть	1	1
330	от одного	3	1
331	сознание может	2	1
332	не совпадает	1	1
333	непосредственно примыкает	1	1
334	зрения и	2	1
335	как такие	1	1
336	после этого	1	1
337	превратили в	1	1
338	такова система	1	1
339	моего сознания	2	1
340	и вся	1	1
341	одна и	1	1
342	всегда и	1	1
343	и различие	1	1
344	нисколько не	1	1
345	лучше всего	2	1
346	бы построить	1	1
347	сказать в	1	1
348	во время	1	1
349	что такое	2	1
350	можно найти	1	1
351	и без	1	1
352	есть та	1	1
