N	3gram	Losev_Dial_3	FransuaR
1	то же время	1	9
2	в то же	1	9
3	в том что	3	6
4	в этом отношении	1	5
5	в связи с	1	5
6	так же как	2	4
7	на самом деле	1	4
8	до сих пор	1	3
9	и во всех	1	3
10	связи с этим	1	3
11	и прежде всего	3	3
12	то же самое	1	2
13	с точки зрения	14	2
14	жизни и смерти	1	2
15	же как и	1	2
16	в данном случае	1	2
17	в то время	4	2
18	не может быть	6	2
19	у нее нет	1	2
20	к тому же	2	2
21	том что в	1	1
22	что иное как	6	1
23	у нас есть	1	1
24	хотя и не	2	1
25	потому что в	1	1
26	ровно ничего не	3	1
27	и той же	1	1
28	не только о	2	1
29	в самом деле	5	1
30	провести между ними	1	1
31	ни на какую	1	1
32	как раз и	3	1
33	как и все	2	1
34	что он должен	1	1
35	и в то	1	1
36	ни в коем	3	1
37	не имеет никакого	1	1
38	и та же	1	1
39	он и не	1	1
40	он не может	2	1
41	это вовсе не	1	1
42	убежден в том	1	1
43	и даже в	1	1
44	в коем случае	3	1
45	и в частности	1	1
46	и что в	1	1
47	но в особенности	1	1
48	по своему существу	1	1
49	и в основе	1	1
50	это конечно не	1	1
51	что и с	1	1
52	вы не знаете	1	1
53	станут говорить что	1	1
54	и таким образом	1	1
55	в основе их	1	1
56	одной и той	1	1
57	есть не что	3	1
58	и есть подлинное	2	1
59	и от его	2	1
60	мы не можем	2	1
61	не что иное	6	1
62	от того что	1	1
63	мы уже сказали	1	1
64	как и в	3	1
65	как это и	1	1
66	одна и та	1	1
67	о том что	5	1
68	движения и жизни	2	1
69	в конечном счете	1	1
70	той или иной	2	1
71	не было ни	2	1
72	из этих двух	1	1
73	это не просто	1	1
74	тем не менее	10	1
75	имеет никакого отношения	1	1
76	что в основе	1	1
77	трудно провести между	1	1
78	что и в	1	1
79	только тогда когда	3	1
80	одна из самых	2	1
