N	2gram	Savitsky_E_1	KulturaY
1	и т	1	39
2	потому что	3	25
3	и в	37	23
4	т е	9	22
5	не только	18	20
6	в том	11	19
7	в этом	12	18
8	и не	14	16
9	было бы	8	15
10	так как	7	15
11	может быть	6	15
12	т д	1	14
13	точки зрения	23	14
14	все эти	1	12
15	если бы	2	12
16	у нас	1	12
17	в самом	4	12
18	но в	14	11
19	том что	6	11
20	того чтобы	6	11
21	в области	11	11
22	по себе	4	10
23	в русском	1	10
24	а не	2	10
25	что в	21	10
26	вопрос о	4	9
27	хотя бы	15	9
28	то что	6	9
29	можно было	3	9
30	вовсе не	6	9
31	для того	6	9
32	не может	9	9
33	с точки	17	8
34	не в	5	8
35	иными словами	4	8
36	и что	2	8
37	в качестве	14	8
38	уже не	1	8
39	прежде всего	9	8
40	с другой	7	8
41	что это	2	7
42	все же	1	7
43	в нашем	1	7
44	в силу	2	7
45	и с	2	7
46	не менее	1	7
47	но и	14	7
48	другой стороны	2	7
49	то же	15	6
50	и на	6	6
51	но не	5	6
52	в этой	2	6
53	ту же	1	6
54	между тем	8	6
55	этот вопрос	2	6
56	что не	1	6
57	что мы	1	6
58	и то	2	5
59	также и	7	5
60	целый ряд	2	5
61	должна быть	2	5
62	что все	2	5
63	об этом	1	5
64	лишь в	1	5
65	и тем	3	5
66	несмотря на	4	5
67	не могут	2	5
68	в его	2	5
69	один из	1	5
70	тот же	1	5
71	только в	9	5
72	всяком случае	3	5
73	само по	4	5
74	там где	3	5
75	вместе с	2	5
76	как это	4	5
77	что же	2	5
78	этого слова	1	5
79	слова и	1	5
80	этом смысле	3	5
81	таким образом	2	5
82	во всяком	3	5
83	говорить о	1	4
84	в данном	3	4
85	со стороны	5	4
86	отнюдь не	9	4
87	однако не	1	4
88	хотя и	2	4
89	бы и	3	4
90	если мы	1	4
91	на то	6	4
92	в нем	1	4
93	так и	10	4
94	но все	1	4
95	должно быть	1	4
96	можно ли	3	4
97	в то	16	4
98	на себе	1	4
99	не имеет	4	4
100	что на	2	4
101	к тому	8	4
102	но также	2	4
103	и о	1	4
104	в пределах	25	4
105	от того	1	4
106	или в	2	4
107	могут быть	2	4
108	можно сказать	4	4
109	для нас	4	4
110	мы знаем	1	4
111	в них	3	4
112	в каком	4	4
113	не было	1	4
114	в связи	1	4
115	как бы	6	4
116	в результате	3	4
117	сказать что	4	4
118	так же	9	4
119	в сфере	3	3
120	того же	3	3
121	политики в	1	3
122	как не	2	3
123	меньшей степени	2	3
124	или иное	1	3
125	как в	3	3
126	с этим	2	3
127	то или	1	3
128	всего лишь	3	3
129	то и	1	3
130	главным образом	2	3
131	он не	2	3
132	всех этих	1	3
133	и по	5	3
134	на этом	1	3
135	о которых	1	3
136	чем в	4	3
137	если и	1	3
138	в процессе	4	3
139	казалось бы	1	3
140	же время	14	3
141	и его	1	3
142	связи с	1	3
143	следует что	1	3
144	уже о	1	3
145	всего в	2	3
146	что оно	1	3
147	как мы	5	3
148	в ней	4	3
149	последнее время	1	3
150	а в	2	3
151	те же	1	3
152	для этого	1	3
153	сводится к	1	3
154	именно с	1	3
155	а также	7	3
156	аналогии с	1	3
157	что и	3	3
158	в лучшем	1	3
159	того что	7	3
160	большей или	1	3
161	случаи когда	1	3
162	есть в	2	3
163	уже в	1	3
164	же в	2	3
165	тем что	3	3
166	или иначе	1	3
167	именно в	4	3
168	или меньшей	1	3
169	в соответствии	1	3
170	различие между	1	3
171	лучшем случае	1	3
172	живет и	1	3
173	в большей	1	3
174	этом отношении	3	3
175	но это	1	3
176	это так	3	3
177	к этой	1	3
178	и это	1	3
179	гораздо более	1	3
180	также что	1	2
181	речь идет	1	2
182	же как	5	2
183	чтобы не	1	2
184	добавить что	1	2
185	и потому	5	2
186	тех же	1	2
187	по преимуществу	2	2
188	и до	1	2
189	той же	1	2
190	что между	1	2
191	что если	2	2
192	на такие	1	2
193	но даже	4	2
194	меньше чем	2	2
195	мы будем	1	2
196	что за	1	2
197	очевидно что	3	2
198	отличие от	1	2
199	дает нам	1	2
200	в своем	14	2
201	и где	1	2
202	могли бы	1	2
203	его к	1	2
204	что само	1	2
205	от этого	5	2
206	и если	2	2
207	при этом	1	2
208	не как	1	2
209	в корне	1	2
210	состоит в	1	2
211	том случае	1	2
212	на ту	1	2
213	того или	4	2
214	заключается в	2	2
215	данном случае	2	2
216	о характере	1	2
217	рядом с	1	2
218	соответствии с	1	2
219	с тем	3	2
220	как и	7	2
221	мы видели	3	2
222	а если	1	2
223	и еще	2	2
224	бы на	1	2
225	и сейчас	2	2
226	в своей	8	2
227	в их	11	2
228	если можно	1	2
229	в отличие	1	2
230	в которых	3	2
231	и более	2	2
232	тем самым	5	2
233	в современном	1	2
234	в отношении	32	2
235	тем меньше	2	2
236	что эта	1	2
237	она не	2	2
238	революции и	1	2
239	всякой иной	1	2
240	в самой	1	2
241	доказать что	1	2
242	и далее	1	2
243	должны быть	1	2
244	оно не	1	2
245	утверждать что	2	2
246	свою очередь	2	2
247	говоря уже	2	2
248	что для	1	2
249	когда в	1	2
250	по сравнению	2	2
251	и вообще	1	2
252	язык и	1	2
253	одного из	1	2
254	к нему	2	2
255	а именно	2	2
256	с той	1	2
257	но так	1	2
258	с ними	1	2
259	или же	1	2
260	с одной	8	2
261	конечно не	1	2
262	есть наиболее	1	2
263	следовало бы	2	2
264	большинстве случаев	3	2
265	был бы	1	2
266	никогда не	3	2
267	и даже	6	2
268	выходит за	1	2
269	на примере	1	2
270	ли это	3	2
271	а на	1	2
272	на этот	2	2
273	которых мы	1	2
274	не на	4	2
275	и следовательно	1	2
276	так называемых	1	2
277	в частности	5	2
278	ни на	3	2
279	представить себе	1	2
280	о возможности	1	2
281	в той	5	2
282	смысле этого	1	2
283	как будто	2	2
284	ли не	1	2
285	с этой	6	2
286	между прочим	7	2
287	протеста против	1	2
288	является ли	3	2
289	и для	3	2
290	и от	3	2
291	о котором	1	2
292	то не	2	2
293	и все	2	2
294	не более	3	2
295	мы должны	2	2
296	в свою	3	2
297	не говоря	2	2
298	или иного	4	2
299	в свое	1	2
300	себе не	3	2
301	случае если	1	2
302	в своих	2	2
303	это в	1	2
304	этой точки	5	2
305	так но	1	1
306	культурном развитии	1	1
307	в такой	1	1
308	место при	1	1
309	получает в	1	1
310	которое мы	1	1
311	в котором	2	1
312	исходит из	1	1
313	противном случае	1	1
314	ведь и	2	1
315	на западе	1	1
316	культурная традиция	2	1
317	и утверждается	1	1
318	есть не	2	1
319	мы не	4	1
320	это что	1	1
321	большую роль	1	1
322	есть нечто	1	1
323	время как	1	1
324	вместо того	1	1
325	кажется с	1	1
326	революции в	1	1
327	мог бы	2	1
328	на них	2	1
329	качестве одного	1	1
330	слово на	1	1
331	столь же	5	1
332	время в	3	1
333	бы то	4	1
334	является определяющим	1	1
335	с его	1	1
336	то мы	1	1
337	россии и	3	1
338	но как	2	1
339	только тогда	1	1
