N	2gram	Vinokur_St_1	slovoVRo
1	и в	44	39
2	может быть	15	37
3	и т	30	35
4	и его	8	33
5	т п	9	33
6	то есть	2	26
7	не только	18	24
8	и не	16	22
9	но и	10	21
10	не может	8	20
11	в нем	5	19
12	до конца	1	17
13	в этом	21	16
14	все это	5	16
15	так и	9	15
16	а не	16	14
17	как в	13	13
18	в процессе	1	13
19	слова в	1	13
20	во всех	8	12
21	литературного языка	1	12
22	в истории	3	11
23	слово в	1	11
24	вовсе не	19	10
25	к своему	1	9
26	и с	3	9
27	не в	12	9
28	языка и	4	9
29	таким образом	7	8
30	оно не	1	8
31	себя в	1	8
32	прежде всего	7	8
33	точки зрения	11	8
34	еще не	3	7
35	с его	1	7
36	при этом	2	7
37	в этих	2	7
38	для него	6	7
39	никогда не	5	7
40	могут быть	5	7
41	как мы	1	7
42	язык и	1	7
43	в его	9	7
44	слово как	1	7
45	и даже	5	7
46	и потому	2	7
47	как бы	4	7
48	в сущности	2	6
49	но не	3	6
50	в своем	2	6
51	все же	8	6
52	и к	1	6
53	но в	10	6
54	все эти	5	6
55	значительной степени	1	6
56	в них	1	6
57	в слове	5	6
58	как и	9	6
59	она не	2	6
60	темы о	1	6
61	там где	5	6
62	этом случае	2	6
63	жизни и	5	6
64	например в	8	5
65	это не	8	5
66	том что	29	5
67	по себе	1	5
68	не могут	1	5
69	но все	4	5
70	той или	1	5
71	с другой	9	5
72	в том	36	5
73	с одной	3	5
74	конечно не	2	5
75	уже не	1	5
76	языка а	1	5
77	и их	2	5
78	одной стороны	2	5
79	или иной	1	5
80	в плане	1	5
81	и для	3	5
82	только в	10	5
83	для нас	7	5
84	и все	2	5
85	отношения к	2	4
86	в зависимости	1	4
87	его не	1	4
88	и на	1	4
89	по отношению	3	4
90	отношение к	2	4
91	связанные с	3	4
92	всех этих	2	4
93	в узком	1	4
94	то же	5	4
95	слова не	1	4
96	его в	2	4
97	входит в	1	4
98	ни в	3	4
99	в отношении	9	4
100	и языка	6	4
101	не менее	5	4
102	в то	9	4
103	одна из	1	4
104	в основе	3	4
105	же время	4	4
106	зависимости от	1	4
107	что оно	3	4
108	для этого	2	4
109	дело с	2	4
110	и других	1	4
111	языка но	1	4
112	так как	5	4
113	и язык	1	4
114	этой категории	2	4
115	даже и	2	4
116	и др	1	4
117	языка не	2	4
118	xix века	1	4
119	узком смысле	1	4
120	в той	6	4
121	случае она	1	4
122	а в	17	4
123	отношении к	1	4
124	слова с	1	4
125	отношению к	3	4
126	в таком	3	4
127	как это	4	3
128	должна быть	3	3
129	той же	5	3
130	говорить о	2	3
131	в чем	3	3
132	стороны и	1	3
133	перед нами	1	3
134	не приходится	1	3
135	бы и	4	3
136	с их	1	3
137	материала и	2	3
138	лишь в	3	3
139	с точки	8	3
140	не столько	1	3
141	точку зрения	3	3
142	не была	2	3
143	этом отношении	7	3
144	разрыв между	1	3
145	в ней	3	3
146	а также	2	3
147	к нему	2	3
148	между тем	3	3
149	что и	6	3
150	в свете	1	3
151	быть и	2	3
152	всех его	1	3
153	у него	2	3
154	отметить что	2	3
155	точек зрения	1	3
156	здесь в	1	3
157	в некоторых	1	3
158	связано с	1	3
159	и интерпретации	1	3
160	и там	1	3
161	как к	3	3
162	и от	1	3
163	но это	6	3
164	что в	30	3
165	истории литературы	2	3
166	хотя бы	6	3
167	языка может	1	3
168	сказать что	7	3
169	во всяком	6	3
170	можно говорить	1	2
171	также и	9	2
172	это и	4	2
173	ведь и	3	2
174	мы не	2	2
175	при его	2	2
176	конечно и	3	2
177	подчеркнуть что	2	2
178	на них	1	2
179	далее в	2	2
180	но как	1	2
181	не все	3	2
182	в новом	4	2
183	и речи	2	2
184	за пределы	2	2
185	с этим	3	2
186	кроме того	1	2
187	хотя и	1	2
188	бы только	1	2
189	себе как	1	2
190	лежит на	1	2
191	в нашем	1	2
192	в себе	2	2
193	эпохи и	3	2
194	как он	1	2
195	а вовсе	1	2
196	т д	21	2
197	он не	2	2
198	в виде	3	2
199	и более	2	2
200	факт что	1	2
201	в свой	2	2
202	далеко не	1	2
203	чем в	3	2
204	п но	1	2
205	и другие	1	2
206	несколько слов	1	2
207	и при	1	2
208	но эта	1	2
209	которые в	2	2
210	но он	2	2
211	однако в	1	2
212	слов о	1	2
213	даже в	3	2
214	на котором	1	2
215	тогда когда	1	2
216	дело в	6	2
217	того как	1	2
218	того чтобы	11	2
219	чем не	1	2
220	в одном	1	2
221	только и	1	2
222	с одним	1	2
223	лишь при	1	2
224	п в	3	2
225	в области	14	2
226	отличается от	1	2
227	и другим	1	2
228	значение как	1	2
229	должен быть	3	2
230	самого же	2	2
231	на нем	1	2
232	без всякого	2	2
233	так в	1	2
234	в другом	3	2
235	о нем	1	2
236	на него	2	2
237	о том	17	2
238	притом в	1	2
239	может не	2	2
240	и грубой	1	2
241	нуждается в	1	2
242	в форме	1	2
243	еще более	4	2
244	как например	1	2
245	что он	10	2
246	пор не	1	2
247	это очень	3	2
248	всяком случае	6	2
249	именно на	1	2
250	со всеми	2	2
251	же и	4	2
252	уже в	2	2
253	всем его	1	2
254	на протяжении	1	2
255	его и	1	2
256	в прошлом	1	2
257	для того	10	2
258	то что	18	2
259	не было	4	2
260	до сих	7	2
261	от подлинной	1	2
262	именно в	6	2
263	а именно	3	2
264	них и	1	2
265	которых мы	1	2
266	более того	1	2
267	как о	2	2
268	не всегда	2	2
269	в одно	1	2
270	вместе с	1	2
271	в данном	14	2
272	тот факт	1	2
273	материал для	3	2
274	сих пор	7	2
275	включает в	1	2
276	или в	1	2
277	в результате	3	2
278	лишь о	1	2
279	только с	2	2
280	работы и	1	2
281	не знает	2	2
282	к его	1	2
283	например во	2	2
284	просто не	1	2
285	они не	1	2
286	как известно	1	1
287	этого в	1	1
288	две точки	1	1
289	речь идет	4	1
290	но их	1	1
291	не должны	1	1
292	являются такими	1	1
293	в рассмотрение	1	1
294	того же	3	1
295	идет о	2	1
296	и есть	1	1
297	мы говорим	1	1
298	его же	2	1
299	заключается именно	1	1
300	и до	1	1
301	от которых	1	1
302	было глубоко	1	1
303	и этот	1	1
304	и за	3	1
305	и могут	1	1
306	важно для	1	1
307	а как	2	1
308	правильного понимания	1	1
309	изложения и	1	1
310	и о	1	1
311	место в	1	1
312	создавать образ	1	1
313	обращения с	1	1
314	эпохи в	3	1
315	на тему	1	1
316	и такой	1	1
317	не знают	1	1
318	проявляется в	1	1
319	и говорить	1	1
320	литературы и	2	1
321	материала на	1	1
322	наоборот для	1	1
323	между собой	1	1
324	быть в	2	1
325	ответы на	1	1
326	что его	1	1
327	конечно это	2	1
328	бы она	1	1
329	интерпретации и	1	1
330	совсем не	2	1
331	в сторону	2	1
332	к ним	1	1
333	с каким	1	1
334	которых очень	1	1
335	было вполне	1	1
336	что так	3	1
337	не просто	1	1
338	конечно совершенно	1	1
339	материалом для	1	1
340	в одной	1	1
341	до его	1	1
342	что как	2	1
343	один только	1	1
344	применении к	3	1
345	целый ряд	2	1
346	немало таких	2	1
347	для ее	1	1
348	или иную	1	1
349	в самом	7	1
350	ряде случаев	1	1
351	пушкина до	2	1
352	в целом	5	1
353	момент его	1	1
354	он в	1	1
355	в этой	11	1
356	другом случае	1	1
357	от необходимости	1	1
358	и те	2	1
359	на то	4	1
360	если он	1	1
361	зрения его	1	1
362	вообще не	2	1
363	в чужую	3	1
364	что она	4	1
365	с существующими	1	1
366	больше всего	1	1
367	время и	1	1
368	но именно	2	1
369	и только	3	1
370	не значит	3	1
371	сожалению не	2	1
372	речи в	1	1
373	последующего времени	1	1
374	в корне	1	1
375	ни была	1	1
376	и сам	2	1
377	у пушкина	8	1
378	и по	5	1
379	без исключения	1	1
380	в каждом	3	1
381	об этом	3	1
382	на все	1	1
383	это было	1	1
384	те или	1	1
385	то все	1	1
386	и бывшими	1	1
387	должен был	2	1
388	и тем	3	1
389	ведь если	2	1
390	здесь нет	1	1
391	мог бы	1	1
392	даже по	1	1
393	он является	1	1
394	о которых	1	1
395	на основании	1	1
396	интонациями и	1	1
397	всегда и	1	1
398	несмотря на	2	1
399	похоже на	1	1
400	выйти за	1	1
401	этого произведения	1	1
402	такой же	5	1
403	в один	1	1
404	которая является	1	1
405	в своей	6	1
406	не разрешают	1	1
407	работы в	3	1
408	в такой	2	1
409	и без	3	1
410	и устойчивой	1	1
411	его современников	1	1
412	литературы вообще	1	1
413	должны были	1	1
414	мы теперь	1	1
415	для изучения	4	1
416	стиле но	1	1
417	тем не	2	1
418	произведения в	2	1
419	в таких	1	1
420	в двух	3	1
421	о значении	3	1
422	лиц и	1	1
423	не о	1	1
424	текста и	1	1
425	и притом	1	1
426	здесь например	1	1
427	и имеет	1	1
428	опираться на	1	1
429	дело не	4	1
430	во всякой	1	1
431	значение этого	1	1
432	и уже	2	1
433	ничего не	2	1
434	она ни	1	1
435	это то	1	1
436	а во	3	1
437	таким путем	1	1
438	очень мало	3	1
439	где уже	1	1
440	по своей	2	1
441	это слово	4	1
442	языка который	1	1
443	в сознании	2	1
444	сказать очень	1	1
445	xx века	1	1
446	в духе	1	1
447	лежащий в	1	1
448	указать на	1	1
449	числе и	2	1
450	содержанием и	1	1
451	дело обстояло	1	1
452	всего что	1	1
453	поэтического языка	1	1
454	что при	2	1
455	в применении	3	1
456	правда не	1	1
457	и это	2	1
458	в виду	1	1
459	научной работы	4	1
460	как по	1	1
461	и говорит	1	1
462	и этим	1	1
463	с самого	1	1
464	и иные	2	1
465	материала для	1	1
466	на том	1	1
467	на которую	1	1
468	такое отношение	1	1
469	в научном	1	1
470	еще в	1	1
471	во второй	9	1
472	поэтому в	3	1
473	слов иногда	1	1
474	одно из	2	1
475	с некоторыми	1	1
476	не на	1	1
477	образом в	1	1
478	никогда и	1	1
479	этой традиции	1	1
480	именно там	1	1
481	обращается к	1	1
482	с другим	1	1
483	и что	4	1
484	можно сказать	1	1
485	за свое	1	1
486	должно было	2	1
487	это может	1	1
