N	3gram	Ircho_Kome_2	Vladivir
1	в том что	5	10
2	тем не менее	1	9
3	о том что	4	8
4	с точки зрения	1	6
5	вместе с тем	4	6
6	не может быть	1	6
7	более или менее	1	5
8	к тому же	10	5
9	точно так же	1	4
10	у него в	1	4
11	в то время	3	4
12	в этом смысле	2	3
13	только в том	1	3
14	бы то ни	2	3
15	то что в	1	3
16	в том случае	1	3
17	во всяком случае	2	3
18	с одной стороны	2	3
19	в то же	3	3
20	в отличие от	2	3
21	само по себе	1	3
22	как мы видели	1	3
23	что и в	2	3
24	сводится к тому	1	2
25	само собой разумеется	1	2
26	на первый план	1	2
27	независимо от того	2	2
28	и в то	1	2
29	том случае если	1	2
30	в это время	2	2
31	то время как	2	2
32	так или иначе	3	2
33	в связи с	3	2
34	на себя внимание	5	2
35	с другой стороны	1	2
36	и в том	1	2
37	как мы знаем	1	2
38	обращает на себя	5	2
39	то же время	3	2
40	едва ли можно	3	2
41	к тому что	2	2
42	что весь этот	1	1
43	не имели никакого	1	1
44	чем отличается от	1	1
45	один ряд с	1	1
46	потому что в	1	1
47	в том же	1	1
48	до сих пор	2	1
49	возможна только при	1	1
50	он говорит о	1	1
51	в первую очередь	3	1
52	и не столь	1	1
53	сих пор не	1	1
54	как это было	1	1
55	что в нем	1	1
56	но и здесь	1	1
57	и в тех	1	1
58	можно было бы	2	1
59	одна из них	1	1
60	благодаря тому что	1	1
61	и вовсе не	1	1
62	кто из вас	2	1
63	и в философии	1	1
64	к нему же	1	1
65	в этой области	1	1
66	трудно представить себе	1	1
67	ни в одном	1	1
68	не только в	1	1
69	то ни было	2	1
70	не говоря уже	2	1
71	на этот раз	4	1
72	в один ряд	1	1
73	в хронологическом отношении	1	1
74	если не считать	1	1
75	как будто бы	1	1
76	всю свою жизнь	1	1
77	если они были	1	1
78	за всю свою	1	1
79	то что он	2	1
80	тем обстоятельством что	1	1
81	а вместе с	1	1
82	но уже в	1	1
83	в этом же	2	1
84	и от других	1	1
85	но об этом	1	1
86	едва ли в	1	1
87	речь шла о	1	1
88	с самого начала	1	1
89	но никак не	1	1
90	но все эти	1	1
91	в философии и	1	1
92	двадцати одного года	1	1
93	в самом деле	1	1
94	той или иной	1	1
95	этого не происходит	1	1
96	так что на	1	1
97	в том числе	3	1
98	философии и в	1	1
99	по этому вопросу	1	1
100	мало чем отличается	1	1
101	себя внимание отсутствие	1	1
102	для того чтобы	4	1
103	ее содержания и	1	1
104	это было у	1	1
