N	3gram	Medvedev_F_3	Istorich
1	и т д	6	22
2	не может быть	14	7
3	тем не менее	2	6
4	с другой стороны	5	5
5	до сих пор	1	5
6	мы увидим что	2	5
7	в большинстве случаев	4	4
8	с одной стороны	1	4
9	на то что	1	4
10	в том что	3	4
11	дело в том	2	3
12	по отношению к	3	3
13	то же самое	3	3
14	в связи с	4	3
15	друг с другом	1	3
16	о том что	1	3
17	но все же	1	3
18	можно было бы	1	3
19	в чистом виде	1	2
20	же обстоит дело	1	2
21	мере того как	1	2
22	так же обстоит	1	2
23	по мере того	1	2
24	в зависимости от	5	2
25	в этих случаях	1	2
26	бы то ни	4	2
27	вместе с тем	3	2
28	и тем не	1	2
29	так же как	1	2
30	то ни было	4	2
31	обстоит дело с	3	2
32	в отличие от	2	2
33	том что они	1	2
34	мы видели что	2	2
35	один и тот	1	2
36	мы не можем	2	2
37	с самого начала	1	2
38	и тот же	1	2
39	к тому чтобы	1	1
40	если бы в	1	1
41	что в этом	1	1
42	сводится к тому	1	1
43	и потому в	1	1
44	а иногда и	1	1
45	иметь в виду	1	1
46	какой бы то	1	1
47	да и не	2	1
48	могут быть выделены	1	1
49	ни к каким	1	1
50	равно как и	2	1
51	подобно тому как	4	1
52	в этом смысле	2	1
53	о том как	2	1
54	в этом случае	1	1
55	в нем и	2	1
56	для нас важны	1	1
57	они не могут	1	1
58	сами по себе	2	1
59	можно говорить о	1	1
60	друг на друга	1	1
61	но оно не	1	1
62	это значило бы	1	1
63	на самом же	2	1
64	только то что	2	1
65	и т п	5	1
66	только тем что	1	1
67	в противном случае	1	1
68	может быть только	2	1
69	что там где	1	1
70	и между ними	2	1
71	в значительной степени	1	1
72	в это время	1	1
73	а не только	1	1
74	именно потому что	2	1
75	мы знаем не	1	1
76	не только в	1	1
77	она никогда не	1	1
78	т е с	2	1
79	так и по	1	1
80	это не так	1	1
81	так и с	1	1
82	связаны между собой	1	1
83	а не как	1	1
84	не в том	1	1
85	это не значит	1	1
86	со стороны его	2	1
87	мы не найдем	1	1
88	но так как	1	1
89	самом же деле	2	1
90	глубока и широка	1	1
91	лишь тогда когда	2	1
92	но столь же	1	1
93	только в связи	1	1
94	и даже в	1	1
95	никогда не может	1	1
96	того или иного	1	1
97	а для нас	1	1
98	не только на	1	1
99	но и здесь	1	1
100	смысле этого слова	2	1
101	вследствие этого и	1	1
102	работа никогда не	1	1
103	к тому что	2	1
104	не входят в	1	1
105	тех или иных	1	1
106	и в нем	1	1
107	то же что	2	1
108	дело не в	2	1
109	для того чтобы	4	1
110	сказка как таковая	1	1
111	в этом отношении	3	1
112	мы еще не	1	1
113	до известной степени	2	1
