N	2gram	Bakhtin_Fr_1	Psycholo
1	то что	3	32
2	и в	65	31
3	в том	16	30
4	то есть	45	26
5	что в	3	23
6	может быть	6	22
7	при этом	6	19
8	так как	6	18
9	не может	3	17
10	как и	5	16
11	том что	6	16
12	и не	22	16
13	точки зрения	7	15
14	искусства и	6	15
15	только в	7	14
16	не только	10	13
17	что и	1	13
18	а не	1	13
19	мы не	1	12
20	в этом	15	12
21	в самом	4	11
22	не в	4	11
23	в области	7	11
24	могут быть	2	11
25	в сущности	16	10
26	на то	1	10
27	того что	2	10
28	потому что	5	10
29	самом деле	3	9
30	по себе	1	9
31	как в	5	9
32	никогда не	6	8
33	что мы	2	8
34	все это	9	8
35	во всяком	1	8
36	сказать что	6	7
37	того чтобы	1	7
38	и его	10	7
39	о том	2	7
40	есть в	5	7
41	что он	3	7
42	из этих	2	6
43	для того	1	6
44	было бы	1	6
45	в его	9	6
46	всяком случае	1	6
47	вовсе не	18	6
48	и даже	8	6
49	одной стороны	2	6
50	до конца	2	6
51	в эстетике	1	5
52	то же	1	5
53	в ее	3	5
54	с одной	2	5
55	в целом	2	5
56	несмотря на	2	5
57	она не	1	5
58	в то	1	5
59	в процессе	2	5
60	не является	3	5
61	для нас	4	5
62	с другой	3	5
63	мы видим	2	5
64	в какой	1	5
65	был бы	1	5
66	совершенно не	4	5
67	как бы	22	5
68	все же	6	5
69	и для	2	5
70	для выражения	1	5
71	формы и	7	5
72	и все	5	5
73	говорит что	1	5
74	другой стороны	1	5
75	мы имеем	1	4
76	в которой	1	4
77	совпадает с	1	4
78	в виду	3	4
79	у него	1	4
80	отличие от	5	4
81	в последнее	1	4
82	в себе	3	4
83	и если	1	4
84	в совершенно	1	4
85	одна из	1	4
86	совершенно правильно	1	4
87	у нас	1	4
88	к тому	2	4
89	те же	1	4
90	со стороны	1	4
91	прежде всего	11	4
92	между тем	5	4
93	один из	1	4
94	для всех	1	4
95	и у	6	4
96	там где	1	4
97	и так	2	4
98	как это	1	4
99	искусства как	1	4
100	в результате	1	4
101	в этих	2	4
102	в искусстве	3	4
103	и другие	8	4
104	в своих	5	4
105	к этому	1	4
106	речь идет	1	3
107	например в	2	3
108	это и	1	3
109	на деле	1	3
110	собственном смысле	1	3
111	социальной и	1	3
112	из которых	1	3
113	в которых	1	3
114	именно эти	2	3
115	но не	2	3
116	с этим	1	3
117	в своем	8	3
118	хотя и	2	3
119	что по	1	3
120	и к	4	3
121	но в	14	3
122	в произведении	1	3
123	уже в	1	3
124	в этой	4	3
125	им в	1	3
126	его и	1	3
127	тому же	1	3
128	и вот	2	3
129	и по	2	3
130	тому чтобы	1	3
131	может стать	1	3
132	в своей	5	3
133	представление о	1	3
134	в отличие	4	3
135	точку зрения	1	3
136	чистом виде	1	3
137	мысли в	1	3
138	во всем	2	3
139	что на	1	3
140	все то	1	3
141	не могут	3	3
142	чтобы показать	1	3
143	что при	1	3
144	и это	2	3
145	что все	1	3
146	в собственном	1	3
147	роль в	2	3
148	так и	10	3
149	он не	2	3
150	в частности	5	3
151	который в	1	3
152	нашего исследования	1	3
