N	3gram	Tiupa_Anal_1	KulturaY
1	и т п	3	24
2	в том что	9	10
3	с точки зрения	4	8
4	для того чтобы	3	8
5	в самом деле	2	7
6	с другой стороны	2	7
7	по крайней мере	1	6
8	в этом смысле	1	5
9	во всяком случае	1	5
10	в зависимости от	1	4
11	не только в	1	4
12	не может быть	16	4
13	большей или меньшей	4	3
14	точки зрения в	1	3
15	в этом отношении	2	3
16	в большей или	1	3
17	или меньшей степени	1	3
18	в связи с	1	3
19	то же время	6	3
20	в то же	8	3
21	не говоря уже	1	2
22	в соответствии с	1	2
23	по себе они	1	2
24	только в том	1	2
25	говоря уже о	1	2
26	том случае если	1	2
27	с этой точки	1	2
28	то или иное	1	2
29	вместе с тем	1	2
30	в том случае	1	2
31	дело не в	1	2
32	в отличие от	6	2
33	это всего лишь	1	2
34	в свое время	2	2
35	в широком смысле	2	2
36	этой точки зрения	1	2
37	в свою очередь	1	2
38	того или иного	3	2
39	и в самом	1	2
40	в конечном счете	4	2
41	широком смысле этого	1	2
42	в особенности же	1	2
43	отнюдь не только	1	1
44	в виду не	1	1
45	состоит в том	3	1
46	а не с	1	1
47	прежде всего в	1	1
48	могла бы послужить	1	1
49	в этом последнем	1	1
50	в том и	2	1
51	отвечает на вопрос	1	1
52	можно утверждать что	1	1
53	до сих пор	1	1
54	на точку зрения	1	1
55	сам по себе	1	1
56	бы то ни	3	1
57	виду не только	1	1
58	состоит не в	1	1
59	в последние десятилетия	1	1
60	какой бы то	2	1
61	не сам по	1	1
62	в той мере	2	1
63	том или ином	3	1
64	тех пор пока	1	1
65	и той же	1	1
66	и не в	4	1
67	только для того	1	1
68	и в частности	1	1
69	не только такие	1	1
70	в том или	2	1
71	в данном случае	2	1
72	сами по себе	2	1
73	то ни было	3	1
74	в самом тексте	1	1
75	с одной стороны	3	1
76	смысле этого слова	1	1
77	не более чем	4	1
78	в известном смысле	1	1
79	не могут быть	2	1
80	по природе своей	2	1
81	в противном случае	1	1
82	не в том	3	1
83	мере в какой	2	1
84	есть не что	3	1
85	до тех пор	1	1
86	в том чтобы	7	1
87	то что мы	1	1
88	как и в	1	1
89	лишь в том	3	1
90	о том что	3	1
91	здесь не более	1	1
92	еще не решает	1	1
93	что иное как	5	1
94	который не может	1	1
95	к тому что	1	1
96	одной и той	1	1
97	в силу своей	2	1
98	не что иное	4	1
99	той мере в	2	1
100	тех или иных	2	1
101	в данный момент	1	1
102	языка но в	1	1
103	к тому же	4	1
104	только тогда когда	1	1
105	не должен быть	2	1
106	также и в	1	1
