N	2gram	Bakhtin_Fr_4	Problema
1	и в	29	30
2	в своей	5	22
3	то есть	21	21
4	не только	10	18
5	то что	4	18
6	в этом	11	17
7	том что	3	17
8	и даже	3	14
9	людей и	1	13
10	таким образом	20	13
11	но и	9	13
12	потому что	1	13
13	также и	4	12
14	о том	2	12
15	в его	8	12
16	в том	7	12
17	и не	16	12
18	в своем	3	11
19	у него	5	11
20	в этой	13	10
21	в виде	1	10
22	для нас	1	10
23	точки зрения	4	10
24	все же	3	9
25	на земле	1	9
26	но в	12	9
27	и вообще	1	9
28	только в	2	9
29	и все	13	9
30	сказать что	5	9
31	хотя и	2	8
32	с точки	2	8
33	в конце	9	8
34	вовсе не	9	8
35	но не	2	7
36	как и	12	7
37	никогда не	2	7
38	связи с	2	7
39	у нас	1	7
40	здесь не	3	7
41	в дальнейшем	3	7
42	так и	11	7
43	что он	4	7
44	до нас	2	7
45	мы находим	1	7
46	может быть	2	7
47	говорит о	1	7
48	в связи	1	7
49	подобного рода	2	7
50	в результате	4	7
51	и на	11	6
52	тут же	1	6
53	и как	3	6
54	в нем	5	6
55	при помощи	1	6
56	его в	9	6
57	и его	8	6
58	можно сказать	1	6
59	и что	1	6
60	что и	1	6
61	уже не	2	6
62	так как	7	6
63	с другой	4	6
64	прежде всего	8	6
65	как бы	8	6
66	и для	2	6
67	конце концов	4	6
68	другой стороны	3	6
69	и то	2	5
70	в году	3	5
71	в которой	4	5
72	за это	1	5
73	в силу	1	5
74	и с	9	5
75	он и	5	5
76	еще в	1	5
77	но он	6	5
78	и о	5	5
79	людей в	1	5
80	что у	3	5
81	и у	2	5
82	и их	3	5
83	мы можем	3	5
84	не может	2	5
85	так же	7	5
86	как раз	2	5
87	будто бы	1	5
88	в самом	1	5
89	что в	1	5
90	человека и	1	4
91	того же	5	4
92	и он	1	4
93	и к	2	4
94	в себе	3	4
95	при этом	3	4
96	но все	1	4
97	же не	2	4
98	об этом	1	4
99	ни в	2	4
100	не мог	2	4
101	в то	10	4
102	но даже	1	4
103	и сам	3	4
104	нас в	1	4
105	или в	2	4
106	в качестве	3	4
107	даже и	2	4
108	далеко не	5	4
109	еще и	7	4
110	а с	1	4
111	нового времени	2	4
112	в частности	3	4
113	этот мотив	1	4
114	и вполне	3	4
115	людей но	2	4
116	под названием	1	4
117	жизни в	2	4
118	из этого	2	4
119	смысле слова	1	3
120	и людей	1	3
121	время как	1	3
122	в виду	2	3
123	в ней	3	3
124	еще не	4	3
125	он сам	1	3
126	в ее	3	3
127	что они	2	3
128	в противоположность	1	3
129	он в	1	3
130	бы не	2	3
131	с одной	2	3
132	он не	3	3
133	знает что	1	3
134	нас не	1	3
135	в отношении	1	3
136	но только	2	3
137	в самой	1	3
138	не столь	1	3
139	как будто	2	3
140	в духе	1	3
141	то время	2	3
142	жизнь и	4	3
143	в эпоху	15	3
144	с ним	2	3
145	только и	1	3
146	а также	2	3
147	все в	2	3
148	к нему	3	3
149	все время	3	3
150	того что	3	3
151	тот же	3	3
152	в одном	1	3
153	в других	2	3
154	для того	3	3
155	именно в	2	3
156	одной стороны	2	3
157	жизнь в	1	3
158	мира в	1	3
159	о котором	1	3
160	еще более	1	3
161	и другие	2	3
162	перейти к	1	3
163	он считает	1	2
164	жил в	1	2
165	самом деле	1	2
166	характерное для	1	2
167	и до	5	2
168	поэтому и	5	2
169	то же	10	2
170	и за	3	2
171	мы не	1	2
172	и тут	1	2
173	равно как	1	2
174	и был	1	2
175	это время	1	2
176	в таком	1	2
177	все эти	9	2
178	в чем	3	2
179	что люди	1	2
180	не все	1	2
181	отношение к	1	2
182	на то	1	2
183	с античными	1	2
184	в одной	2	2
185	как в	2	2
186	кроме того	2	2
187	время это	2	2
188	античной мифологии	1	2
189	раз в	2	2
190	борьбы с	1	2
191	на его	2	2
192	которого и	1	2
193	прежде чем	1	2
194	или иных	1	2
195	его на	1	2
196	которого не	1	2
197	это не	5	2
198	по всему	2	2
199	в них	7	2
200	о своем	2	2
201	и тогда	1	2
202	со всей	1	2
203	раз и	1	2
204	бы на	2	2
205	бога в	1	2
206	и без	1	2
207	на месте	1	2
208	в котором	2	2
209	страха и	1	2
210	в атмосфере	6	2
211	дело в	2	2
212	на него	1	2
213	того чтобы	3	2
214	ничего не	1	2
215	при всем	1	2
216	он хочет	1	2
217	по своей	3	2
218	тем что	4	2
219	уже и	2	2
220	за ними	1	2
221	это конечно	2	2
222	его за	1	2
223	к тому	2	2
224	как мы	10	2
225	данном случае	1	2
226	всей своей	1	2
227	можно было	1	2
228	за то	1	2
229	он был	2	2
230	от них	1	2
231	здесь в	6	2
232	находим и	1	2
233	что здесь	3	2
234	и земли	2	2
235	или же	1	2
236	по этому	1	2
237	именно на	1	2
238	со всеми	1	2
239	есть в	2	2
240	конечно не	4	2
241	уже в	2	2
242	и они	3	2
243	из них	6	2
244	и делает	1	2
245	на свое	1	2
246	до сих	1	2
247	вообще и	1	2
248	власти и	2	2
249	в трех	2	2
250	с помощью	4	2
251	в данном	1	2
252	да и	2	2
253	в первой	1	2
254	в это	1	2
255	с этой	1	2
256	сих пор	1	2
257	только для	4	2
258	один из	4	2
259	важно то	1	2
260	тех или	1	2
261	этот образ	4	2
262	мира и	4	2
263	всякого рода	2	2
264	у которого	1	2
265	не будет	1	2
266	в свою	1	2
267	жизни и	4	2
268	к этому	2	2
269	все что	1	2
270	том числе	3	2
271	они не	2	2
272	и наткнулись	1	1
273	отношения к	1	1
274	xvii века	1	1
275	дел и	1	1
276	людей на	1	1
277	на самом	4	1
278	это и	5	1
279	и есть	4	1
280	победы над	1	1
281	мы встречаем	1	1
282	из его	1	1
283	мать и	1	1
284	в их	2	1
285	мы уже	10	1
286	а как	2	1
287	и свой	1	1
288	всего только	1	1
289	на место	1	1
290	всех людей	1	1
291	их с	2	1
292	под ним	1	1
293	не вполне	1	1
294	жизни как	1	1
295	и ее	1	1
296	они были	3	1
297	и самой	1	1
298	жизни это	1	1
299	слова при	1	1
300	характерную для	1	1
301	ту эпоху	2	1
302	с его	4	1
303	только после	1	1
304	не без	1	1
305	указание на	1	1
306	и всего	1	1
307	то он	2	1
308	силы и	1	1
309	же она	1	1
310	что было	1	1
311	если в	2	1
312	писатели и	1	1
313	у них	3	1
314	из крови	1	1
315	первый взгляд	1	1
316	концов не	1	1
317	с этим	1	1
318	для всех	1	1
319	ко всякого	1	1
320	это был	2	1
321	жизни они	1	1
322	перед нами	4	1
323	этом же	1	1
324	что по	1	1
325	и наконец	2	1
326	его к	2	1
327	в этот	1	1
328	то в	3	1
329	поэтому он	1	1
330	он дал	1	1
331	оттого что	3	1
332	истины и	1	1
333	бы и	1	1
334	что это	5	1
335	в нашем	4	1
336	едва не	1	1
337	в тех	1	1
338	право на	1	1
339	рассказ о	1	1
340	своем романе	2	1
341	от наводнения	1	1
342	говорят о	1	1
343	и если	1	1
344	что она	1	1
345	главным образом	1	1
346	после этого	2	1
347	когда все	1	1
348	ряд своих	1	1
349	всех этих	3	1
350	эта последняя	1	1
351	и вот	3	1
352	i в	1	1
353	мало того	1	1
354	костер на	1	1
355	и по	5	1
356	в образе	4	1
357	так например	1	1
358	мифологии и	1	1
359	из-за этого	2	1
360	они должны	1	1
361	лишь за	1	1
362	об этой	1	1
363	но сначала	1	1
364	всех форм	1	1
365	времени и	2	1
366	г в	1	1
367	входит в	1	1
368	по природе	1	1
369	сейчас в	1	1
370	и дает	2	1
371	с начала	3	1
372	весь мир	5	1
373	знаком с	1	1
374	будущего и	1	1
375	тела в	2	1
376	же образом	1	1
377	были в	4	1
378	эту тему	1	1
379	литературе как	1	1
380	для тех	1	1
381	такой же	3	1
382	на первый	2	1
383	себе с	1	1
384	и при	2	1
385	что такое	1	1
386	эта тема	1	1
387	очага у	1	1
388	не столько	2	1
389	представлением об	1	1
390	не как	1	1
391	первым и	1	1
392	своего рода	6	1
393	что я	2	1
394	нельзя было	1	1
395	в ходу	1	1
396	все это	4	1
397	их в	2	1
398	и под	2	1
399	даже в	1	1
400	и очень	1	1
401	можно ли	1	1
402	вплоть до	1	1
403	что эта	1	1
404	самого начала	3	1
405	о чем	2	1
406	на котором	2	1
407	противоречии с	1	1
408	которого он	1	1
409	ведь не	1	1
410	совершенно правильно	1	1
411	чем не	1	1
412	он мог	1	1
413	правда в	1	1
414	именно с	1	1
415	мифе о	1	1
416	у этого	1	1
417	и весь	1	1
418	же время	8	1
419	как она	1	1
420	во всем	1	1
421	ему и	1	1
422	сообщает что	1	1
423	качества человека	1	1
424	изображается как	1	1
425	ему в	1	1
426	это новое	1	1
427	ж с	1	1
428	и оно	1	1
429	века однако	1	1
430	в городе	1	1
431	и должно	1	1
432	и полной	1	1
433	к огню	1	1
434	как человек	1	1
435	в очень	1	1
436	на это	1	1
437	где он	2	1
438	правда не	1	1
439	и это	2	1
440	с братом	1	1
441	с ее	3	1
442	он вовсе	1	1
443	и образ	1	1
444	и этим	2	1
445	с самого	3	1
446	это для	1	1
447	свободу и	1	1
448	значение в	1	1
449	легенды о	1	1
450	признаки его	1	1
451	на нее	1	1
452	те же	1	1
453	в борьбе	1	1
454	имеется в	3	1
455	поэтому в	2	1
456	со стороны	2	1
457	известное нам	1	1
458	образ этот	1	1
459	как высокая	1	1
460	это понимание	1	1
461	и здесь	3	1
462	но к	1	1
463	другими словами	2	1
464	все прочие	1	1
465	в риме	1	1
466	притом в	1	1
467	весь этот	2	1
468	плане в	1	1
469	заключительная фраза	1	1
470	все на	1	1
471	из глаз	1	1
472	ее от	1	1
473	новое в	1	1
474	не видел	1	1
475	в другой	2	1
476	из одних	1	1
477	которых он	2	1
478	в него	1	1
479	в италии	1	1
480	то все	1	1
481	заменен здесь	1	1
482	тех пор	1	1
483	но с	1	1
484	одной из	2	1
485	уже упоминали	1	1
486	мы прежде	1	1
487	мы увидим	2	1
488	очень много	1	1
489	и так	3	1
490	и такое	1	1
491	плодородия и	1	1
492	с одного	1	1
493	женщина в	2	1
494	же и	3	1
495	в большинстве	6	1
496	только на	1	1
497	v и	1	1
498	него и	1	1
499	на этих	1	1
500	каким образом	1	1
501	а он	1	1
502	большинстве случаев	5	1
503	и других	3	1
504	у того	1	1
505	на эту	3	1
506	связывается с	1	1
507	с похищением	1	1
508	к своим	1	1
509	здесь мы	1	1
510	был бы	1	1
511	в новом	2	1
512	здесь перед	1	1
513	ее не	1	1
514	тому же	1	1
515	как его	1	1
516	женщины в	3	1
517	такой точки	1	1
518	этом отношении	1	1
519	одежду и	1	1
520	от того	1	1
521	характерны для	1	1
522	в форме	1	1
523	средних веков	3	1
524	момент в	1	1
525	нет и	1	1
526	без всякой	1	1
527	причем сам	1	1
528	о своей	2	1
529	конце этой	1	1
530	и создавал	1	1
531	чем он	1	1
532	в природе	1	1
533	в год	1	1
534	и др	4	1
535	старое и	3	1
536	превращается в	3	1
537	смысла и	1	1
538	и стал	1	1
539	он только	1	1
540	до конца	5	1
541	и самый	1	1
542	не на	2	1
543	в ту	2	1
544	старого мира	3	1
545	человек в	1	1
546	когда же	2	1
547	людьми и	1	1
548	и вовсе	1	1
549	на этой	2	1
550	на фоне	1	1
551	но оно	2	1
552	и она	1	1
553	и потому	1	1
554	и кричать	1	1
555	и глубоко	1	1
556	в сборнике	1	1
557	голова его	1	1
558	есть на	1	1
559	в литературе	4	1
560	с тех	1	1
561	из этой	1	1
562	там где	3	1
563	и судьбы	1	1
564	на свете	2	1
565	наткнулись на	1	1
566	что из	2	1
567	но это	4	1
568	совершенно новое	1	1
569	между прочим	2	1
570	числе и	2	1
571	и молодого	1	1
572	свою роль	3	1
573	которые были	1	1
574	под влиянием	1	1
575	фигуры и	1	1
576	в более	1	1
577	в мировой	1	1
578	и от	1	1
579	или какие-нибудь	1	1
580	уже известное	1	1
581	от него	1	1
582	не должен	1	1
583	только что	1	1
584	не носят	1	1
585	здесь только	2	1
586	с ними	3	1
587	всего мира	1	1
588	в романе	10	1
589	состоит из	1	1
590	его таким	1	1
591	к его	1	1
592	но когда	1	1
593	почему он	1	1
594	всех других	1	1
595	только о	1	1
596	а я	1	1
597	создать образ	1	1
598	в своих	2	1
599	это в	2	1
