N	2gram	Vygotskiy__7	Problemy
1	и в	26	43
2	и не	18	29
3	может быть	7	23
4	как бы	6	22
5	не может	11	18
6	как и	15	14
7	но и	11	14
8	и т	1	13
9	в этом	29	13
10	точки зрения	28	13
11	что он	8	13
12	в нем	2	12
13	в одном	1	12
14	слова в	5	12
15	слова и	10	12
16	не только	24	11
17	не в	4	11
18	по себе	3	11
19	но в	4	10
20	как мы	14	10
21	в его	4	10
22	прежде всего	7	10
23	в сущности	9	9
24	еще не	4	9
25	он не	3	9
26	слово и	9	9
27	никогда не	4	9
28	в большинстве	2	9
29	то же	8	8
30	слово не	2	8
31	лишь в	2	8
32	для него	3	8
33	с точки	21	8
34	и его	12	8
35	большинстве случаев	2	8
36	или в	2	8
37	перед нами	2	7
38	в самом	9	7
39	в то	3	7
40	слова с	4	7
41	в другом	1	7
42	до сих	3	7
43	устную речь	1	7
44	а не	6	7
45	что же	2	7
46	сих пор	3	7
47	то что	24	7
48	и наконец	4	6
49	так сказать	1	6
50	при этом	1	6
51	не как	1	6
52	в этих	2	6
53	что я	1	6
54	здесь не	1	6
55	приводит к	4	6
56	о нем	1	6
57	в том	18	6
58	в котором	4	6
59	у него	1	6
60	в речь	2	6
61	и все	1	6
62	м б	1	6
63	сам по	1	5
64	самом деле	6	5
65	к другому	3	5
66	и он	2	5
67	но не	3	5
68	по отношению	6	5
69	хотя и	1	5
70	в себе	9	5
71	все эти	6	5
72	но ведь	1	5
73	на то	4	5
74	таким образом	23	5
75	и с	5	5
76	было бы	6	5
77	в слове	11	5
78	это слово	1	5
79	у меня	1	5
80	в речи	5	5
81	о том	4	5
82	никак не	5	5
83	и что	6	5
84	к нему	3	5
85	слов и	2	5
86	мы увидим	1	5
87	так что	4	5
88	вовсе не	2	5
89	в той	4	5
90	все это	3	5
91	бы в	5	5
92	а в	2	5
93	отношению к	5	5
94	и до	2	4
95	а как	1	4
96	мы не	7	4
97	я не	3	4
98	во всех	6	4
99	отличие от	2	4
100	сама по	1	4
101	там где	1	4
102	в своем	1	4
103	если же	2	4
104	может стать	1	4
105	видеть и	1	4
106	в них	1	4
107	должно быть	2	4
108	во время	2	4
109	в своей	3	4
110	в отличие	2	4
111	но он	2	4
112	их в	1	4
113	том же	2	4
114	как его	1	4
115	в самой	3	4
116	или как	1	4
