N	2gram	Tiupa_Narr_1	Myslijsy
1	потому что	5	49
2	для нас	1	31
3	то есть	9	30
4	и в	11	24
5	в душе	1	23
6	может быть	15	23
7	в сознании	4	23
8	то что	9	20
9	и не	23	19
10	в том	8	18
11	а не	13	18
12	что в	3	16
13	не только	31	15
14	по себе	4	15
15	того же	1	14
16	при этом	19	13
17	в слове	3	13
18	не в	6	13
19	то же	8	12
20	но не	4	12
21	мы можем	2	12
22	не может	8	12
23	мы не	3	11
24	таким образом	1	11
25	вместе с	2	11
26	если бы	7	11
27	что и	1	11
28	что мы	2	11
29	только в	12	11
30	тогда как	10	10
31	как в	4	10
32	в себе	6	10
33	для него	4	10
34	так как	1	10
35	в нем	4	9
36	то и	1	9
37	но и	27	9
38	как бы	6	9
39	точно так	1	9
40	и на	5	8
41	а только	1	8
42	в этом	12	8
43	более или	1	8
44	том что	7	8
45	или менее	1	8
46	могут быть	1	8
47	а в	13	8
48	в чем	2	7
49	во всех	1	7
50	с этим	1	7
51	как и	13	7
52	всяком случае	2	7
53	того как	1	7
54	прежде всего	4	7
55	сами по	2	7
56	тем что	1	7
57	того что	4	7
58	во всяком	2	7
59	и т	1	6
60	между двумя	5	6
61	и как	3	6
62	и того	2	6
63	одного и	1	6
64	тем не	3	6
65	в то	4	6
66	не имеет	2	6
67	связи с	2	6
68	свою очередь	2	6
69	между тем	3	6
70	и только	2	6
71	не можем	1	6
72	в одном	4	6
73	с другой	2	6
74	не было	3	6
75	в свою	2	6
76	по поводу	1	6
77	человеческой речи	1	5
78	если б	1	5
79	столь же	5	5
80	все же	4	5
81	уже в	1	5
82	бы не	1	5
83	на то	2	5
84	и уже	1	5
85	не менее	3	5
86	по крайней	1	5
87	и наоборот	1	5
88	с ним	2	5
89	судя по	1	5
90	так и	5	5
91	по мере	2	5
92	о том	4	5
93	с другими	1	5
94	а потому	1	5
95	крайней мере	1	5
96	тот же	1	5
97	бы ни	1	5
98	слова в	4	5
99	из них	4	5
100	для того	3	5
101	что не	2	5
102	или не	4	5
103	же в	2	5
104	в которой	1	5
105	сам по	1	4
106	в самом	6	4
107	еще не	4	4
108	но в	7	4
109	уже не	8	4
110	из этих	4	4
111	как он	1	4
112	так сказать	2	4
113	главным образом	1	4
114	заключает в	2	4
115	в нее	1	4
116	с тем	1	4
117	в котором	1	4
118	сих пор	2	4
119	стало быть	3	4
120	они не	1	4
121	тем самым	5	4
122	подобно тому	3	4
123	одна из	4	4
124	мере того	1	4
125	и сами	1	4
126	так в	4	4
127	никогда не	4	4
128	предмета и	1	4
129	что он	3	4
130	с одной	1	4
131	которые могут	1	4
132	до сих	2	4
133	там где	1	4
134	если не	2	4
135	в человеке	1	4
136	тому как	3	4
137	во время	1	4
138	в таком	2	4
139	говоря о	1	3
140	например в	1	3
141	и то	3	3
142	тем же	2	3
143	той же	1	3
144	полагает что	1	3
145	но даже	1	3
146	не совсем	1	3
147	если в	2	3
148	со стороны	8	3
149	которые не	1	3
150	хотя и	4	3
151	что это	1	3
152	в целом	3	3
153	во многих	1	3
154	что она	1	3
155	т д	1	3
156	слова а	1	3
157	не как	1	3
158	в человеческой	1	3
159	так например	1	3
160	человека в	2	3
161	могла бы	1	3
162	них не	1	3
163	его в	1	3
164	это не	3	3
165	и тем	4	3
166	далеко не	1	3
167	и тогда	2	3
168	в этих	2	3
169	но во	1	3
170	ни было	1	3
171	быть не	3	3
172	того кто	2	3
173	в ней	4	3
174	и притом	2	3
175	которых мы	1	3
176	только от	2	3
177	об одном	1	3
178	оно не	2	3
179	как не	1	3
180	не с	1	3
181	мог бы	1	3
182	том как	1	3
183	и вообще	1	3
184	которые мы	1	3
185	вслед за	1	3
186	которое мы	1	3
187	и у	1	3
188	это будет	1	3
189	что на	4	3
190	что для	1	3
191	одной стороны	1	3
192	слова и	1	3
193	но это	1	3
194	и для	2	3
195	и от	2	3
196	то не	1	3
197	и все	3	3
198	только что	2	3
199	с ними	2	3
200	все что	2	3
201	на предмет	1	2
202	самом деле	3	2
203	на самом	1	2
204	и есть	1	2
205	на две	2	2
206	которое может	1	2
207	боль в	1	2
208	с его	4	2
209	тем как	1	2
210	не то	1	2
211	только потому	1	2
212	что за	1	2
213	значение и	1	2
214	не все	1	2
215	с которыми	1	2
216	по отношению	3	2
217	его на	1	2
