N	2gram	Bakhtin_sl_2	Problema
1	и в	39	44
2	вовсе не	10	37
3	и не	22	35
4	то есть	26	34
5	может быть	37	28
6	по себе	5	25
7	не просто	1	23
8	то что	2	23
9	в том	5	21
10	только в	5	19
11	а не	14	18
12	в этом	16	17
13	также и	2	16
14	даже и	4	16
15	для нас	5	16
16	сказать что	3	16
17	не только	24	14
18	и даже	7	14
19	и т	35	13
20	то же	4	13
21	т д	2	13
22	не в	9	13
23	в символе	1	13
24	но в	6	12
25	том что	5	12
26	той или	5	12
27	не является	1	11
28	отнюдь не	1	10
29	так и	15	10
30	как и	6	10
31	тем не	1	10
32	не менее	4	10
33	в виду	1	10
34	но и	21	10
35	в нем	19	9
36	и с	9	9
37	художественный образ	4	9
38	это не	5	9
39	и тем	1	9
40	в то	4	9
41	и это	1	9
42	символ не	1	9
43	никак не	1	9
44	в его	7	9
45	что и	3	9
46	что он	2	9
47	так как	4	9
48	в данном	2	9
49	как бы	7	9
50	таким образом	8	9
51	и от	3	9
52	во всяком	3	9
53	смысле слова	1	8
54	сама по	3	8
55	перед нами	3	8
56	в себе	2	8
57	он не	2	8
58	ни в	4	8
59	но это	3	8
60	только и	2	8
61	как раз	1	8
62	связи с	3	8
63	как мы	7	8
64	здесь не	4	8
65	того что	1	8
66	или иной	5	8
67	а именно	2	8
68	что в	3	8
69	это и	2	7
70	мы не	2	7
71	в связи	2	7
72	все эти	6	7
73	художественным образом	1	7
74	с ним	7	7
75	и что	1	7
76	с другой	5	7
77	уже не	5	7
78	мы находим	1	7
79	не может	20	7
80	и потому	7	7
81	здесь только	1	7
82	в целом	1	6
83	все же	6	6
84	и к	6	6
85	о том	2	6
86	у пушкина	1	6
87	того или	1	6
88	никогда не	7	6
89	для этого	4	6
90	другими словами	1	6
91	можно сказать	1	6
92	и только	1	6
93	всяком случае	2	6
94	сами по	1	6
95	мы можем	1	6
96	в виде	2	6
97	жизни и	6	6
98	и есть	1	5
99	есть не	1	5
100	еще не	7	5
101	значение и	1	5
102	за пределы	2	5
103	в своем	6	5
104	хотя и	2	5
105	в нашем	2	5
106	есть именно	1	5
107	и сам	1	5
108	от художественного	1	5
109	точки зрения	8	5
110	в своей	1	5
111	как о	2	5
112	и символ	1	5
113	тех или	1	5
114	и его	33	5
115	и о	1	5
116	в ней	3	5
117	и здесь	2	5
118	с той	1	5
119	только на	1	5
120	гораздо более	1	5
121	или даже	3	5
122	в конце	1	5
123	не было	2	5
124	этом случае	6	5
125	как в	13	5
126	да и	1	5
127	этого слова	1	5
128	все это	16	5
129	быть очень	3	5
130	а в	4	5
131	другой стороны	1	5
132	в таком	4	5
133	мы уже	2	4
134	он сам	1	4
135	в чем	3	4
136	но как	2	4
137	чем же	1	4
138	могли бы	1	4
139	при этом	7	4
140	на первый	1	4
141	и без	1	4
142	дело в	2	4
143	и притом	1	4
144	только с	2	4
145	или иных	1	4
146	отличается от	2	4
147	языка и	9	4
148	всякого рода	1	4
149	же и	2	4
150	тем что	1	4
151	нас в	1	4
152	мы говорим	1	4
153	дело здесь	1	4
154	или в	2	4
155	а также	3	4
156	отношения к	4	3
157	и значение	1	3
158	говорить о	3	3
159	и ее	1	3
160	но не	6	3
161	кроме того	2	3
162	и как	3	3
163	в самом	1	3
164	в этой	1	3
165	говорят о	1	3
166	на то	1	3
167	одно и	1	3
168	но все	5	3
169	оно всегда	1	3
170	значение в	2	3
171	об этом	1	3
172	его в	4	3
173	с другими	4	3
174	только о	2	3
175	но уже	1	3
176	он является	1	3
177	о которых	1	3
178	все равно	1	3
179	себе как	2	3
180	этого произведения	1	3
181	не значит	1	3
182	что такое	1	3
183	себе а	1	3
184	но эта	2	3
185	бы быть	1	3
186	в таких	1	3
187	человека но	1	3
188	на себе	1	3
189	чем не	2	3
190	ничего не	1	3
191	на которую	1	3
192	как только	1	3
193	если же	1	3
194	она не	6	3
195	без всякого	2	3
196	с собой	1	3
197	действительность и	1	3
198	или как	4	3
199	во всей	1	3
200	может иметь	3	3
201	быть и	3	3
202	в качестве	1	3
203	уже в	2	3
204	а это	1	3
205	для него	7	3
206	случае не	1	3
207	отличие от	13	3
208	говорим о	1	3
209	здесь в	3	3
210	прежде всего	8	3
211	именно так	1	3
212	его как	2	3
213	но оно	2	3
214	в той	4	3
215	слова и	8	3
216	в условиях	1	3
217	поэтический образ	1	3
218	и все	5	3
219	из себя	3	3
220	и ни	2	3
221	ни к	2	3
222	хотя бы	3	3
223	же в	1	3
224	или иного	1	3
225	символа в	1	3
226	и другие	2	3
227	того же	1	2
228	и до	1	2
229	поэтому и	4	2
230	и могут	1	2
231	его не	4	2
232	в самих	1	2
233	любого языка	1	2
234	литературы и	1	2
235	быть в	1	2
236	не был	2	2
237	во всех	12	2
238	бы она	1	2
239	эту действительность	1	2
240	совсем не	1	2
241	то он	1	2
242	с этим	2	2
243	и нет	2	2
244	с нею	1	2
245	для ее	1	2
246	что слово	1	2
247	он в	1	2
248	с их	3	2
249	нами в	1	2
250	бы только	2	2
251	когда это	1	2
252	а вовсе	2	2
253	время и	1	2
254	но именно	1	2
255	художественном образе	2	2
256	слова а	1	2
257	всех этих	4	2
258	ни была	1	2
259	широком смысле	1	2
260	из него	2	2
261	и может	1	2
262	в другом	2	2
263	зрения на	2	2
264	а как	1	2
265	есть образ	1	2
266	например и	1	2
267	на основании	1	2
268	в слове	6	2
269	мы видели	2	2
270	нисколько не	1	2
271	в этих	7	2
272	и при	2	2
273	образ а	1	2
274	этого необходимо	1	2
275	первый план	1	2
276	с точки	3	2
277	в их	2	2
278	мы говорили	1	2
279	не столько	3	2
280	в отличие	12	2
281	от его	1	2
282	мы теперь	1	2
283	заставляет нас	1	2
284	и более	2	2
285	произведения в	1	2
286	и общества	2	2
287	однако в	2	2
288	если нет	1	2
289	для нее	1	2
290	в отношении	4	2
291	при условии	1	2
292	с которой	1	2
293	дело не	1	2
294	на котором	2	2
295	в процессе	13	2
296	в основе	4	2
297	понимать его	1	2
298	возможно и	2	2
299	действительности но	1	2
300	слова как	2	2
301	и по	1	2
302	со своим	9	2
303	могут быть	7	2
304	что оно	4	2
305	и за	1	2
306	структуры с	1	2
307	что при	1	2
308	самого же	2	2
309	с ее	2	2
310	и образ	2	2
311	определенным образом	1	2
312	она может	2	2
313	себя не	1	2
314	и самодовление	1	2
315	не стоит	1	2
316	это было	1	2
317	своим предметом	2	2
318	очень мало	1	2
319	и следовательно	1	2
320	никак нельзя	1	2
321	она ни	1	2
322	с одной	5	2
323	себя в	8	2
324	своим собственным	1	2
325	ведь если	1	2
326	нас и	1	2
327	это значение	1	2
328	за счет	1	2
329	гоголя и	1	2
330	в известной	1	2
331	друг друга	1	2
332	много и	1	2
333	правды и	1	2
334	даже не	1	2
335	до сих	2	2
336	не обязательно	1	2
337	именно в	2	2
338	когда она	1	2
339	в частности	1	2
340	эти слова	2	2
341	вместе с	2	2
342	и особенно	2	2
343	говорить здесь	1	2
344	как это	3	2
345	и там	3	2
346	и всей	1	2
347	к проблеме	3	2
348	начала xx	1	2
349	в контексте	3	2
350	сих пор	2	2
351	от нас	2	2
352	и для	5	2
353	на новый	1	2
354	в результате	2	2
355	от него	5	2
356	все они	2	2
357	у лермонтова	1	2
358	развитии и	1	2
359	к самому	1	2
360	есть от	2	2
361	которые здесь	1	2
362	героя в	3	2
363	это так	1	2
364	слова это	1	2
365	и начала	1	1
366	и шире	1	1
367	от этой	1	1
368	речь идет	1	1
369	не должны	1	1
370	одним из	2	1
371	нем так	1	1
372	являются такими	1	1
373	не остается	1	1
374	он может	1	1
375	возможны и	1	1
376	изображения и	2	1
377	идет о	1	1
378	оно было	2	1
379	от которых	1	1
380	должна быть	3	1
381	собственном смысле	3	1
382	и этот	1	1
383	той же	3	1
384	например в	5	1
385	ней нет	1	1
386	языка с	2	1
387	характер его	1	1
388	и само	2	1
389	предмета в	1	1
390	нам в	1	1
391	именно к	2	1
392	почти все	2	1
393	и новых	1	1
394	для раскрытия	1	1
395	оно просто	1	1
396	только самый	1	1
397	на тему	1	1
398	конечно и	2	1
399	до полного	1	1
400	полное и	1	1
401	мы ее	1	1
402	подчеркнуть что	2	1
403	не нужно	1	1
404	и на	4	1
405	образов с	1	1
406	между собой	1	1
407	это возможно	2	1
408	мысли и	1	1
409	то мы	1	1
410	самих себя	1	1
411	друг к	1	1
412	вещи здесь	1	1
413	видели что	1	1
414	чем это	1	1
415	он говорит	1	1
416	всегда стремится	1	1
417	в сторону	1	1
418	из художественного	1	1
419	не все	2	1
420	стал для	1	1
421	и речи	2	1
422	в истории	11	1
423	если она	3	1
424	независимо от	2	1
425	его на	1	1
426	до его	1	1
427	очень трудно	1	1
428	однако не	1	1
429	и художественного	1	1
430	живом языке	1	1
431	словом между	1	1
432	более или	2	1
433	как таковое	1	1
434	или иную	1	1
435	сливается с	4	1
436	моментами этого	1	1
437	говорить об	1	1
438	действительности а	1	1
439	рассказ о	1	1
440	но его	1	1
441	как он	2	1
442	но на	1	1
443	вообще не	1	1
444	на его	2	1
445	дальше и	1	1
446	связанные с	4	1
447	все те	1	1
448	а просто	2	1
449	отдельных слов	1	1
450	раз это	1	1
451	и связанные	2	1
452	здесь для	1	1
453	его от	3	1
454	и говорить	1	1
455	возможно только	1	1
456	что она	1	1
457	конца и	1	1
458	и литературы	1	1
459	как они	1	1
460	делать в	1	1
461	конечно в	2	1
462	них не	1	1
463	как мог	1	1
464	для своей	1	1
465	ни при	1	1
466	лишь в	3	1
467	к художественной	1	1
468	входит в	4	1
469	в него	7	1
470	может стать	2	1
471	то все	1	1
472	мы сказали	2	1
473	за ней	2	1
474	слов на	1	1
475	смысловых и	2	1
476	в них	6	1
477	далеко не	2	1
478	значение может	1	1
479	они часто	1	1
480	не всегда	2	1
481	в своих	1	1
482	всегда и	1	1
483	этих областях	1	1
484	автора и	2	1
485	в один	1	1
486	этих произведений	1	1
487	или менее	2	1
488	изобразить не	1	1
489	категории в	1	1
490	сказать так	1	1
491	в такой	1	1
492	наших дней	1	1
493	в узком	4	1
494	общность и	1	1
495	она в	1	1
496	прийти к	1	1
497	то его	1	1
498	слова в	13	1
499	точку зрения	3	1
500	но он	2	1
501	речи в	1	1
502	вещей и	1	1
503	символа символ	1	1
504	слова ни	1	1
505	зрения и	2	1
506	даже в	2	1
507	и вся	1	1
508	в одно	2	1
509	символа то	1	1
510	она стремится	1	1
511	он остается	1	1
512	можно понимать	1	1
513	лиц и	1	1
514	тогда когда	2	1
515	до некоторой	1	1
516	слова но	1	1
517	которого он	2	1
518	нас именно	1	1
519	было у	1	1
520	и имеет	1	1
521	опираться на	1	1
522	иметь в	1	1
523	во всякой	1	1
524	к такому	1	1
525	того чтобы	2	1
526	только не	1	1
527	лишнего человека	1	1
528	и никогда	1	1
529	это именно	1	1
530	интерпретация и	1	1
531	к ней	2	1
532	во всем	4	1
533	это слово	1	1
534	на него	2	1
535	не столь	1	1
536	говорят или	1	1
537	в нее	2	1
538	от их	1	1
539	не могут	5	1
540	лежащий в	1	1
541	и часто	3	1
542	из самого	1	1
543	героев и	1	1
544	к другу	1	1
545	всего что	1	1
546	оно не	8	1
547	утверждать что	1	1
548	велико что	1	1
549	всегда в	1	1
550	значение это	1	1
551	некоторой степени	1	1
552	факт что	2	1
553	на нем	2	1
554	настолько велико	1	1
555	всего этого	1	1
556	жанре и	1	1
557	наших слов	1	1
558	и единственный	2	1
559	с каким	1	1
560	в собственном	3	1
561	и получает	1	1
562	нет никакой	1	1
563	в пределах	13	1
564	и образа	1	1
565	в дальнейшем	2	1
566	на том	1	1
567	если они	1	1
568	особенно в	2	1
569	мог бы	1	1
570	глубоко и	3	1
571	как таковую	1	1
572	не исчерпывается	1	1
573	поэтому в	1	1
574	что под	1	1
575	но может	1	1
576	образом в	1	1
577	никогда и	1	1
578	того еще	1	1
579	правда эти	1	1
580	язык и	7	1
581	идеологической значимости	2	1
582	но мы	2	1
583	особого рода	1	1
584	данного языка	2	1
585	мы понимаем	1	1
586	в евгении	1	1
587	нем не	1	1
588	которой мы	1	1
589	нуждается в	2	1
590	образ может	1	1
591	бы и	3	1
592	интерпретации и	1	1
593	в ту	1	1
594	в свете	3	1
595	все время	1	1
596	о предмете	1	1
597	и об	1	1
598	и она	1	1
599	условия для	1	1
600	они сливаются	1	1
601	в литературе	1	1
602	довлеет себе	1	1
603	слов или	1	1
604	вне себя	2	1
605	а были	1	1
606	дело с	4	1
607	как вещи	1	1
608	он оставался	1	1
609	словом и	8	1
610	и действительно	1	1
611	о художественном	1	1
612	не имеющих	1	1
613	всех его	3	1
614	xix и	1	1
615	языка этот	2	1
616	точка зрения	2	1
617	действительность но	2	1
618	со всеми	2	1
619	же он	1	1
620	где они	2	1
621	от автора	1	1
622	для всех	4	1
623	этого разложения	1	1
624	есть чисто	1	1
625	своей целью	1	1
626	не можем	1	1
627	и политической	2	1
628	только чисто	1	1
629	языка как	7	1
630	и обратно	1	1
631	и других	4	1
632	сказать мы	1	1
633	и художественно	2	1
634	цели и	2	1
635	в одном	2	1
636	этих героев	1	1
637	таково значение	1	1
638	оно так	1	1
639	у него	3	1
640	отметить что	3	1
641	как такового	1	1
642	смысла и	3	1
643	для того	2	1
644	становление и	1	1
645	момент в	1	1
646	нас признания	1	1
647	нами не	1	1
648	связан с	3	1
649	для поэтического	1	1
650	не связано	1	1
651	себе представить	1	1
652	или иначе	1	1
653	не изображается	1	1
654	предмет художественного	1	1
655	от этих	1	1
656	случае оно	1	1
657	значений и	1	1
658	и между	2	1
659	мы еще	1	1
660	души и	1	1
661	себя и	4	1
662	что не	1	1
663	его именно	2	1
664	них и	2	1
665	нужно сказать	1	1
666	даже на	3	1
667	поскольку она	1	1
668	которых мы	2	1
669	а наоборот	1	1
670	стремится к	3	1
671	не исключает	1	1
672	до конца	17	1
673	не на	1	1
674	зависит от	1	1
675	она имеет	1	1
676	правда и	2	1
677	и непосредственно	2	1
678	с которым	2	1
679	однако и	1	1
680	там где	6	1
681	для этой	1	1
682	разговорный язык	2	1
683	такой степени	1	1
684	к чистой	1	1
685	языком как	1	1
686	самой действительности	1	1
687	тот факт	2	1
688	здесь уже	2	1
689	со словом	5	1
690	требует от	2	1
691	не одно	1	1
692	к своему	9	1
693	этих случаях	2	1
694	одной стороны	5	1
695	который мы	1	1
696	с некоторыми	1	1
697	типах и	1	1
698	есть на	2	1
699	во все	1	1
700	окружения то	1	1
701	быть только	1	1
702	образом на	1	1
703	слов в	2	1
704	ней не	1	1
705	евгении онегине	1	1
706	значения они	1	1
707	поэтому когда	1	1
708	стремящихся к	1	1
709	этого факта	1	1
710	еще раз	3	1
711	как предмет	4	1
712	идеологическим содержанием	1	1
713	только для	1	1
714	в смысловом	2	1
715	ведь и	2	1
716	говорят и	1	1
717	остается в	5	1
718	и собственно	1	1
719	например у	2	1
720	пародии на	1	1
721	близкий к	1	1
722	в более	2	1
723	одного и	1	1
724	указать на	1	1
725	предмет как	2	1
726	образом с	1	1
727	его контекста	1	1
728	имеет дело	2	1
729	это как	1	1
730	обращается к	1	1
731	не с	3	1
732	себя самого	1	1
733	это требует	1	1
734	есть такая	1	1
735	в языке	2	1
736	здесь именно	1	1
737	истории литературы	3	1
738	тонким и	1	1
739	понимаем не	1	1
740	несмотря на	1	1
741	и предметом	2	1
742	вести себя	1	1
743	узком смысле	4	1
744	привносит в	1	1
745	менее в	1	1
746	только как	1	1
747	слов так	1	1
748	обычно не	1	1
749	а во	1	1
750	идея в	1	1
751	одновременно и	3	1
752	пути этого	1	1
753	языка то	3	1
754	значение не	1	1
755	эти типы	1	1
756	и слов	1	1
757	к этому	1	1
758	они не	2	1
