N	4gram	Tiupa_Vved_1	Narrotol
1	состоит в том что	1	4
2	в то же время	3	3
3	в коммуникативном событии рассказывания	1	3
4	мы имеем дело с	2	2
5	в той мере в	2	2
6	мира самим актом рассказывания	2	2
7	той мере в какой	2	2
8	от эпизода к эпизоду	1	2
9	мысль о том что	1	2
10	представляет собой своего рода	1	2
11	к тому же в	1	2
12	самим актом рассказывания отмежеванная	2	2
13	диегетического мира самим актом	2	2
14	актом рассказывания отмежеванная от	2	2
15	напряжение читательского ожидания разворачивается	1	1
16	управляющий повествуемого мира это	1	1
17	статуса героя через посредство	1	1
18	носили перформативно-итеративный характер наиболее	1	1
19	пространственные протяженности формируют особый	1	1
20	критически соотносить свою позицию	1	1
21	ли герой испытание смертью	1	1
22	от действительного экстрадиегетического мироустройства	1	1
23	трагедийному сюжету узнавания вторая	1	1
24	всех без исключения нарративных	1	1
25	и вполне закономерно во	1	1
26	существования для объектов которые	1	1
27	хтонической силе вдруг точно	1	1
28	и стало быть разомкнутое	1	1
29	который имел место хотя	1	1
30	а также возможность употребления	1	1
31	ментальное и физическое так	1	1
32	модальностям но речь самого	1	1
33	участие в коммуникативном событии	1	1
34	утро может показаться детям	1	1
35	только мертвые знаки текста	1	1
36	что вполне адекватным художественным	1	1
37	слушался отца и матери	1	1
38	герой испытание смертью по	1	1
39	образ типический представитель лишний	1	1
40	нарративные энтимемы служат узнаванию	1	1
41	верность императивности средневекового миросозерцания	1	1
42	ритмизуют неуверенное продвижение сквозь	1	1
43	отцовский персонаж приобретает ключевую	1	1
44	в новейшее время значимость	1	1
45	события самого рассказывания или	1	1
46	пожирании котят дядя петруша	1	1
47	и к позиции отводимой	1	1
48	действия может быть сведена	1	1
49	оно непрерывно и бесконечно	1	1
50	мира детской в другой	1	1
51	текстом рассказа мысля в	1	1
52	аспекте события самого рассказывания	1	1
53	мира в каждой из	1	1
54	а стало быть и	1	1
55	человеку а лишь к	1	1
56	интрига это опыт напряженного	1	1
57	креативной интенцией говорящего субъекта	1	1
58	и эпизодов но и	1	1
59	носители нарративной интриги см	1	1
60	согласно структуральному подходу интрига	1	1
61	нарративные модальности приложимы не	1	1
62	времени затрачиваемого на рассказ	1	1
63	приготовленную таким образом для	1	1
64	читательского интереса авантюрно-приключенческих сюжетов	1	1
65	именно они носители нарративной	1	1
66	любого другого пространства реального	1	1
67	лотман напротив характеризовал событие	1	1
68	диагностическая и эмоциональность тревога	1	1
69	произойдет восстановление исходной ситуации	1	1
70	импульсы знания убеждения мнения	1	1
71	интриги согласно рикёру преобразует	1	1
72	и понимаем всю ее	1	1
73	повествуемого мира это он	1	1
74	на полноту и целостность	1	1
75	целесообразно именовать прецедентной не	1	1
76	к воплощенной в структуре	1	1
77	моноцентрический миропорядок в рамках	1	1
78	собой некий правильно поставленный	1	1
79	все же никакая нарративная	1	1
80	диспозиции между детьми и	1	1
81	время рассказанной истории не	1	1
82	вне данного дискурса как	1	1
83	механизмом коммуникативного события рассказывания	1	1
84	не сакральной регламентацией а	1	1
85	звена представляют собой либо	1	1
86	добраться до его мифологического	1	1
87	новейшие исследования в области	1	1
88	однако на практике подавляющее	1	1
89	следует отвести энигматической интриге	1	1
90	событии-прецеденте имевшем место в	1	1
91	наделив неро функцией отца	1	1
92	можно представить себе например	1	1
93	нередко ориентирует читателя уже	1	1
94	которая адресатом событийно реализуется	1	1
95	некоторый участок текста цепь	1	1
96	рассказывания отмежеванная от пространства	1	1
97	рассказывания отмежеванная от времени	1	1
98	подчеркнуть что риторические в	1	1
99	исходной ситуации или даже	1	1
100	служить интрига детективного расследования	1	1
101	низ негативный и т.д	1	1
102	или иначе в аспекте	1	1
103	смысл специально оговорить что	1	1
104	мире общения в состав	1	1
105	появляться на кухне что	1	1
106	пушкина как образ автора	1	1
107	единая интенциональная ценностно направленная	1	1
108	и маргариты но все-таки	1	1
109	границы между жизнью и	1	1
110	априорных фаз но и	1	1
111	собственно и происходят рассказываемые	1	1
112	как день сменяется ночью	1	1
113	человек вспомним холстомера толстого	1	1
114	если нарративные энтимемы служат	1	1
115	соответствии с готовыми сценариями	1	1
116	в него можно бесконечное	1	1
117	излагаемых событий дано нам	1	1
118	ранней чеховской прозой привыкли	1	1
119	символическая смерть т.е пересечение	1	1
120	христианским императивам здесь именно	1	1
121	тексты ю.м лотман напротив	1	1
122	фрактально оно как любое	1	1
123	геннепа и в тэрнера	1	1
124	опыт сознания рассказчика и	1	1
125	смертью усвоенная впоследствии художественной	1	1
126	адекватным художественным восприятием может	1	1
127	том выдержит ли герой	1	1
128	к условиям событийности в	1	1
129	в структуре текста нарративной	1	1
130	коммуникативное событие томас манн	1	1
131	на интерсубъективный топос согласия	1	1
132	время протекания нарративной истории	1	1
133	кончится а как об	1	1
134	и более сознаний без	1	1
135	миропорядка воспроизводит универсальную мифологему	1	1
136	рассматривается как образ типический	1	1
137	волшебной сказки восходит к	1	1
138	время нарративного говорения воспринимается	1	1
139	интерес повествования бы уничтожился	1	1
140	в тексте ни слова	1	1
141	из таких вариаций это	1	1
142	картина мира пронизанная дидактическим	1	1
143	говорящий и слушающий исходили	1	1
