N	2gram	Tiupa_Anal_1	formyVre
1	и в	18	46
2	в этом	13	22
3	и т	3	14
4	прежде всего	6	14
5	вовсе не	2	13
6	в романе	1	13
7	и его	5	12
8	во всех	1	11
9	не только	15	11
10	только в	6	11
11	т п	3	11
12	как бы	5	10
13	то есть	11	10
14	во время	1	10
15	точки зрения	6	10
16	в том	27	10
17	но в	8	10
18	мы уже	1	9
19	не в	14	9
20	у него	1	9
21	но и	17	9
22	вместе с	4	9
23	и не	21	9
24	и для	1	9
25	мира и	1	9
26	то же	9	8
27	смерть и	1	8
28	как и	13	8
29	с точки	4	8
30	для того	4	8
31	того чтобы	3	8
32	потому что	2	8
33	связи с	1	8
34	в его	13	8
35	из них	2	8
36	в связи	1	8
37	жизни и	1	8
38	и на	5	7
39	всех этих	1	7
40	так и	4	7
41	в них	1	7
42	в эпизоде	2	7
43	может быть	29	7
44	времени в	1	7
45	в одном	1	7
46	то что	6	7
47	как мы	2	6
48	еще не	3	6
49	все же	4	6
50	и наконец	1	6
51	при этом	12	6
52	и с	2	6
53	его в	1	6
54	в основе	6	6
55	никогда не	2	6
56	те же	1	6
57	и во	1	6
58	так как	2	6
59	в особенности	1	6
60	здесь в	1	6
61	и все	3	6
62	но не	10	5
63	все эти	2	5
64	он не	3	5
65	в нем	3	5
66	должно быть	2	5
67	в то	9	5
68	в пространстве	1	5
69	и др	1	5
70	в частности	19	5
71	в пределах	2	5
72	что в	5	5
73	отношения к	2	4
74	также и	2	4
75	человека и	1	4
76	в мире	8	4
77	как в	1	4
78	из этих	2	4
79	в себе	11	4
80	их в	1	4
81	том что	12	4
82	в котором	3	4
83	место в	3	4
84	том же	1	4
85	же время	6	4
86	к себе	1	4
87	смерти и	1	4
88	с ним	4	4
89	о том	5	4
90	его жизни	1	4
91	так что	1	4
92	с другом	1	4
93	а не	17	4
94	человеческой жизни	1	4
95	отнюдь не	15	4
96	в ряду	2	4
97	друг с	1	4
98	с этой	1	4
99	же в	1	4
100	жизни в	1	4
101	в виду	1	3
102	того же	4	3
103	мы будем	1	3
104	отношение к	2	3
105	нет и	2	3
106	хотя и	1	3
107	как уже	2	3
108	и как	5	3
109	уже не	4	3
110	та же	1	3
111	имеем в	1	3
112	и по	2	3
113	прежде чем	1	3
114	таким образом	3	3
115	здесь мы	1	3
116	а затем	1	3
117	на первый	1	3
118	в их	5	3
119	в которых	1	3
120	самое время	2	3
121	же самое	2	3
122	к тому	7	3
123	имеет место	5	3
124	себя и	4	3
125	на основе	2	3
126	роль в	2	3
127	мы наблюдаем	1	3
128	том как	1	3
129	в другом	4	3
130	а также	3	3
131	что и	3	3
132	того что	4	3
133	тот же	1	3
134	что он	3	3
135	во времени	4	3
136	все они	1	3
137	в качестве	31	3
138	для него	2	3
139	жизни конечно	1	3
140	и даже	1	3
141	не было	1	3
142	о чем	1	3
143	мира в	2	3
144	не является	2	3
145	тем более	2	3
146	в этих	1	3
147	ее в	1	3
148	а в	9	3
149	всего в	1	3
150	том числе	3	3
151	смысле слова	1	2
152	и есть	3	2
153	этого мира	1	2
154	явления и	1	2
155	и до	2	2
156	мы имеем	6	2
157	в сущности	6	2
158	он был	1	2
159	вещь в	1	2
160	сама природа	1	2
161	и т.п	5	2
162	если в	3	2
163	то в	2	2
164	и к	3	2
165	в этой	5	2
166	с одной	3	2
167	только один	1	2
168	как он	3	2
169	картины мира	1	2
170	на этом	2	2
171	форма в	1	2
172	по аналогии	1	2
173	лишь в	5	2
174	по себе	4	2
175	далеко не	6	2
176	с тем	1	2
177	одна и	1	2
178	автора и	3	2
179	и становится	1	2
180	за свой	1	2
181	жизни с	1	2
182	строго говоря	1	2
183	одном из	1	2
184	но он	1	2
185	и более	4	2
186	в той	8	2
187	в историческом	1	2
188	в отношении	1	2
189	вплоть до	1	2
190	на котором	1	2
191	в самой	1	2
192	мире и	2	2
193	этом отношении	2	2
194	принадлежит к	1	2
195	могут быть	4	2
196	числе и	1	2
197	и потому	2	2
198	с анализом	2	2
199	и о	2	2
200	здесь не	2	2
201	самим собою	1	2
202	и от	1	2
203	в себя	6	2
204	основные положения	1	2
205	вещи и	1	2
206	особенно в	2	2
207	и должно	1	2
208	и та	2	2
209	влияние на	1	2
210	можно сказать	2	2
211	каждом из	2	2
212	в сюжете	1	2
213	это не	6	2
214	и только	1	2
215	в литературе	4	2
216	быть и	1	2
217	один из	2	2
218	сами по	2	2
219	как необходимый	1	2
220	каждый из	2	2
221	или иной	6	2
222	до сих	1	2
223	с другой	4	2
224	этом ряду	2	2
225	именно в	4	2
226	было бы	2	2
227	наконец в	1	2
228	романа в	2	2
229	смысла и	3	2
230	не знает	1	2
231	жизни но	2	2
232	человек в	3	2
233	если не	1	2
234	для чего	2	2
235	что все	1	2
236	в эпосе	1	2
237	не может	22	2
238	как это	1	2
239	по своему	1	2
240	в данном	2	2
241	сих пор	1	2
242	только для	2	2
243	о его	1	2
244	в аспекте	1	2
245	в двух	2	2
246	ее и	1	2
247	но это	1	2
248	значения в	1	2
249	между ними	1	2
250	равно как	1	2
251	во всяком	1	2
252	все что	1	2
253	себя как	1	1
254	то на	1	1
255	говоря о	2	1
256	например в	1	1
257	и то	2	1
258	на самом	2	1
259	значении этого	7	1
260	к сыну	1	1
261	по преимуществу	1	1
262	он всегда	1	1
263	не имеют	1	1
264	в какой-то	1	1
265	должна быть	1	1
266	и больше	1	1
267	видеть в	1	1
268	а как	2	1
269	есть не	8	1
270	принадлежит только	1	1
271	вопрос о	2	1
272	на место	2	1
273	со смертью	1	1
274	впечатление от	1	1
275	он как	1	1
276	организующую роль	1	1
277	в полной	3	1
278	из того	4	1
279	имеют место	1	1
280	героев в	1	1
281	в ней	1	1
282	заключенных в	1	1
283	между собой	2	1
284	он сам	1	1
285	в широком	4	1
286	взгляде на	2	1
287	оно ни	1	1
288	в чем	1	1
289	с его	3	1
290	что люди	1	1
291	тем как	1	1
292	в нашем	3	1
293	самом деле	2	1
294	и всего	1	1
295	истинный смысл	1	1
296	не входит	1	1
297	герой не	1	1
298	отличие от	6	1
299	за пределы	2	1
300	связи и	1	1
301	как говорит	2	1
302	первый взгляд	1	1
303	его на	1	1
304	до его	2	1
305	что как	3	1
306	о жизни	1	1
307	в него	1	1
308	однако не	3	1
309	в полном	1	1
310	своей реализации	1	1
311	всех предыдущих	1	1
312	его к	2	1
313	тяготеет к	1	1
314	в самом	6	1
315	точкой зрения	1	1
316	в которой	2	1
317	этих актов	1	1
318	бы не	2	1
319	как их	1	1
320	учение о	1	1
321	романа но	1	1
322	и тот	1	1
323	и те	1	1
324	в случае	6	1
325	вследствие этого	3	1
326	а вовсе	1	1
327	но прежде	1	1
328	без свидетелей	1	1
329	не значит	1	1
330	в тот	1	1
331	не как	1	1
332	в человеческой	1	1
333	широком смысле	2	1
334	на его	2	1
335	смертью в	2	1
336	его от	1	1
337	всех своих	1	1
338	одно и	1	1
339	ни был	1	1
340	в основу	1	1
341	но все	1	1
342	от нее	1	1
343	а вместе	1	1
344	в состоянии	1	1
345	связей в	2	1
346	и внутренняя	1	1
347	опираются на	3	1
348	подлинной реальности	1	1
349	для своей	1	1
350	в будущее	1	1
351	с самим	1	1
352	на тех	1	1
353	лучше чем	1	1
354	и тем	1	1
355	человека поэтому	1	1
356	реальности и	2	1
357	ни в	4	1
358	все равно	1	1
359	в действии	1	1
360	и следовало	1	1
361	он и	1	1
362	только во	1	1
363	мы не	1	1
364	такой же	2	1
365	и того	5	1
366	смысл и	3	1
367	одного и	2	1
368	в своей	6	1
369	определяется и	1	1
370	целого или	1	1
371	не становится	2	1
372	вне всякого	1	1
373	однако они	1	1
374	целого но	1	1
375	имеется и	1	1
376	не столько	2	1
377	на каждом	2	1
378	всего может	1	1
379	художественного мира	2	1
380	отдельных произведений	1	1
381	точку зрения	1	1
382	которые в	2	1
383	времени не	1	1
384	и эти	1	1
385	борьбу с	1	1
386	однако в	3	1
387	ним в	1	1
388	случае мы	1	1
389	например и	1	1
390	тому что	1	1
391	ему как	1	1
392	и третья	1	1
393	о будущем	1	1
394	возникает в	1	1
395	одна из	1	1
396	и доказательность	1	1
397	на него	1	1
398	и уже	1	1
399	того и	3	1
400	под этим	1	1
401	слова как	1	1
402	этих двух	1	1
403	не принадлежат	1	1
404	такая же	1	1
405	во всем	1	1
406	решает и	1	1
407	литературного развития	1	1
408	входят в	1	1
409	только с	1	1
410	не до	1	1
411	может показаться	1	1
412	начиная с	1	1
413	смыслом в	1	1
414	не могут	3	1
415	характеристика этого	1	1
416	эпосе в	1	1
417	переставая быть	1	1
418	его с	1	1
419	но одновременно	1	1
420	как для	1	1
421	той или	6	1
422	оно не	1	1
423	где он	1	1
424	есть нечто	1	1
425	себе в	2	1
426	и художественное	1	1
427	как не	1	1
428	свою очередь	1	1
429	но при	1	1
430	в ее	1	1
431	данном случае	2	1
432	когда наконец	1	1
433	характера эти	1	1
434	первой из	1	1
435	в произведении	5	1
436	принимают участие	2	1
437	начал как	1	1
438	на свой	1	1
439	и сам	2	1
440	иной мир	1	1
441	времени и	6	1
442	здесь как	1	1
443	еще в	2	1
444	о природе	1	1
445	мира вокруг	1	1
446	этой жизни	1	1
447	если бы	3	1
448	существующим в	2	1
449	в разных	1	1
450	в прошлое	1	1
451	эпизод в	1	1
452	людей как	1	1
453	сводится к	5	1
454	и т.д	1	1
455	но к	2	1
456	внимание на	1	1
457	за пределами	2	1
458	но мы	1	1
