N	3gram	Vinokur_Ku_1	Vvedenie
1	и т д	14	36
2	для того чтобы	15	20
3	в том что	15	12
4	о том что	5	12
5	в этом смысле	3	8
6	не может быть	3	8
7	тем не менее	4	8
8	до сих пор	4	6
9	в самом деле	7	6
10	в применении к	1	6
11	то же время	2	6
12	в то же	2	6
13	и т п	18	5
14	в той мере	5	5
15	в том чтобы	8	5
16	той мере в	5	5
17	с другой стороны	6	5
18	мере в какой	5	5
19	с течением времени	1	5
20	не трудно видеть	3	5
21	что иное как	1	4
22	по отношению к	8	4
23	в общем случае	1	4
24	и в особенности	1	4
25	в этом случае	2	4
26	в этом отношении	5	4
27	можно было бы	3	4
28	на этот вопрос	1	4
29	по крайней мере	5	4
30	т е в	2	4
31	не только в	1	4
32	так или иначе	2	4
33	во всяком случае	5	4
34	само по себе	1	4
35	трудно видеть что	1	4
36	не что иное	1	4
37	с одной стороны	1	4
38	истории языка и	1	3
39	в том виде	1	3
40	в строгом смысле	1	3
41	в собственном смысле	1	3
42	с тем что	1	3
43	вместе с тем	3	3
44	в конечном итоге	1	3
45	заключается в том	2	3
46	и в самом	2	3
47	но все же	2	3
48	в свое время	2	3
49	на том что	1	2
50	потому что он	1	2
51	до наших дней	1	2
52	вовсе не только	1	2
53	что несмотря на	1	2
54	что в этом	1	2
55	только в применении	1	2
56	если таким образом	1	2
57	состоит в том	3	2
58	как об особом	1	2
59	не говоря уже	1	2
60	в соответствии с	3	2
61	что же касается	4	2
62	с точки зрения	9	2
63	в сопоставлении с	1	2
64	хотя бы и	2	2
65	всего то что	1	2
66	обратить внимание на	2	2
67	точно так же	1	2
68	в данном отношении	2	2
69	в известной мере	1	2
70	дело не с	1	2
71	смысле этого слова	1	2
72	в начале xix	1	2
73	чтобы можно было	1	2
74	не в том	4	2
75	в связи с	3	2
76	т д все	1	2
77	вовсе не в	1	2
78	в этих случаях	1	2
79	это еще не	1	2
80	и при том	1	2
81	той или иной	1	2
82	одна от другой	1	2
83	но уже и	1	1
84	было бы понять	1	1
85	искать ответа на	1	1
86	и того же	2	1
87	сплошь да рядом	1	1
88	которого не содержит	1	1
89	в сущности уже	1	1
90	совсем другое дело	1	1
91	он должен быть	1	1
92	между ними и	1	1
93	мы говорим о	1	1
94	только потому что	6	1
95	того что в	2	1
96	сообщение и понимание	1	1
97	примером может служить	1	1
98	такую которая имеет	1	1
99	мы имеем право	1	1
100	более или менее	3	1
101	того чтобы можно	1	1
102	даже и тогда	1	1
103	от истории и	1	1
104	центр своего внимания	1	1
105	имеем в виду	1	1
106	на самом деле	2	1
107	истории и филологии	1	1
108	в настоящее время	1	1
109	русского языка и	1	1
110	конкретном историческом бытии	1	1
111	в самом широком	1	1
112	т е не	1	1
113	во многих случаях	1	1
114	идет речь в	1	1
115	никак не может	1	1
116	из четырех частей	1	1
117	свое выражение в	1	1
118	оставляя в стороне	1	1
119	что это только	2	1
120	можно и должно	1	1
121	в центр своего	1	1
122	прежде всего то	1	1
123	но что такое	1	1
124	в отличие от	1	1
125	в истории языка	1	1
126	том чтобы выяснить	1	1
127	только в том	3	1
128	т е о	2	1
129	следует что в	1	1
130	том что не	1	1
131	в том-то и	1	1
132	отчет в том	1	1
133	в ряде случаев	2	1
134	д все это	1	1
135	с этой точки	1	1
136	и не в	1	1
137	как явлению природы	1	1
138	не то что	1	1
139	должно было породить	1	1
140	в зависимости от	5	1
141	одно и то	1	1
142	все то что	1	1
143	и тогда когда	3	1
144	в виду их	1	1
145	важный вопрос о	1	1
146	в более молодых	1	1
147	бы и не	1	1
148	в особенности в	1	1
149	языка т е	1	1
150	так же как	1	1
151	не могло не	1	1
152	в первом случае	1	1
153	на почву культурной	1	1
154	в самом процессе	1	1
155	ступени культурного развития	1	1
156	и науки о	1	1
157	том что если	1	1
158	все это можно	1	1
159	мы имеем в	1	1
160	видеть что это	1	1
161	можно говорить о	1	1
162	и то же	1	1
163	лингвисту во всяком	1	1
164	отсюда следует что	2	1
165	в общем смысле	1	1
166	и потому что	2	1
167	т е с	1	1
168	от этого не	1	1
169	уже само по	1	1
170	притом не только	1	1
171	истории русского языка	1	1
172	с расчетом на	1	1
173	к своему предмету	1	1
174	потому что она	1	1
175	должен быть в	2	1
176	еще и потому	1	1
177	собственном смысле слова	1	1
178	хотя бы на	1	1
