N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	49
2	прежде всего	4	19
3	в его	4	18
4	и на	7	17
5	не только	7	17
6	и его	12	17
7	в этом	10	15
8	и не	14	15
9	в них	4	13
10	в эпоху	1	13
11	только в	4	13
12	но и	10	13
13	во время	6	12
14	как и	4	11
15	как бы	2	11
16	в этой	3	10
17	вовсе не	2	10
18	в нем	6	9
19	для него	1	9
20	все это	3	9
21	в сущности	1	8
22	отношение к	2	8
23	до нас	4	8
24	то же	3	7
25	все же	4	7
26	все эти	1	7
27	таким образом	6	7
28	на протяжении	10	7
29	как мы	4	7
30	один из	5	7
31	не может	3	7
32	о мире	1	7
33	жизни и	3	7
34	именно в	1	6
35	во всех	3	6
36	в истории	5	6
37	с их	4	6
38	так и	12	6
39	и с	5	6
40	времени и	1	6
41	рядом с	2	6
42	точки зрения	4	6
43	в то	6	6
44	же время	3	6
45	в себя	1	6
46	в литературе	1	6
47	то что	6	6
48	здесь в	3	6
49	в творчестве	1	6
50	так как	4	6
51	сказать что	1	6
52	с точки	1	5
53	с его	5	5
54	из этих	4	5
55	но не	3	5
56	в своем	6	5
57	выражение в	1	5
58	в эту	1	5
59	в своей	3	5
60	никогда не	1	5
61	роль в	2	5
62	тот же	2	5
63	уже в	4	5
64	в начале	4	5
65	может быть	11	5
66	протяжении всего	1	5
67	отношения к	1	4
68	и к	2	4
69	но в	3	4
70	в себе	1	4
71	но все	3	4
72	в жизни	1	4
73	в этих	4	4
74	и более	1	4
75	с ним	1	4
76	одна из	2	4
77	в области	1	4
78	образы в	1	4
79	с другой	2	4
80	и во	2	4
81	в известной	1	4
82	мы находим	2	4
83	а в	3	4
84	тем что	3	4
85	до сих	2	4
86	и образов	1	4
87	не было	3	4
88	там где	1	4
89	сих пор	2	4
90	том что	9	4
91	в духе	2	4
92	нового времени	2	4
93	как на	1	4
94	в самом	4	3
95	место в	4	3
96	еды и	1	3
97	современников и	1	3
98	не был	1	3
99	для которого	1	3
100	да и	3	3
101	можно было	4	3
102	а затем	5	3
103	на все	1	3
104	было бы	8	3
105	из них	7	3
106	ни в	5	3
107	несмотря на	1	3
108	мы видели	1	3
109	в г	17	3
110	нельзя было	1	3
111	в одном	2	3
112	их в	1	3
113	даже в	2	3
114	но они	1	3
115	лиц и	1	3
116	и это	2	3
117	в ее	2	3
118	в собственном	1	3
119	так в	2	3
120	в последующих	1	3
121	связанных с	2	3
122	в виду	2	3
123	о том	6	3
124	к нему	3	3
125	наконец в	2	3
126	нас дошли	1	3
127	же в	4	3
128	людей с	1	3
129	образов и	1	3
130	что он	5	3
131	с одной	2	3
132	и особенно	3	3
133	что для	4	3
134	связь с	1	3
135	о чем	3	3
136	одной стороны	2	3
137	в течение	2	3
138	его творчества	1	3
139	и все	2	3
140	в том	11	3
141	жизни в	1	3
142	другой стороны	1	3
143	как известно	2	2
144	одним из	2	2
145	до него	1	2
146	тех же	3	2
147	перед лицом	2	2
148	в какой-то	2	2
149	видеть в	1	2
150	но даже	1	2
151	в ней	3	2
152	меньше чем	2	2
153	еще не	6	2
154	он был	2	2
155	что люди	1	2
156	и вовсе	2	2
157	как к	1	2
158	это был	1	2
159	целый ряд	2	2
160	та же	1	2
161	есть для	2	2
162	в нашем	2	2
163	всего средневековья	1	2
164	думать что	1	2
165	на его	1	2
166	и еще	2	2
167	и за	2	2
168	в мире	2	2
169	зрения на	1	2
170	второй половины	2	2
171	в художественном	1	2
172	в vii	1	2
173	речь и	1	2
174	и утопическим	1	2
175	автора и	1	2
176	по поводу	3	2
177	затем и	2	2
178	можно найти	1	2
179	и без	1	2
180	что касается	3	2
181	в их	3	2
182	жизнь и	1	2
183	его современников	3	2
184	на фоне	1	2
185	что в	9	2
186	в устах	1	2
187	того как	3	2
188	того чтобы	6	2
189	ничего не	1	2
190	в самой	3	2
191	и после	2	2
192	связи с	3	2
193	здесь же	1	2
194	вот в	1	2
195	на основе	1	2
196	общественное значение	1	2
197	в пределах	1	2
198	еще в	4	2
199	по сравнению	1	2
200	в другом	1	2
201	одного из	1	2
202	первого из	1	2
203	там же	1	2
204	и были	1	2
205	нуждается в	1	2
206	и следовательно	1	2
207	в новой	1	2
208	одной из	4	2
209	очень много	1	2
210	всяком случае	2	2
211	в качестве	5	2
212	никто не	3	2
213	в конце	2	2
214	мы можем	3	2
215	у него	4	2
216	в первую	3	2
217	и даже	1	2
218	и произведения	1	2
219	нельзя сказать	1	2
220	до конца	1	2
221	одну из	1	2
222	в связи	3	2
223	вместе с	9	2
224	так же	1	2
225	сравнению с	1	2
226	такого рода	1	2
227	в тех	3	2
228	по существу	1	2
229	своего времени	2	2
230	под названием	2	2
231	пределах одной	1	2
232	еще раз	1	2
233	хотя и	4	2
234	и другие	2	2
235	более широкое	1	2
236	всех других	1	2
237	ко всему	1	2
238	и эта	1	2
239	во всяком	2	2
240	все что	1	2
241	и шире	1	1
242	то на	1	1
243	например в	3	1
244	общественные пороки	1	1
245	с кем	1	1
246	самом деле	1	1
247	сил и	1	1
248	только потому	2	1
249	победы над	1	1
250	тем же	1	1
251	в котором	3	1
252	что эти	1	1
253	говоря о	1	1
254	и этот	1	1
255	той же	3	1
256	г в	1	1
257	для своего	1	1
258	мы имеем	2	1
259	с текстом	1	1
260	на эти	1	1
261	не вполне	2	1
262	того же	3	1
263	о роли	1	1
264	драмы в	1	1
265	и быта	1	1
266	и самого	1	1
267	нельзя недооценивать	1	1
268	время в	1	1
269	в чем	1	1
270	и мира	1	1
271	за свое	1	1
272	в создании	1	1
273	восемнадцать лет	1	1
274	и ближайших	1	1
275	же она	1	1
276	было очень	1	1
277	значение и	1	1
278	по отношению	3	1
279	в общем	1	1
280	так что	5	1
281	чем же	1	1
282	в одной	2	1
283	независимо от	5	1
284	как в	3	1
285	по которому	1	1
286	пиршественным столом	1	1
287	однако не	1	1
288	тех случаях	1	1
289	еще больше	1	1
290	что по	2	1
291	г за	1	1
292	на войну	1	1
293	конечно не	1	1
294	от этого	2	1
295	жанра и	1	1
296	со своей	3	1
297	в которой	5	1
298	с самого	2	1
299	в целом	4	1
300	это произошло	1	1
301	жизни так	2	1
302	всего к	1	1
303	и признание	1	1
304	по форме	1	1
305	главного в	1	1
306	культуры на	1	1
307	не могла	1	1
308	на площадях	1	1
309	главным образом	1	1
310	в античном	1	1
311	знали что	1	1
312	он не	2	1
313	игра с	1	1
314	политики и	1	1
315	в силу	2	1
316	том чтобы	1	1
317	i в	1	1
318	свою силу	1	1
319	друг с	2	1
320	легла в	1	1
321	его от	1	1
322	на этом	2	1
323	времени к	1	1
324	в большой	1	1
325	в основу	1	1
326	раскрывается с	1	1
327	могла бы	3	1
328	к г	1	1
329	об этом	2	1
330	его в	4	1
331	входит в	1	1
332	первую очередь	3	1
333	это не	2	1
334	находит и	1	1
335	любовь к	1	1
336	едой и	1	1
337	с последующим	1	1
338	самый характер	1	1
339	о которых	1	1
340	соединение в	1	1
341	с этой	3	1
342	не всегда	2	1
343	так называемый	1	1
344	в развитии	2	1
345	элемента в	1	1
346	в один	2	1
347	не мог	1	1
348	со всей	1	1
349	его образ	1	1
350	площадях и	1	1
351	другой его	1	1
352	но если	3	1
353	ее была	1	1
354	таким же	1	1
355	маска и	1	1
356	ли можно	3	1
357	человека который	1	1
358	во времена	1	1
359	то для	1	1
360	никакому сомнению	1	1
361	представление о	2	1
362	должны были	1	1
363	политической сатиры	1	1
364	загробное царство	1	1
365	значение для	1	1
366	не менее	4	1
367	из области	1	1
368	образом и	1	1
369	не в	2	1
370	времени не	1	1
371	и новой	4	1
372	была не	2	1
373	том же	1	1
374	общественной жизни	1	1
375	он выступает	2	1
376	что эта	1	1
377	освободиться от	1	1
378	можем сказать	1	1
379	и есть	2	1
380	из которых	3	1
381	случае в	1	1
382	как можно	1	1
383	как о	1	1
384	означает что	1	1
385	после того	2	1
386	здесь на	1	1
387	самой жизни	1	1
388	в разных	1	1
389	больше чем	5	1
390	таким путем	1	1
391	преимущественно на	1	1
392	к концу	3	1
393	если им	1	1
394	с младенцем	1	1
395	потому что	6	1
396	и теперь	1	1
397	с новой	1	1
398	шире и	1	1
399	не столь	2	1
400	и старой	1	1
401	с тем	5	1
402	с другом	2	1
403	значительную роль	1	1
404	к себе	1	1
405	с и	4	1
406	и сам	3	1
407	и скромностью	1	1
408	к тому	12	1
409	именно таким	1	1
410	они и	1	1
411	для того	5	1
412	должен быть	1	1
413	даже как	1	1
414	не делает	1	1
415	то она	1	1
416	как не	2	1
417	и улицах	1	1
418	путешествие в	1	1
419	почти каждая	1	1
420	в образе	3	1
421	переводе это	1	1
422	во второй	1	1
423	если бы	9	1
424	правда в	1	1
425	а их	1	1
426	все к	1	1
427	и начало	1	1
428	еще во	1	1
429	и здесь	6	1
430	чем-то исключительным	1	1
431	и та	1	1
432	второй половине	1	1
433	за пиршественным	1	1
434	как ее	1	1
435	или на	2	1
436	на что	2	1
437	только за	1	1
438	в различных	1	1
439	знает что	1	1
440	того или	1	1
441	усиливается еще	1	1
442	комедии и	4	1
443	судить о	1	1
444	что и	7	1
445	во всей	1	1
446	них в	1	1
447	чтобы его	1	1
448	человеческую жизнь	1	1
449	представления о	2	1
450	первых же	1	1
451	если это	1	1
452	в лице	2	1
453	в сферу	1	1
454	как например	1	1
455	хотя бы	2	1
456	мы видим	1	1
457	в какой	2	1
458	для себя	1	1
459	ясно что	8	1
460	целом ряде	1	1
461	и весьма	1	1
462	правда и	1	1
463	наше время	1	1
464	они могут	1	1
465	и ее	2	1
466	и первой	1	1
467	одна и	1	1
468	за которую	1	1
469	что из	2	1
470	почти совсем	1	1
471	с нею	1	1
472	и у	2	1
473	в большинстве	1	1
474	ни одного	1	1
475	при дворе	1	1
476	привести еще	1	1
477	века мы	1	1
478	является не	2	1
479	в загробное	1	1
480	большинстве случаев	1	1
481	за ним	1	1
482	ни с	1	1
483	мы знаем	3	1
484	одно из	2	1
485	искать в	3	1
486	и их	3	1
487	эти три	1	1
488	не о	1	1
489	одну лишь	1	1
490	как раз	1	1
491	он почти	1	1
492	в очень	1	1
493	дошедшие до	1	1
