N	2gram	Trubetskoy_1	Problema
1	и в	26	30
2	в своей	1	22
3	то есть	4	21
4	не только	10	18
5	то что	7	18
6	в этом	15	17
7	том что	7	17
8	и даже	3	14
9	людей и	2	13
10	таким образом	22	13
11	но и	9	13
12	потому что	7	13
13	о том	6	12
14	в его	5	12
15	а именно	1	12
16	в том	11	12
17	и не	8	12
18	так что	3	11
19	в своем	3	11
20	у него	1	11
21	в этой	4	10
22	в виде	4	10
23	точки зрения	13	10
24	все же	6	9
25	на земле	1	9
26	но в	7	9
27	только в	4	9
28	и все	2	9
29	сказать что	2	9
30	с точки	6	8
31	в конце	6	8
32	но не	8	7
33	как и	1	7
34	не в	2	7
35	никогда не	5	7
36	связи с	9	7
37	у нас	1	7
38	здесь не	1	7
39	так и	6	7
40	что он	4	7
41	до нас	1	7
42	может быть	10	7
43	в связи	3	7
44	в результате	3	7
45	вместе с	15	7
46	и на	2	6
47	и как	3	6
48	в нем	4	6
49	при помощи	1	6
50	его в	1	6
51	несмотря на	6	6
52	и его	1	6
53	можно сказать	3	6
54	и что	4	6
55	что и	6	6
56	мы читаем	1	6
57	уже не	3	6
58	так как	9	6
59	с другой	8	6
60	прежде всего	2	6
61	как бы	12	6
62	и для	5	6
63	конце концов	3	6
64	а в	4	6
65	другой стороны	1	6
66	для себя	1	5
67	в которой	3	5
68	за это	1	5
69	тем не	3	5
70	в силу	5	5
71	и с	10	5
72	с тем	18	5
73	не менее	3	5
74	того как	1	5
75	и о	3	5
76	людей в	1	5
77	и у	8	5
78	и их	1	5
79	мы можем	2	5
80	а не	5	5
81	не может	4	5
82	так же	5	5
83	как раз	1	5
84	в самом	4	5
85	что в	9	5
86	к людям	1	4
87	человека и	1	4
88	того же	6	4
89	и к	5	4
90	в себе	6	4
91	при этом	3	4
92	но все	7	4
93	было бы	1	4
94	ни в	1	4
95	не так	1	4
96	по крайней	5	4
97	в то	4	4
98	как о	3	4
99	тогда когда	2	4
100	но даже	1	4
101	ясно что	3	4
102	крайней мере	5	4
103	оказывается что	3	4
104	в качестве	3	4
105	для людей	1	4
106	богов и	5	4
107	далеко не	4	4
108	еще и	1	4
109	а с	7	4
110	если не	2	4
111	людей но	1	4
112	в смысле	4	4
113	из этого	2	4
114	смысле слова	1	3
115	тем же	1	3
116	время как	1	3
117	в виду	2	3
118	в ней	1	3
