N	2gram	Vinokur_Vv_1	StatiiOP
1	и в	27	25
2	в этом	34	24
3	в том	31	20
4	что он	4	19
5	может быть	24	19
6	тем что	6	19
7	что в	11	19
8	что это	3	16
9	том что	26	15
10	в этой	3	14
11	не только	21	12
12	в г	5	12
13	в его	10	12
14	г и	1	12
15	то что	17	12
16	в этих	3	11
17	так что	5	11
18	таким образом	19	10
19	прежде всего	8	10
20	и не	13	10
21	у него	1	9
22	но и	5	9
23	и т	43	8
24	все это	6	8
25	о том	15	8
26	в языке	1	8
27	как например	5	8
28	это было	1	8
29	т е	38	8
30	в своих	2	8
31	из его	2	7
32	с этим	2	7
33	это не	8	7
34	было бы	5	7
35	в то	5	7
36	не может	13	7
37	точки зрения	7	7
38	что такое	10	7
39	и на	3	6
40	как в	1	6
41	из этих	5	6
42	в подлиннике	1	6
43	не в	8	6
44	между тем	8	6
45	только в	13	6
46	т п	5	6
47	в конце	3	6
48	в области	4	6
49	в россии	1	6
50	как бы	5	6
51	а в	5	6
52	как на	11	6
53	отношения между	1	5
54	то же	8	5
55	ответ на	3	5
56	то обстоятельство	1	5
57	независимо от	3	5
58	говорит что	1	5
59	но в	10	5
60	на то	1	5
61	об этом	5	5
62	говорил что	1	5
63	на почве	5	5
64	мы имеем	3	5
65	в котором	4	5
66	потому что	14	5
67	обстоятельство что	1	5
68	и это	6	5
69	так и	1	5
70	в них	4	5
71	с другой	8	5
72	связано с	1	5
73	а не	3	5
74	такого рода	2	5
75	того что	12	5
76	другой стороны	5	5
77	например в	2	4
78	что эти	1	4
79	в которой	1	4
80	в рукописи	1	4
81	из которых	2	4
82	в чем	4	4
83	в общем	12	4
84	в центре	4	4
85	все же	8	4
86	не было	1	4
87	и к	1	4
88	то в	1	4
89	в целом	5	4
90	на его	1	4
91	состоит в	2	4
92	в каждом	4	4
93	лишь в	1	4
94	на протяжении	2	4
95	этом смысле	11	4
96	и тем	5	4
97	в жизни	1	4
98	с тем	6	4
99	как и	5	4
100	в эту	1	4
101	а как	3	4
102	у нас	2	4
103	по крайней	4	4
104	с точки	2	4
105	ничего не	2	4
106	этом отношении	3	4
107	в каком	1	4
108	связана с	4	4
109	отличается от	1	4
110	в ней	3	4
111	и с	2	4
112	если бы	2	4
113	можно сказать	3	4
114	а также	3	4
115	к нему	2	4
116	мы видим	1	4
117	всего в	1	4
118	в качестве	7	4
119	и др	2	4
120	в начале	3	4
121	всяком случае	3	4
122	отношение к	3	4
123	крайней мере	4	4
124	в особенности	4	4
125	должна была	2	4
126	в течение	5	4
127	это есть	2	4
128	что здесь	2	4
129	и для	4	4
130	но это	1	4
131	сказать что	5	4
132	в своей	4	4
133	это в	2	4
134	можно назвать	1	4
135	во всяком	3	4
136	я и	1	3
137	говорить о	3	3
138	он был	1	3
139	эти вещи	1	3
140	своего рода	3	3
141	в в	3	3
142	кроме того	1	3
143	что по	1	3
144	все эти	3	3
145	на этом	3	3
146	что этот	1	3
147	в другом	3	3
148	о которых	2	3
149	показывает что	1	3
150	несмотря на	2	3
151	нет никакого	1	3
152	начале xix	2	3
153	в их	11	3
154	но он	1	3
155	и более	1	3
156	тому что	2	3
157	во время	1	3
158	на тему	2	3
159	же время	5	3
160	связи с	3	3
161	и далее	2	3
162	что все	1	3
163	нельзя не	4	3
164	со стороны	12	3
165	на вопрос	6	3
166	и что	4	3
167	по этому	2	3
168	раньше чем	3	3
169	это несомненно	1	3
170	и его	5	3
171	уже не	5	3
172	уже в	5	3
173	для него	1	3
174	так как	13	3
175	в системе	1	3
176	как раз	4	3
177	к которому	1	3
178	одной стороны	4	3
179	до конца	3	3
180	что мы	2	3
181	в связи	2	3
182	каждая из	1	3
183	с этой	4	3
184	работа над	2	3
185	этого рода	8	3
186	тем более	2	3
187	xviii в	6	3
188	другое дело	3	3
189	находит свое	1	3
190	конце концов	2	3
191	к этому	3	3
192	в виде	4	3
193	в какой	4	3
194	того времени	1	3
195	речь идет	2	2
196	самом деле	6	2
197	в чисто	4	2
198	и за	1	2
199	той же	4	2
200	в сущности	3	2
201	того же	3	2
202	в каждой	2	2
203	разумеется не	1	2
204	его отношение	1	2
205	которое он	1	2
206	во всех	2	2
207	но как	2	2
208	только тогда	1	2
209	к слову	1	2
210	с которыми	1	2
211	не просто	4	2
212	себе отчет	1	2
213	нет и	1	2
214	в произведениях	1	2
215	что именно	2	2
216	не удалась	1	2
217	его к	2	2
218	и последний	1	2
219	в самом	12	2
220	во многих	1	2
221	и тот	1	2
222	имеем в	1	2
223	так сказать	1	2
224	в статье	1	2
225	т д	37	2
226	о которой	2	2
227	не как	3	2
228	том чтобы	6	2
229	чтобы в	1	2
230	но все	3	2
231	заключается в	4	2
232	отчет в	3	2
233	известно что	1	2
234	ее в	1	2
235	он и	2	2
236	мы не	2	2
237	и тогда	3	2
238	не мог	2	2
239	в такой	1	2
240	творчества пушкина	1	2
241	не столько	2	2
242	в которых	6	2
243	взгляд на	1	2
244	точку зрения	1	2
245	в прямом	2	2
246	тем не	8	2
247	для этого	3	2
248	нет вообще	1	2
249	не была	1	2
250	это особенно	1	2
251	произведения и	2	2
252	воззрением на	1	2
253	этой области	3	2
254	по языку	5	2
