N	2gram	Tiupa_Disk_1	Problema
1	и в	16	30
2	в своей	5	22
3	то есть	20	21
4	не только	28	18
5	то что	5	18
6	в этом	15	17
7	том что	19	17
8	и даже	3	14
9	таким образом	3	13
10	но и	14	13
11	потому что	4	13
12	также и	3	12
13	о том	8	12
14	в его	7	12
15	а именно	1	12
16	в том	23	12
17	и не	11	12
18	в своем	6	11
19	в этой	2	10
20	в виде	1	10
21	точки зрения	3	10
22	все же	3	9
23	на земле	1	9
24	но в	8	9
25	и вообще	2	9
26	только в	7	9
27	и все	2	9
28	сказать что	3	9
29	хотя и	2	8
30	художественного творчества	1	8
31	с точки	1	8
32	в конце	1	8
33	но не	11	7
34	как и	16	7
35	не в	7	7
36	никогда не	2	7
37	связи с	4	7
38	здесь не	1	7
39	так и	8	7
40	что он	4	7
41	до нас	1	7
42	может быть	17	7
43	говорит о	1	7
44	в связи	1	7
45	в результате	1	7
46	вместе с	1	7
47	и на	5	6
48	тут же	1	6
49	и как	6	6
50	в нем	9	6
51	при помощи	1	6
52	несмотря на	1	6
53	и его	2	6
54	можно сказать	5	6
55	и что	2	6
56	что и	3	6
57	уже не	4	6
58	с другой	10	6
59	прежде всего	11	6
60	как бы	5	6
61	а в	5	6
62	другой стороны	3	6
63	и то	1	5
64	для себя	4	5
65	в году	2	5
66	в которой	1	5
67	тем не	1	5
68	в силу	5	5
69	с тем	1	5
70	еще в	3	5
71	не менее	2	5
72	и притом	1	5
73	и о	4	5
74	и их	1	5
75	мы можем	1	5
76	а не	22	5
77	не может	9	5
78	как раз	1	5
79	будто бы	2	5
80	в самом	3	5
81	что в	4	5
82	того же	3	4
83	едва ли	2	4
84	и он	2	4
85	отнюдь не	8	4
86	и к	4	4
87	в себе	7	4
88	при этом	13	4
89	но все	1	4
90	об этом	2	4
91	а его	1	4
92	было бы	1	4
93	не мог	1	4
94	по крайней	2	4
95	в то	3	4
96	все еще	1	4
97	и сам	1	4
98	разного рода	2	4
99	нас в	1	4
100	крайней мере	2	4
101	или в	2	4
102	в качестве	34	4
103	в период	1	4
104	далеко не	10	4
105	еще и	1	4
106	а с	5	4
107	нового времени	1	4
108	в частности	9	4
109	и вполне	1	4
110	людей но	1	4
111	в смысле	1	4
112	под названием	1	4
113	жизни в	2	4
114	новое время	1	3
115	тем же	1	3
116	в виду	2	3
117	еще не	14	3
118	он сам	1	3
119	что его	1	3
120	в ее	3	3
121	что они	1	3
122	что касается	2	3
123	в противоположность	2	3
124	от этого	1	3
125	он в	1	3
126	поскольку в	2	3
127	учение о	1	3
128	с одной	9	3
129	он не	1	3
130	в другом	2	3
131	этом смысле	1	3
132	в новое	1	3
133	не всегда	2	3
134	однако в	3	3
135	в русской	1	3
136	но только	1	3
137	как будто	1	3
138	указывает на	2	3
139	в эпоху	5	3
140	внимание на	4	3
141	а также	8	3
142	к нему	1	3
143	того что	3	3
144	и тем	2	3
145	в начале	2	3
146	обратить внимание	2	3
147	в одном	2	3
148	для них	1	3
149	именно в	3	3
150	одной стороны	9	3
151	мира в	3	3
152	быть только	1	3
153	о котором	2	3
154	и другие	1	3
155	таком случае	1	2
156	самом деле	1	2
157	и до	1	2
158	то же	7	2
159	и за	1	2
160	мы имеем	2	2
161	мы не	1	2
162	я не	1	2
163	вв до	1	2
164	в таком	1	2
165	в чем	1	2
166	не то	1	2
167	не все	1	2
168	по отношению	9	2
169	отношение к	4	2
170	он пишет	1	2
171	на то	1	2
172	в одной	3	2
173	как в	10	2
174	и нет	1	2
175	когда он	2	2
176	в нашей	1	2
177	однако на	2	2
178	стороны это	2	2
179	на его	4	2
180	не к	1	2
181	которого и	1	2
182	или иных	1	2
183	по словам	2	2
184	его на	1	2
185	это не	3	2
186	по мысли	3	2
187	но уже	1	2
188	в них	4	2
189	раз и	1	2
190	бы на	1	2
191	богами и	1	2
192	и без	2	2
193	в котором	5	2
194	вторая часть	1	2
195	представление о	1	2
196	себе а	1	2
197	и более	1	2
198	мыслится в	1	2
199	дело в	1	2
200	в науке	2	2
201	на него	1	2
202	при всем	1	2
203	как весьма	1	2
204	по своей	11	2
205	и является	1	2
206	тем что	3	2
207	в области	1	2
208	точке зрения	1	2
209	не могут	1	2
210	и другой	1	2
211	ли не	3	2
212	к тому	5	2
213	как мы	2	2
214	данном случае	2	2
215	не за	1	2
216	здесь как	1	2
217	по себе	3	2
218	в значительной	2	2
219	нет у	1	2
220	между тем	4	2
221	во втором	4	2
222	эти древние	1	2
223	вслед за	1	2
224	в античной	2	2
225	в середине	1	2
226	здесь в	2	2
227	что здесь	1	2
228	в какой	2	2
229	трагедии и	1	2
230	по мнению	1	2
231	или же	1	2
232	со всеми	1	2
233	есть в	2	2
234	уже в	2	2
235	свидетельствует о	2	2
236	из них	3	2
237	всяком случае	1	2
238	и делает	1	2
239	до сих	1	2
240	стороны он	1	2
241	представляет собою	1	2
242	что не	4	2
243	то и	1	2
244	мы и	1	2
245	с помощью	1	2
246	мог быть	3	2
247	однако для	1	2
248	он говорит	1	2
249	в данном	5	2
250	наряду с	1	2
251	да и	1	2
252	такого рода	4	2
253	с этой	1	2
254	сих пор	1	2
255	но для	1	2
256	один из	3	2
257	тех или	1	2
258	это уже	1	2
259	себя самого	1	2
260	в большей	1	2
261	хотя бы	3	2
262	не будет	1	2
263	в свою	3	2
264	отношению к	9	2
265	все того	1	2
266	к этому	2	2
267	во всяком	2	2
268	в роли	1	2
269	том числе	2	2
270	они не	2	2
271	отношения к	2	1
272	в обычном	1	1
273	не дошли	1	1
274	мы к	1	1
275	это вызывает	1	1
276	сам по	1	1
277	на самом	1	1
278	науки о	1	1
279	это и	1	1
280	и есть	2	1
281	к другому	2	1
282	из его	1	1
283	имея в	3	1
284	во-первых в	1	1
285	в их	5	1
286	а как	1	1
287	в и	1	1
288	вопрос о	1	1
289	из своих	1	1
290	их с	1	1
291	не вполне	1	1
292	на себя	2	1
293	и ее	2	1
294	в составе	5	1
295	они были	1	1
296	со времен	1	1
297	не от	2	1
298	в xix	1	1
299	предметом и	1	1
300	не был	1	1
301	я на	1	1
302	с его	4	1
303	не требует	1	1
304	а только	1	1
305	и всякий	1	1
306	что было	1	1
307	если в	1	1
308	у них	1	1
309	в едином	2	1
310	что хотя	1	1
311	с этим	3	1
312	для всех	1	1
313	перед нами	3	1
314	этом же	1	1
315	это тоже	1	1
316	его к	1	1
317	или иную	1	1
318	повторяет с	1	1
319	из мифа	1	1
320	из жизни	3	1
321	бы и	1	1
322	что это	1	1
323	в нашем	1	1
324	из этих	1	1
325	в тех	2	1
326	вопроса о	1	1
327	и те	1	1
328	право на	1	1
329	рассказ о	1	1
330	говорит не	1	1
331	это такая	1	1
332	всей его	2	1
333	что она	1	1
334	том в	1	1
335	он ни	2	1
336	всех этих	1	1
337	состоит в	9	1
338	в понятии	1	1
339	содержит в	1	1
340	i в	1	1
341	не могли	1	1
342	v-iv вв	1	1
343	что ни	1	1
344	и по	2	1
345	так например	2	1
346	себя и	1	1
347	то чтобы	1	1
348	а по	2	1
349	времени и	3	1
350	говорить не	1	1
351	времени в	2	1
352	общества в	1	1
353	искусства в	1	1
354	от одного	1	1
355	по природе	5	1
356	и тоже	1	1
357	например с	1	1
358	только лишь	1	1
359	же образом	1	1
360	есть отсутствует	1	1
361	ту или	1	1
362	используется не	1	1
363	своей к	1	1
364	с опорой	1	1
365	представляет себе	2	1
366	восходят к	1	1
367	и при	1	1
368	сообщается не	1	1
369	что такое	1	1
370	одним и	1	1
371	не столько	1	1
372	не как	4	1
373	своего рода	8	1
374	которая может	1	1
375	результате этого	1	1
376	но оказывается	1	1
377	смысле а	1	1
378	том чтобы	2	1
379	происходит от	2	1
380	где нет	1	1
381	вместе со	1	1
382	опорой на	1	1
383	если и	1	1
384	однако уже	2	1
385	вплоть до	1	1
386	тем самым	1	1
387	самого начала	1	1
388	не имеет	1	1
389	о чем	2	1
390	и научный	1	1
391	и слишком	1	1
392	чем не	1	1
393	он мог	3	1
394	для всего	1	1
395	многие писатели	1	1
396	же время	4	1
397	можно усмотреть	2	1
398	во всем	1	1
399	позицию и	1	1
400	ему в	2	1
401	в подобном	1	1
402	это новое	1	1
403	и оно	1	1
404	ни о	1	1
405	уже о	2	1
406	к себе	2	1
407	и должно	1	1
408	когда мы	1	1
409	возможности но	1	1
410	здесь совершенно	1	1
411	уже было	1	1
412	согласно которому	1	1
413	в глубокую	1	1
414	его с	1	1
415	не встречается	1	1
416	той или	3	1
417	в наше	2	1
418	и это	1	1
419	и стали	1	1
420	но по	1	1
421	с ее	2	1
422	говоря уже	2	1
423	говорит и	2	1
424	во мне	3	1
425	с самого	1	1
426	значение в	1	1
427	года к	1	1
428	обращаясь к	1	1
429	по аналогии	1	1
430	из двух	2	1
431	те же	1	1
432	в плоскости	1	1
433	мог бы	1	1
434	чем у	1	1
435	том как	1	1
436	основана на	1	1
437	поэтому в	1	1
438	со стороны	7	1
439	только потому	1	1
440	местах и	1	1
441	сводится к	5	1
442	в работе	1	1
443	все прочие	1	1
444	героя не	1	1
445	преданий о	2	1
446	среди всех	1	1
447	или на	3	1
448	означает не	1	1
449	утверждает что	1	1
450	аналогии с	1	1
451	должно было	1	1
452	восходит к	1	1
453	которое уже	1	1
454	творчества в	1	1
455	vi в	1	1
456	это лишь	1	1
457	мифа и	1	1
458	человека как	1	1
459	следовало бы	1	1
460	в италии	1	1
461	то все	1	1
462	от прочих	1	1
463	которое было	1	1
464	одной из	4	1
465	в народе	1	1
466	являет собой	3	1
467	наше время	2	1
468	было и	1	1
469	на поединок	1	1
470	в сказании	3	1
471	решающее значение	1	1
472	в большинстве	1	1
473	только на	1	1
474	стоит на	1	1
475	слова не	1	1
476	здесь же	1	1
477	большинстве случаев	1	1
478	по выражению	2	1
479	и других	1	1
480	за ним	1	1
481	к своим	1	1
482	что означает	1	1
483	в новом	2	1
484	цели и	1	1
485	к более	1	1
486	и также	1	1
487	тому же	5	1
488	к ним	3	1
489	не о	1	1
490	как его	2	1
491	заметить что	2	1
492	этом отношении	1	1
493	одежду и	1	1
494	от того	1	1
495	в форме	2	1
496	средних веков	1	1
497	момент в	1	1
498	нет и	1	1
499	или иной	5	1
500	даже не	1	1
501	народного творчества	2	1
502	которое создает	1	1
503	что человек	1	1
504	чем он	2	1
505	мы его	1	1
506	и др	2	1
507	совмещается с	1	1
508	его из	1	1
509	только по	1	1
510	не было	7	1
511	до конца	1	1
512	ничем не	1	1
513	в рассказе	2	1
514	не на	1	1
515	зависит от	2	1
516	однако и	2	1
517	когда она	1	1
518	в одно	1	1
519	приходит в	1	1
520	действия в	1	1
521	но оно	1	1
522	на который	1	1
523	по праву	1	1
524	и потому	3	1
525	как это	1	1
526	одновременно с	2	1
527	могут быть	4	1
528	в литературе	2	1
529	и передачу	1	1
530	с некоторым	1	1
531	но это	1	1
532	числе и	2	1
533	и от	1	1
534	котором он	2	1
535	только тем	1	1
536	или нет	1	1
537	это он	1	1
538	тем более	1	1
539	мы должны	1	1
540	но зато	2	1
541	в г	2	1
542	я в	1	1
543	как показывает	2	1
544	не носят	1	1
545	личности и	1	1
546	не утрачивает	1	1
547	мы обладаем	1	1
548	не обладает	1	1
549	здесь только	1	1
550	авторстве и	1	1
551	с ними	1	1
552	а о	2	1
553	сведения о	1	1
554	героя и	2	1
555	с ней	1	1
556	не говоря	2	1
557	его таким	1	1
558	к его	2	1
559	всех других	1	1
560	только о	1	1
561	таким же	1	1
562	и состоит	1	1
563	в голову	1	1
564	того или	2	1
565	в своих	3	1
566	это в	2	1
567	по причине	1	1
568	к м	1	1
569	им и	1	1
