N	3gram	Vygotskiy__2	VelikijI
1	за то что	1	3
2	том что он	1	2
3	по этому пути	1	2
4	вместо того чтобы	1	2
5	уж конечно не	1	2
6	в том что	21	2
7	и вообще в	1	1
8	тот же упрек	1	1
9	что уже сказано	1	1
10	лишено всякого смысла	1	1
11	хотя бы и	2	1
12	в общественной жизни	1	1
13	бы то ни	1	1
14	самой жизни в	1	1
15	если оно не	1	1
16	лишь в процессе	1	1
17	то и другое	1	1
18	что он так	1	1
19	связать себя с	1	1
20	в этом нет	1	1
21	в известном смысле	1	1
22	не могут быть	1	1
23	он говорит что	1	1
24	с другой стороны	1	1
25	этому же пути	1	1
26	по сравнению с	5	1
27	против того что	1	1
28	и теперь в	1	1
29	после того как	1	1
30	по этому же	1	1
31	вот почему в	1	1
32	как и в	1	1
