N	3gram	Bakhtin_Pr_2	Myshleni
1	в том что	1	21
2	с точки зрения	8	18
3	с одной стороны	1	7
4	в связи с	1	6
5	во всяком случае	1	6
6	не может быть	4	6
7	на то что	2	6
8	по отношению к	5	5
9	можно было бы	3	5
10	на этот вопрос	2	5
11	в самом деле	4	4
12	о том что	1	4
13	в том числе	1	3
14	в отличие от	4	3
15	в собственном смысле	1	3
16	том числе и	1	3
17	как мы уже	1	3
18	смысле этого слова	1	3
19	мы уже говорили	3	3
20	собственном смысле слова	1	3
21	более или менее	3	2
22	на самом деле	1	2
23	в этом смысле	2	2
24	в том же	1	2
25	одной стороны и	1	2
26	в этом пункте	1	2
27	хотя бы и	1	2
28	что он не	1	2
29	то что он	1	2
30	само по себе	1	2
31	то же самое	1	2
32	друг от друга	2	2
33	сама по себе	4	2
34	друг с другом	4	2
35	мы увидим что	1	2
36	каждая из этих	1	1
37	если бы он	1	1
38	точки зрения и	1	1
39	друг к другу	2	1
40	не может не	1	1
41	в той или	3	1
42	прежде всего как	1	1
43	этой точки зрения	1	1
44	мере того как	1	1
45	иметь в виду	1	1
46	дело в том	1	1
47	отношению к себе	1	1
48	в этом последнем	1	1
49	в том и	1	1
50	по мере того	1	1
51	о том как	1	1
52	что с точки	1	1
53	до сих пор	7	1
54	как и все	4	1
55	сам по себе	5	1
56	не входит в	1	1
57	друг на друга	2	1
58	бы то ни	1	1
59	правильнее будет сказать	1	1
60	того и другого	2	1
61	вместо того чтобы	1	1
62	было бы привести	1	1
63	но в ином	1	1
64	за ней в	1	1
65	точки зрения того	1	1
66	рано или поздно	1	1
67	или даже в	1	1
68	как если бы	2	1
69	же относится и	1	1
70	что он так	1	1
71	ибо и в	1	1
72	в результате такого	1	1
73	мысли но в	1	1
74	следует за ней	1	1
75	сами по себе	1	1
76	первостепенное значение для	1	1
77	то ни было	1	1
78	образом как и	1	1
79	мы не знаем	1	1
80	таким образом и	1	1
81	на этот раз	1	1
82	если мы не	1	1
83	до некоторой степени	1	1
84	перед нами в	1	1
85	не опирается на	1	1
86	бы привести еще	1	1
87	переходит в речь	1	1
88	с другой стороны	3	1
89	рядом друг с	1	1
90	не в одном	1	1
91	на ту же	1	1
92	речи и в	1	1
93	здесь не только	1	1
94	у него в	1	1
95	только на то	1	1
96	в такой форме	1	1
97	никогда не может	2	1
98	в сущности в	1	1
99	дело идет о	1	1
100	не только не	1	1
101	той или иной	3	1
102	еще один пример	1	1
103	можно сказать что	1	1
104	сверх того что	1	1
105	после того как	1	1
106	том что он	2	1
107	в результате получается	1	1
108	все это не	1	1
109	сказать что это	1	1
110	как и в	3	1
111	к тому же	3	1
112	точку зрения на	1	1
113	в своей жизни	1	1
114	он прежде всего	1	1
