N	3gram	Tiupa_Lite_1	Tvorches
1	то же время	5	7
2	в то же	5	7
3	в романе достоевского	1	5
4	в соответствии с	1	4
5	по отношению к	2	3
6	до сих пор	1	3
7	не может быть	1	3
8	в самом деле	1	2
9	в одной из	1	2
10	в отличие от	5	2
11	в наше время	1	2
12	по крайней мере	1	2
13	на наш взгляд	5	2
14	едва ли не	1	2
15	преступления и наказания	1	2
16	в том же	3	2
17	том же году	3	2
18	в xix веке	1	2
19	во всяком случае	2	2
20	с другой стороны	1	2
21	не в силах	1	2
22	о том что	2	2
23	в том что	11	2
24	в другом месте	1	1
25	как уже говорилось	1	1
26	дело в том	2	1
27	у достоевского всегда	1	1
28	русской классической литературы	3	1
29	в том числе	1	1
30	может и не	1	1
31	может быть назван	1	1
32	начале xix века	1	1
33	можно было бы	1	1
34	является все произведение	1	1
35	только потому что	1	1
36	в этой связи	1	1
37	только то что	1	1
38	что он сам	1	1
39	войне и мире	1	1
40	но в то	1	1
41	не сводится к	3	1
42	лишь в диалоге	1	1
43	в начале xix	1	1
44	но при этом	2	1
45	и в этом	1	1
46	а с другой	1	1
47	так и не	1	1
48	в свою очередь	1	1
49	в связи с	4	1
50	к тому же	1	1
51	в целом ряде	1	1
52	решающую роль в	1	1
53	это еще не	1	1
54	в диалоге с	1	1
55	нет ничего кроме	1	1
56	ничего общего с	1	1
57	с самого начала	1	1
58	в конечном счете	4	1
59	в русской литературе	3	1
60	тем самым его	1	1
61	и в литературе	1	1
62	а во второй	1	1
63	и прежде всего	3	1
64	о ком другом	1	1
