N	2gram	Ircho_Kome_2	Istorich
1	и т	2	27
2	и в	26	26
3	так же	1	18
4	т е	1	18
5	то что	6	16
6	не только	7	15
7	может быть	11	14
8	что в	9	14
9	но и	10	12
10	связь с	1	12
11	власть над	1	11
12	так и	12	10
13	таким образом	6	10
14	и его	12	10
15	что он	5	10
16	все же	4	9
17	его в	4	9
18	что и	7	9
19	так как	4	9
20	и не	14	9
21	то же	3	8
22	мы знаем	3	8
23	а в	3	8
24	мы имеем	2	7
25	в этом	10	7
26	он не	2	7
27	об этом	2	7
28	как и	4	7
29	в этих	4	7
30	во время	6	7
31	их в	1	7
32	как в	3	7
33	в качестве	5	7
34	еще не	6	6
35	как он	3	6
36	в плен	2	6
37	мы видели	1	6
38	не всегда	2	6
39	таким же	1	6
40	мы можем	3	6
41	к нему	3	6
42	мы видим	1	6
43	потому что	6	6
44	а не	1	6
45	не может	3	6
46	вместе с	9	6
47	предположить что	1	6
48	когда он	1	6
49	то это	2	5
50	но не	3	5
51	и как	1	5
52	но в	3	5
53	в силу	2	5
54	с собой	2	5
55	но все	3	5
56	в другом	1	5
57	и с	5	5
58	это не	2	5
59	не в	2	5
60	точно так	1	5
61	ничего не	1	5
62	и у	2	5
63	как мы	4	5
64	и здесь	6	5
65	и что	2	5
66	в его	4	5
67	с ними	2	5
68	в одном	2	5
69	у него	4	5
70	тем что	3	5
71	до сих	2	5
72	из которых	3	5
73	сих пор	2	5
74	к этому	5	5
75	в доме	6	4
76	вопрос о	3	4
77	на себя	7	4
78	не просто	1	4
79	три года	2	4
80	в своей	3	4
81	даже в	2	4
82	того как	3	4
83	так в	2	4
84	о том	6	4
85	и даже	1	4
86	вовсе не	2	4
87	с другой	2	4
88	а на	2	4
89	а по	1	4
90	все что	1	4
91	в тех	3	4
92	другой стороны	1	4
93	например в	3	3
94	из трех	1	3
95	из этих	4	3
96	в одной	2	3
97	все эти	1	3
98	и если	2	3
99	на его	1	3
100	что она	2	3
101	что у	4	3
102	что ни	2	3
103	а затем	5	3
104	не мог	1	3
105	том что	9	3
106	от своего	1	3
107	и при	1	3
108	по сравнению	1	3
109	и более	1	3
110	как это	4	3
111	что эта	1	3
112	не имеет	3	3
