N	3gram	Vygotskiy__1	formyVre
1	и т п	15	11
2	с точки зрения	2	8
3	для того чтобы	5	7
4	в связи с	1	7
5	не только в	1	5
6	в том же	1	4
7	в том числе	1	3
8	и в особенности	1	3
9	и в этом	1	3
10	в том что	9	3
11	и т д	8	3
12	и во всех	1	2
13	а следовательно и	1	2
14	и в поэзии	1	2
15	что в этом	3	2
16	лежит в основе	1	2
17	до сих пор	3	2
18	не было бы	2	2
19	в этом отношении	2	2
20	сами по себе	1	2
21	то же самое	2	2
22	том числе и	1	2
23	у него есть	1	2
24	и большим и	1	1
25	о том что	7	1
26	и в сущности	1	1
27	и в результате	1	1
28	в одном из	2	1
29	существенную роль в	1	1
30	романе и в	1	1
31	точки зрения может	1	1
32	с одной стороны	5	1
33	по сравнению с	1	1
34	не может не	1	1
35	что то же	1	1
36	в совершенно ином	1	1
37	как и в	4	1
38	своем чистом виде	1	1
39	а не за	1	1
40	и как он	1	1
41	с другой стороны	5	1
42	в себя и	1	1
43	они сами по	1	1
44	можно сказать что	1	1
45	к этому вопросу	1	1
46	между тем как	1	1
47	может показаться что	1	1
48	что и в	2	1
49	больше и больше	1	1
50	точки зрения в	1	1
51	широком смысле слова	1	1
52	и того же	1	1
53	оно не может	1	1
54	с самого начала	1	1
55	но мы можем	1	1
56	это имеет место	1	1
57	не меньше чем	1	1
58	в значительной мере	1	1
59	этой точки зрения	5	1
60	как бы в	1	1
61	в то время	5	1
62	божественную комедию в	1	1
63	на самом деле	2	1
64	при взгляде на	1	1
65	дело идет о	1	1
66	те же явления	1	1
67	в художественных образах	1	1
68	сказать что здесь	1	1
69	вместо того чтобы	1	1
70	могут быть сведены	1	1
71	в связи со	1	1
72	в широком смысле	1	1
73	все больше и	1	1
74	одного и того	1	1
75	или что то	1	1
76	в частности о	1	1
77	одну из этих	1	1
78	человеческое тело изображается	1	1
79	есть прежде всего	1	1
80	что на самом	1	1
81	не может быть	8	1
82	т п в	1	1
83	личного авторства и	1	1
84	в своем чистом	1	1
85	мы вовсе не	1	1
86	вместе с тем	2	1
87	в конце концов	3	1
88	не до конца	1	1
89	и вместе с	1	1
90	то что в	1	1
91	только в том	3	1
92	эта точка зрения	1	1
93	выходит за пределы	1	1
94	то время как	5	1
95	с этой точки	4	1
96	в своем существе	1	1
97	том что он	1	1
98	в отличие от	3	1
99	а вместе с	1	1
100	другой стороны в	1	1
101	и то же	1	1
102	то есть в	2	1
103	в свою очередь	1	1
104	а вовсе не	1	1
105	по своему содержанию	1	1
106	иная чем в	1	1
107	одно и то	1	1
