N	2gram	Nazirov_Tv_1	Istorich
1	т е	1	29
2	что он	6	24
3	и т	3	19
4	не только	7	18
5	т д	1	18
6	может быть	5	17
7	мы имеем	1	15
8	и в	21	15
9	никогда не	3	15
10	так как	3	14
11	но и	3	14
12	так же	3	13
13	что в	12	12
14	то что	8	12
15	а в	6	12
16	в этом	6	11
17	об этом	2	11
18	в этих	2	11
19	мы знаем	1	11
20	и не	7	11
21	то же	13	10
22	его в	1	10
23	еще не	1	9
24	все же	5	9
25	с тем	1	9
26	и здесь	1	9
27	потому что	5	9
28	он не	8	8
29	связи с	1	8
30	один из	4	8
31	очень много	1	8
32	в нем	3	7
33	таким образом	5	7
34	том что	11	7
35	не в	2	7
36	вместе с	2	7
37	сих пор	1	7
38	связана с	1	6
39	то это	1	6
40	но в	7	6
41	что это	1	6
42	и что	1	6
43	в его	13	6
44	что и	2	6
45	мы уже	1	6
46	так что	2	6
47	до сих	1	6
48	наряду с	1	6
49	как бы	17	6
50	в том	7	6
51	только в	5	6
52	точно так	2	6
53	же как	1	5
54	и есть	1	5
55	представляет собой	3	5
56	как в	8	5
57	с этим	1	5
58	и наконец	2	5
59	имеем в	1	5
60	что она	2	5
61	но все	1	5
62	было бы	1	5
63	в котором	6	5
64	в русской	5	5
65	на него	1	5
66	видим что	1	5
67	так и	2	5
68	связан с	3	5
69	она не	1	5
70	к нему	1	5
71	в одном	1	5
72	прежде всего	4	5
73	к которому	1	5
74	представления о	1	5
75	а не	5	5
76	в связи	1	5
77	не может	4	5
78	к тому	2	5
79	в ней	2	4
80	и на	7	4
81	в одной	2	4
82	в себе	2	4
83	все эти	1	4
84	в этой	5	4
85	три года	1	4
86	при этом	7	4
87	и с	3	4
88	показывает что	1	4
89	но он	2	4
90	дело не	3	4
91	из дома	1	4
92	о нем	1	4
93	или на	1	4
94	с одной	1	4
95	его и	1	4
96	у нее	1	4
97	у него	7	4
98	тем что	1	4
99	связь с	1	4
100	этот мотив	1	4
101	но это	5	4
102	в область	1	4
103	как она	1	4
104	мы должны	1	4
105	одной из	4	4
106	к этой	1	4
107	и другие	3	4
108	в русских	1	3
109	не совсем	1	3
110	он был	1	3
111	эта связь	1	3
112	когда он	2	3
113	он в	1	3
114	как он	1	3
115	всех этих	1	3
116	здесь мы	2	3
117	говорит что	2	3
118	ты мне	1	3
119	должен был	1	3
120	он и	1	3
121	хотя в	1	3
122	не мог	2	3
123	в их	3	3
124	когда она	1	3
125	что после	1	3
126	что этот	1	3
127	и его	6	3
128	как будто	5	3
129	и это	1	3
130	но по	1	3
131	в себя	2	3
132	так в	1	3
133	роль в	1	3
134	по мере	1	3
135	о том	6	3
136	того что	3	3
137	герой в	2	3
138	страх перед	2	3
139	в качестве	2	3
140	же и	2	3
141	по отношению	1	3
142	в других	1	3
143	представляют собой	1	3
144	одной стороны	1	3
145	она всегда	1	3
146	эти слова	2	3
147	как это	1	3
148	все это	10	3
149	между прочим	1	3
150	уже на	1	3
151	но если	3	3
152	не обладает	1	3
153	отношению к	1	3
154	самом деле	2	2
155	на самом	3	2
156	в сущности	1	2
157	что иное	1	2
158	принадлежит к	1	2
159	я не	3	2
160	хотя бы	5	2
161	иное как	1	2
162	во всех	1	2
163	но не	3	2
164	не все	1	2
165	в поисках	1	2
166	вспомним что	1	2
167	перед нами	2	2
168	но его	2	2
169	к чему	1	2
170	в которой	3	2
171	говорят о	1	2
172	тому же	1	2
173	на его	3	2
174	так сказать	2	2
175	и если	1	2
176	и по	3	2
177	человека в	6	2
178	а затем	2	2
179	из них	2	2
180	той же	3	2
181	его не	1	2
182	на этой	1	2
183	это не	4	2
184	в жизни	2	2
185	ни в	1	2
186	как и	12	2
187	нигде не	1	2
188	ключ к	1	2
189	такой же	2	2
190	во время	1	2
191	и ее	1	2
192	как указывает	1	2
193	не столько	2	2
194	представление о	3	2
195	и более	1	2
196	в таких	1	2
197	тем самым	7	2
198	самого начала	3	2
199	одна из	2	2
200	дочери и	1	2
201	в русском	1	2
202	другой стороны	1	2
203	здесь нет	2	2
204	кроме того	1	2
205	только с	1	2
206	был бы	2	2
207	в нее	1	2
208	к себе	1	2
209	могут быть	2	2
210	он видит	3	2
211	с ее	3	2
212	в виду	2	2
213	и говорит	1	2
214	с самого	3	2
215	говорили что	1	2
216	приводит к	2	2
217	мнение что	1	2
218	и когда	2	2
219	что у	1	2
220	живет в	2	2
221	за волосы	1	2
222	часто в	1	2
223	одно из	1	2
224	в глаза	2	2
225	с другой	3	2
226	что эта	1	2
227	к ней	2	2
228	в него	2	2
229	но с	1	2
230	он стал	1	2
231	с ними	1	2
232	пришел к	1	2
233	уже в	3	2
234	в нашей	2	2
235	при помощи	2	2
236	на столе	1	2
237	и их	1	2
238	заметить что	1	2
239	не было	1	2
240	и из	1	2
241	именно в	2	2
242	а с	1	2
243	себя и	1	2
244	превращается в	1	2
245	зависит от	2	2
246	видит в	1	2
247	не боится	1	2
248	в мир	2	2
249	да и	1	2
250	в основном	4	2
251	о его	1	2
252	и часто	1	2
253	или в	2	2
254	не знает	2	2
255	сказать что	2	2
256	не что	1	2
257	ее в	3	2
258	значения этого	1	1
259	жизнью что	1	1
260	себя как	2	1
261	говорили о	1	1
262	но кто	1	1
263	отметим что	1	1
264	к своей	1	1
265	это и	3	1
266	говорилось выше	1	1
267	это очень	1	1
268	когда человек	2	1
269	не имеют	4	1
270	выражается в	1	1
271	оно было	1	1
272	и этот	1	1
273	их и	1	1
274	а как	2	1
275	есть не	2	1
276	так герой	1	1
277	и о	1	1
278	бы что	1	1
279	не слишком	1	1
280	говорить о	1	1
281	но она	2	1
282	на себя	1	1
283	минут в	1	1
284	всю ночь	1	1
285	что можно	1	1
286	их не	1	1
287	себе а	1	1
288	себе что	1	1
289	и он	2	1
290	это время	2	1
291	который может	1	1
292	вопрос об	1	1
293	в отличие	2	1
294	он сам	6	1
295	он бросил	1	1
296	чтобы вместить	1	1
297	что его	2	1
298	это означало	2	1
299	с его	11	1
300	тем как	1	1
301	у других	1	1
302	не то	2	1
303	отличие от	2	1
304	в безумие	1	1
305	отнюдь не	5	1
306	в истории	1	1
307	как говорит	1	1
308	а самый	1	1
309	до его	1	1
310	как к	2	1
311	и где	1	1
312	и как	4	1
313	что по	1	1
314	говорит об	2	1
315	и к	1	1
316	главе мы	1	1
317	себе не	2	1
318	он на	1	1
319	в герое	1	1
320	в этот	1	1
321	мы но	1	1
322	за собой	1	1
323	для которого	1	1
324	со своей	1	1
325	утверждая что	1	1
326	лежит на	1	1
327	в целом	4	1
328	мне не	1	1
329	еще один	1	1
330	им в	1	1
331	но на	1	1
332	человек не	1	1
333	же именно	1	1
334	свою собственную	1	1
335	этого вопроса	1	1
336	душу и	1	1
337	на земле	3	1
338	в комнату	2	1
339	в пещере	1	1
340	в основу	1	1
341	не будет	2	1
342	человек а	1	1
343	связанные с	1	1
344	этом он	2	1
345	за то	2	1
346	в несколько	1	1
347	это было	1	1
348	нам кажется	1	1
349	который и	1	1
350	свою противоположность	2	1
351	центральное место	1	1
352	а это	1	1
353	приходит в	1	1
354	в огонь	1	1
355	он приходит	1	1
356	для них	1	1
357	открытие которых	1	1
358	в них	1	1
359	героя или	1	1
360	он же	1	1
361	две линии	1	1
362	можно вывести	1	1
363	соответствии с	3	1
364	далеко не	3	1
365	он любил	1	1
366	без этой	1	1
367	и некоторые	1	1
368	в своей	4	1
369	что такое	1	1
370	и бессмертие	1	1
371	к одному	1	1
372	не решена	1	1
373	всякий раз	1	1
374	как одна	1	1
375	но эта	1	1
376	ночь он	1	1
377	времен и	1	1
378	тем не	2	1
379	грязью и	1	1
380	по себе	1	1
381	даже в	3	1
382	знал что	1	1
383	власть в	1	1
384	не менее	6	1
385	вплоть до	1	1
386	что их	1	1
387	в то	15	1
388	а ты	1	1
389	к этим	1	1
390	которого он	2	1
391	и снова	1	1
392	только не	1	1
393	ушел от	1	1
394	этот тип	1	1
395	казалось бы	1	1
396	слово и	1	1
397	по достижении	1	1
398	к живой	1	1
399	особое значение	1	1
400	был так	1	1
401	в процессе	1	1
402	до того	1	1
403	не вполне	1	1
404	что на	1	1
405	и далеко	1	1
406	в бою	1	1
407	и со	1	1
408	и сохраняет	1	1
409	у нас	1	1
410	сюжета в	1	1
411	такие же	1	1
412	если он	1	1
413	не могут	1	1
414	относиться к	1	1
415	мы узнаем	1	1
416	во все	1	1
417	в эти	1	1
418	указывает на	1	1
419	за свою	1	1
420	время он	2	1
421	если же	1	1
422	приходит к	3	1
423	как один	1	1
424	отношения и	1	1
425	всего этого	1	1
426	тогда как	1	1
427	к нам	1	1
428	с каким	2	1
429	да не	1	1
430	в дальнейшем	3	1
431	особенно в	1	1
432	одного из	2	1
433	найти в	1	1
434	иногда в	1	1
435	в последней	1	1
436	о котором	2	1
437	с ним	3	1
438	связанное с	1	1
439	связанным с	1	1
440	вот почему	3	1
441	время в	3	1
442	там же	3	1
443	ее и	2	1
444	от него	1	1
445	восходит к	1	1
446	связь между	1	1
447	которого не	1	1
448	путь к	1	1
449	эту форму	1	1
450	она это	1	1
451	вся эта	1	1
452	по ночам	1	1
453	не чувствует	1	1
454	этот момент	1	1
455	нуждается в	1	1
456	нет есть	1	1
457	отметить что	1	1
458	большого дома	1	1
459	вслед за	2	1
460	делает это	1	1
461	значит что	2	1
462	с человеческим	1	1
463	бросается в	1	1
464	в частности	2	1
465	в двух	2	1
466	при входе	1	1
467	тот же	2	1
468	этот вопрос	1	1
469	собой не	1	1
470	традиции в	2	1
471	в какой	1	1
472	к их	1	1
473	и действительно	1	1
474	человеческой натуры	1	1
475	узнаем что	1	1
476	который в	3	1
477	по этому	1	1
478	так вот	2	1
479	для всех	1	1
480	переходит в	2	1
481	уже не	3	1
482	если мы	1	1
483	только на	2	1
484	свидетельствует о	2	1
485	него и	1	1
486	на этих	1	1
487	от других	2	1
488	и других	3	1
489	что происходило	1	1
490	могло бы	1	1
491	представлений о	2	1
492	вовсе не	5	1
493	входят в	1	1
494	но что	1	1
495	и герои	1	1
496	он живет	1	1
497	героя что	1	1
498	в настоящем	2	1
499	что не	2	1
500	к человеку	3	1
