N	3gram	Potebnia_M_4	Formalny
1	с точки зрения	3	14
2	не может быть	5	14
3	на самом деле	3	12
4	в то же	3	7
5	то же время	3	7
6	во всяком случае	3	6
7	и т д	3	6
8	и т п	4	5
9	с другой стороны	1	5
10	подобно тому как	2	4
11	и не может	1	4
12	в данном случае	2	4
13	в связи с	1	4
14	в большинстве случаев	2	4
15	для того чтобы	4	4
16	а не в	1	3
17	по отношению к	8	3
18	то же самое	4	3
19	в этом отношении	1	3
20	вместе с тем	3	3
21	в том что	7	3
22	нет и не	1	2
23	да и не	1	2
24	одним и тем	1	2
25	равно как и	2	2
26	о том как	1	2
27	до известной степени	2	2
28	сами по себе	2	2
29	лишь тогда когда	3	2
30	нечто совсем другое	1	2
31	может быть только	1	2
32	и тем же	1	2
33	со стороны его	1	2
34	дело в том	1	2
35	мы видели что	1	2
36	мы не можем	3	2
37	не только не	3	2
38	как бы ни	1	2
39	не может стать	1	2
40	к тому что	1	2
41	тем не менее	4	2
42	то же что	1	2
43	дело не в	1	2
44	там где она	1	2
45	в процессе его	1	2
46	смысле этого слова	1	2
47	и того же	1	1
48	было бы невозможно	1	1
49	хотя и не	1	1
50	другой стороны в	1	1
51	что в слове	2	1
52	поэзии эта связь	1	1
53	и связь между	1	1
54	иметь в виду	1	1
55	в виду что	1	1
56	бы ни был	1	1
57	к одной и	1	1
58	еще один вопрос	1	1
59	в настоящее время	1	1
60	в том же	2	1
61	один и тот	2	1
62	в этом случае	5	1
63	что же касается	1	1
64	же касается до	1	1
65	внутренней формы в	1	1
66	а следовательно и	1	1
67	если же он	1	1
68	хотя бы и	2	1
69	сам по себе	4	1
70	таким образом как	1	1
71	может иметь место	1	1
72	с тем что	4	1
73	в поэтическом произведении	1	1
74	говорить о языке	1	1
75	к тому чтобы	1	1
76	в данное время	1	1
77	отношения между ними	1	1
78	что это значит	1	1
79	со всех сторон	1	1
80	до сих пор	4	1
81	и поэтическое произведение	1	1
82	так или иначе	2	1
83	в это время	1	1
84	в непрерывном изменении	1	1
85	в такой степени	1	1
86	если же мы	1	1
87	от того что	3	1
88	не была бы	1	1
89	и сами по	1	1
90	из виду что	1	1
91	только в этом	1	1
92	с одной стороны	1	1
93	и тот же	2	1
94	можно говорить о	1	1
95	если бы в	1	1
96	но при этом	1	1
97	и по отношению	2	1
98	один из моментов	1	1
99	и вместе с	1	1
100	это не так	1	1
101	никогда не может	1	1
102	что это не	1	1
103	мере того как	4	1
104	не в том	2	1
105	а не как	1	1
106	это не значит	2	1
107	все более и	2	1
108	до настоящего времени	1	1
109	в таком случае	2	1
110	о котором мы	1	1
111	и той же	1	1
112	могут быть даны	1	1
113	но так как	1	1
114	все то что	1	1
115	между тем как	2	1
116	о том что	5	1
117	таким образом все	1	1
118	в той же	1	1
119	вместе с этим	2	1
120	с самого начала	1	1
121	и в самом	1	1
122	более и более	2	1
123	она так сказать	1	1
124	в этом заключается	1	1
125	но он может	1	1
126	можно сказать что	4	1
127	у нас в	1	1
128	с тем и	2	1
129	на то что	4	1
130	одного и того	1	1
131	которые могут быть	1	1
132	в слове есть	1	1
133	в этих случаях	2	1
134	и быть не	1	1
135	в том числе	1	1
136	одной и той	1	1
137	иначе и быть	1	1
138	и в том	2	1
139	так сказать от	1	1
140	как и в	1	1
141	по мере того	4	1
142	можем сказать что	2	1
143	том числе и	1	1
144	кроме того в	1	1
