N	3gram	Nazirov_Tv_1	Myshleni
1	в том что	6	31
2	заключается в том	1	14
3	те и другие	1	9
4	с одной стороны	1	9
5	с другой стороны	1	8
6	то же самое	1	7
7	и того же	1	5
8	друг на друга	1	5
9	одного и того	1	5
10	в первую очередь	1	4
11	вместе с тем	1	3
12	точно так же	2	3
13	в связи с	1	3
14	о том что	5	3
15	и что в	1	2
16	в настоящее время	1	2
17	по нашему мнению	5	2
18	не может не	1	2
19	в отличие от	1	2
20	в этой области	1	2
21	в данном случае	2	2
22	как и на	1	2
23	не могут быть	1	2
24	все более и	1	2
25	мы уже говорили	1	2
26	в свою очередь	1	2
27	это значит что	1	2
28	более и более	1	2
29	том что в	2	1
30	что иное как	1	1
31	тем самым как	1	1
32	представляет собой не	1	1
33	в глаза и	1	1
34	чуть ли не	1	1
35	мы никогда не	1	1
36	имеет место в	1	1
37	мы узнаем что	1	1
38	он говорит об	1	1
39	равно как и	1	1
40	на самом деле	2	1
41	сплошь и рядом	1	1
42	что он не	1	1
43	бы то ни	1	1
44	и та же	2	1
45	до сих пор	1	1
46	они представляют собой	1	1
47	заключает в себе	1	1
48	он приходит к	1	1
49	то и другое	1	1
50	традиционное представление о	1	1
51	к тому что	1	1
52	то ни было	1	1
53	все это в	1	1
54	имел в виду	1	1
55	не только в	2	1
56	в конце концов	1	1
57	при этом он	2	1
58	как один из	1	1
59	и как бы	1	1
60	его содержания как	1	1
61	самым как бы	1	1
62	в действительной жизни	1	1
63	к тому же	1	1
64	одна и та	1	1
65	поэтому мы должны	1	1
66	особое внимание на	1	1
67	перед нами раскрывается	1	1
68	только то что	1	1
69	процесса в целом	1	1
70	по отношению к	1	1
71	говорили что в	1	1
72	только в качестве	1	1
73	то что в	1	1
74	ту же самую	1	1
75	с самого начала	3	1
76	можно сказать что	2	1
77	и приводит к	1	1
78	и не имеют	1	1
79	собой не что	1	1
80	важную роль в	1	1
81	не что иное	1	1
82	друга в то	1	1
83	тем не менее	2	1
84	как и в	1	1
85	и те и	1	1
86	в основе этой	1	1
87	в том же	1	1
