N	3gram	Tiupa_Lite_2	Problemy
1	и т п	2	9
2	с точки зрения	3	8
3	по отношению к	3	5
4	то же время	9	5
5	в то же	9	5
6	и не может	1	4
7	в отличие от	1	4
8	не может быть	7	4
9	можно было бы	1	3
10	с другой стороны	4	3
11	той или иной	1	3
12	в конце концов	1	2
13	и то же	2	2
14	одно и то	2	2
15	я не могу	1	2
16	тем не менее	2	2
17	обойтись без другого	1	1
18	столь характерный для	1	1
19	же время не	1	1
20	прежде всего в	1	1
21	и наконец в	1	1
22	в том числе	2	1
23	она уже не	1	1
24	то же самое	1	1
25	одной стороны и	1	1
26	по крайней мере	2	1
27	с ним а	1	1
28	что он не	1	1
29	является одним из	1	1
30	бы то ни	1	1
31	в себе и	1	1
32	в третьем лице	1	1
33	том числе и	1	1
34	о себе не	1	1
35	у него нет	1	1
36	то что было	1	1
37	мы с тобою	1	1
38	то ни было	1	1
39	с одной стороны	6	1
40	в равной степени	2	1
41	свое собственное слово	1	1
42	в жизни а	1	1
43	для него в	1	1
44	не мог бы	1	1
45	о том что	2	1
46	не менее чем	1	1
47	речь а не	1	1
48	на самом деле	1	1
49	такой же как	1	1
50	в одном из	1	1
51	этой точки зрения	1	1
52	никогда не бывает	1	1
53	не только не	1	1
54	что может быть	1	1
55	в художественном мире	1	1
56	после того как	1	1
57	в том что	5	1
