N	2gram	Bakhtin_Pr_2	Myshleni
1	с помощью	1	42
2	в процессе	2	27
3	и в	43	25
4	мышления и	1	23
5	в том	6	23
6	и речи	1	20
7	том что	2	20
8	внутренней речи	2	19
9	таким образом	5	17
10	так же	2	17
11	что в	4	17
12	в основе	1	16
13	как и	14	15
14	в его	10	15
15	то что	7	15
16	в этом	13	14
17	вместе с	1	14
18	между собой	2	13
19	может быть	23	13
20	в целом	2	13
21	так как	4	12
22	в качестве	1	12
23	по своему	2	11
24	перед нами	7	10
25	и что	5	10
26	что и	3	10
27	было бы	5	10
28	того что	2	10
29	только в	4	10
30	как бы	22	10
31	и не	29	10
32	мы не	4	9
33	связи с	1	9
34	ни в	2	9
35	как в	2	9
36	как мы	10	8
37	того чтобы	1	8
38	тем что	3	8
39	речи и	4	8
40	по своей	1	7
41	все эти	5	7
42	по себе	11	7
43	уже в	2	7
44	мы можем	2	7
45	как это	1	7
46	же как	1	6
47	того же	3	6
48	и на	10	6
49	но не	5	6
50	от этого	1	6
51	не только	11	6
52	собственном смысле	1	6
53	не может	18	6
54	точки зрения	13	6
55	в отличие	4	6
56	не в	11	6
57	в отношении	3	6
58	не менее	3	6
59	в собственном	1	6
60	можно было	3	6
61	один из	1	6
62	что он	13	6
63	отличие от	4	6
64	со всеми	3	6
65	с другой	4	6
66	в связи	1	6
67	слова и	12	6
68	благодаря этому	1	6
69	в основном	1	6
70	все это	5	6
71	все же	3	6
72	одним из	1	5
73	человека и	2	5
74	связи между	3	5
75	мы уже	3	5
76	которую мы	1	5
77	с ее	1	5
78	и как	2	5
79	и к	3	5
80	что это	2	5
81	что она	1	5
82	при этом	6	5
83	к одному	6	5
84	и по	1	5
85	на этой	1	5
86	тем не	2	5
87	уже говорили	3	5
88	но это	4	5
89	с другом	4	5
90	могут быть	3	5
91	о том	5	5
92	так и	3	5
93	если бы	3	5
94	в этой	1	5
95	слов и	5	5
96	входит в	2	5
97	с одной	1	5
98	для него	8	5
99	из которых	1	5
100	одной стороны	1	5
101	друг с	4	5
102	тем же	2	4
103	время как	2	4
104	еще не	9	4
105	в своем	4	4
106	из этих	2	4
107	на то	5	4
108	он не	9	4
109	от нее	1	4
110	той же	3	4
111	к которым	1	4
112	не мог	1	4
113	мы говорили	1	4
114	что с	1	4
115	в то	7	4
116	тогда когда	1	4
117	этого слова	2	4
118	никогда не	9	4
119	что речь	1	4
120	то и	2	4
121	не могут	4	4
122	к тому	4	4
123	и это	4	4
124	то время	2	4
125	приводит к	6	4
126	мог бы	1	4
127	с ним	3	4
128	в какой	1	4
129	всяком случае	1	4
130	из них	2	4
131	мы знаем	1	4
132	говорит он	1	4
133	друг друга	1	4
134	речь и	2	4
135	и речь	2	4
136	но и	14	4
137	прежде всего	10	4
138	там где	4	4
139	с этим	2	4
140	смысле этого	1	4
141	в смысле	1	4
142	слова у	1	4
143	и все	6	4
144	а в	5	4
145	сказать что	2	4
146	мы увидим	5	4
147	речи как	2	4
148	во всяком	2	4
149	то в	1	3
150	в котором	6	3
151	эта форма	1	3
152	но как	1	3
153	если в	1	3
154	с которыми	1	3
155	по отношению	5	3
156	оно является	2	3
157	когда он	3	3
158	его к	2	3
159	в самом	7	3
160	бы сказать	1	3
161	им в	2	3
162	но на	2	3
163	этот процесс	1	3
164	как он	2	3
165	не как	6	3
166	и сам	7	3
167	на этом	1	3
168	значение в	2	3
169	его в	3	3
170	в жизни	3	3
