N	3gram	Bakhtin_Pr_1	Analitik
1	не может быть	11	16
2	в том что	3	9
3	в то же	3	8
4	в отличие от	5	6
5	то же время	3	6
6	той или иной	2	6
7	что иное как	1	5
8	по отношению к	19	5
9	факторов художественного впечатления	1	5
10	мы имеем дело	2	4
11	с точки зрения	6	4
12	и не может	2	4
13	и не в	1	4
14	в конечном счете	4	4
15	не что иное	1	4
16	подобно тому как	1	3
17	того или иного	2	3
18	бы то ни	3	3
19	и т п	13	3
20	для того чтобы	2	3
21	то ни было	2	3
22	с одной стороны	3	3
23	имеем дело с	1	3
24	в нашем случае	1	3
25	не в том	1	3
26	факторы художественного впечатления	1	3
27	есть не что	1	3
28	быть не может	1	3
29	могли бы быть	1	2
30	внешнее материальное произведение	2	2
31	не есть вещь	1	2
32	в самом деле	3	2
33	как совокупность факторов	1	2
34	в том и	1	2
35	то же самое	2	2
36	сами по себе	1	2
37	ни в коем	2	2
38	но и в	2	2
39	в этом отношении	2	2
40	в основе своей	3	2
41	в коем случае	2	2
42	в данном случае	4	2
43	далеко не всегда	3	2
44	в первом случае	1	2
45	но в то	1	2
46	в равной степени	1	2
47	не могут быть	2	2
48	с другой стороны	4	2
49	внутреннего и внешнего	1	2
50	в свое время	1	2
51	коем случае не	2	2
52	произведения в его	1	2
53	не о том	1	2
54	совокупность факторов художественного	1	2
55	случайной в самых	1	1
56	и художественно значимо	1	1
57	объектом эстетического анализа	1	1
58	чего бы то	1	1
59	становится зыбкой и	1	1
60	не становится вследствие	1	1
61	особенность эстетического резко	1	1
62	взаимоопределении с опознанной	1	1
63	или хотя бы	1	1
64	произведения с точки	1	1
65	какою-то мистическою или	1	1
66	в мире тоже	1	1
67	эстетики становится зыбкой	1	1
68	имеет дело с	4	1
69	в художественном творчестве	9	1
70	чувствую себя как	2	1
71	и поступком оцененной	1	1
72	которую я вхожу	1	1
73	незаместимое место в	1	1
74	познавательно социально политически	1	1
75	оно может быть	1	1
76	созерцания направленной на	1	1
77	а вовсе не	1	1
78	его рецептивный положительно-приемлющий	1	1
79	событийный характер эстетического	1	1
80	как активного субъекта	1	1
81	равно как и	1	1
82	и поступка его	1	1
83	ни в материальном	1	1
84	также и в	1	1
85	активном взаимоопределении с	1	1
86	базы систематико-философской эстетики	1	1
87	может быть признано	1	1
88	я чувствую себя	1	1
89	направленной на произведение	1	1
90	о том как	1	1
91	выходит за пределы	1	1
92	эстетического резко отличающая	1	1
93	познания и поступка	15	1
94	от познания и	3	1
95	становится вследствие этого	1	1
96	резко отличающая его	1	1
97	до сих пор	1	1
98	вхожу как необходимый	1	1
99	говоря уже о	1	1
100	художественном творчестве имеются	1	1
101	произведение как осуществляющее	1	1
102	систематико-философской эстетики становится	1	1
103	себя как активного	1	1
104	более того в	1	1
105	в самом произведении	1	1
106	в которой я	1	1
107	может иметь место	1	1
108	подхода к художественной	1	1
109	эстетический объект не	4	1
110	социально политически экономически	1	1
111	как мы увидим	3	1
112	а не с	1	1
113	между тем как	5	1
114	на самом же	1	1
115	эмпирически наличных момента	1	1
116	живо произведение и	1	1
117	мистическою или метафизическою	1	1
118	активного субъекта в	1	1
119	вследствие этого какою-то	1	1
120	в напряженном и	1	1
121	значимом познавательно социально	1	1
122	отнюдь не к	1	1
123	ни в психике	1	1
124	в материальном произведении	1	1
125	материальное произведение как	1	1
126	и активном взаимоопределении	1	1
127	в противном случае	3	1
128	эстетического объекта и	4	1
129	содержания эстетического объекта	2	1
130	то или иное	2	1
131	или о чем	1	1
132	может быть понят	1	1
133	в равной мере	1	1
134	может быть найден	1	1
135	и в частности	2	1
136	найден ни в	1	1
137	в новом свете	1	1
138	то есть его	2	1
139	и художественное творчество	1	1
140	два эмпирически наличных	1	1
141	политически экономически религиозно	1	1
142	может служить и	1	1
143	лишенная базы систематико-философской	1	1
144	не в его	1	1
145	и значимом познавательно	1	1
146	нашем случае художественного	1	1
147	живом и значимом	1	1
148	не только в	2	1
149	в художественном произведении	4	1
150	в особенности же	1	1
151	и психический процесс	1	1
152	в психике ни	1	1
153	смысле этого слова	1	1
154	противном случае мы	1	1
155	эстетический объект как	3	1
156	в свою очередь	1	1
157	эстетического объекта не	2	1
158	и должно быть	1	1
159	по отношению ко	1	1
160	художественного впечатления но	1	1
161	и как бы	1	1
162	творчестве имеются два	1	1
163	творчества и восприятия	1	1
164	психике ни в	1	1
165	как эстетический объект	1	1
166	с опознанной и	1	1
167	имеются два эмпирически	1	1
168	напряженном и активном	1	1
169	опознанной и поступком	1	1
170	поступком оцененной действительностью	1	1
171	его то есть	1	1
172	только в его	1	1
173	художественного творчества в	1	1
174	этого какою-то мистическою	1	1
175	но и неслиянность	1	1
176	осуществляющее эстетический объект	1	1
177	самом же деле	1	1
178	содержание эстетической деятельности	1	1
179	художественно значимо в	1	1
180	творца и не	1	1
181	характер эстетического объекта	1	1
182	или иной культурной	1	1
183	далеко не все	1	1
184	могут и должны	1	1
185	во всех своих	2	1
186	или метафизическою сущностью	1	1
187	эстетической деятельности созерцания	1	1
188	произведение и художественно	1	1
189	на фоне которых	1	1
190	принципиально не может	1	1
191	наличных момента внешнее	1	1
192	с эстетическим объектом	2	1
193	в которую я	1	1
194	по аналогии с	1	1
195	тем самым и	1	1
196	процесс творчества и	1	1
197	как лингвистическую определенность	1	1
198	объект не есть	1	1
199	в этом последнем	1	1
200	при созерцании природы	1	1
201	его от познания	1	1
202	начало и конец	2	1
203	и тем самым	2	1
204	и как совокупность	1	1
205	зыбкой и случайной	1	1
206	образом не есть	1	1
207	и в самом	1	1
208	мы увидим далее	1	1
209	субъекта в которую	1	1
210	отличающая его от	1	1
211	и случайной в	1	1
212	я вхожу как	1	1
213	которой я чувствую	1	1
214	рецептивный положительно-приемлющий характер	1	1
215	о мире и	1	1
216	понять внешнее материальное	1	1
217	как одну из	1	1
218	иметь место в	1	1
219	произведение в его	3	1
220	все моменты произведения	1	1
221	в себе все	1	1
