N	3gram	Bakhtin_Fr_5	Komedia
1	к тому же	2	10
2	в том что	6	5
3	вместе с тем	1	4
4	о том что	1	4
5	для того чтобы	6	4
6	по отношению к	1	3
7	в том числе	4	3
8	в связи с	5	3
9	то же время	9	3
10	в то время	2	3
11	в то же	9	3
12	в одной из	2	2
13	до сих пор	3	2
14	в отличие от	2	2
15	в это время	1	2
16	в нем не	3	2
17	в самом начале	1	2
18	независимо от того	1	2
19	после того как	1	2
20	можно было бы	2	2
21	друг с другом	2	2
22	что и в	1	2
23	у своего отца	1	1
24	в так называемой	1	1
25	многие из этих	1	1
26	потому что в	1	1
27	сущности одна и	1	1
28	как и во	2	1
29	в самом деле	1	1
30	с точки зрения	2	1
31	и во всех	3	1
32	сих пор не	1	1
33	и в то	1	1
34	для этой цели	1	1
35	и та же	1	1
36	по своему содержанию	1	1
37	дошедших до нас	1	1
38	мы находим в	2	1
39	то что в	1	1
40	больше того на	1	1
41	том числе и	2	1
42	и не менее	1	1
43	ему надо было	1	1
44	так как он	1	1
45	той или иной	1	1
46	идет в этой	1	1
47	в чем же	2	1
48	жизни в г	1	1
49	в сущности одна	1	1
50	как он был	1	1
51	этим объясняется что	1	1
52	одна и та	1	1
53	же время он	1	1
54	дошедшие до нас	1	1
55	в полной мере	1	1
56	до нас дошли	1	1
57	не может быть	2	1
58	едой и питьем	1	1
59	в системе образов	2	1
60	внешней и внутренней	1	1
61	если бы и	1	1
62	что он не	1	1
63	так и в	1	1
64	в свою очередь	1	1
65	связи с этим	3	1
66	хотя бы в	2	1
67	и в самом	1	1
68	не имеет значения	1	1
69	ни о чем	1	1
70	во время этой	1	1
71	друг от друга	1	1
72	в этой же	1	1
73	в большинстве случаев	2	1
74	концы с концами	1	1
75	тем не менее	1	1
76	в любовных делах	2	1
77	того чтобы его	1	1
78	как мы видели	4	1
79	за пиршественным столом	1	1
