N	3gram	Bakhtin_Pr_5	Myslijsy
1	в том что	2	16
2	смысле этого слова	2	7
3	и то же	3	5
4	по отношению к	6	5
5	сам по себе	2	5
6	заключает в себе	1	5
7	по крайней мере	1	5
8	одно и то	3	5
9	то же время	10	5
10	в то же	10	5
11	вместе с тем	1	4
12	с другой стороны	3	4
13	в то время	1	4
14	то есть не	1	4
15	до сих пор	1	3
16	что он не	1	3
17	в свою очередь	1	3
18	тем не менее	1	3
19	для того чтобы	1	3
20	не может быть	3	3
21	что и в	1	3
22	а между тем	3	2
23	то что я	2	2
24	и что только	1	2
25	подобно тому как	2	2
26	но и по	1	2
27	том что он	1	2
28	в том же	1	2
29	в этом отношении	1	2
30	но тем не	1	2
31	то же слово	1	2
32	и в том	1	2
33	так и в	2	2
34	как и в	1	2
35	и в самом	3	2
36	не только не	1	2
37	как бы ни	1	2
38	и в слове	2	2
39	можно сказать что	1	2
40	этого слова и	1	2
41	к тому что	1	2
42	сама по себе	1	2
43	этого слова в	2	2
44	то все же	2	1
45	с самим предметом	1	1
46	в чем не	1	1
47	в эту минуту	3	1
48	в свое время	1	1
49	не как средство	1	1
50	и столь же	1	1
51	в чем же	1	1
52	потому что в	1	1
53	в одном слове	1	1
54	так же и	1	1
55	а не в	1	1
56	на котором мы	1	1
57	на самом деле	9	1
58	в самом деле	1	1
59	то же самое	1	1
60	потому что я	1	1
61	сих пор еще	1	1
62	живет только в	1	1
63	должно было быть	1	1
64	для себя и	1	1
65	его слово не	1	1
66	и в других	1	1
67	в строгом смысле	1	1
68	по себе и	2	1
69	другой и это	1	1
70	и та же	2	1
71	самим по себе	1	1
72	за то что	1	1
73	и в каждом	1	1
74	рано или поздно	1	1
75	с ними в	1	1
76	не может но	1	1
77	со всех сторон	1	1
78	и то что	1	1
79	слова и его	2	1
80	сводится к тому	2	1
81	то время как	1	1
82	то что оно	1	1
83	с такою же	1	1
84	в данном случае	1	1
85	его отношение к	4	1
86	для него самого	1	1
87	но и с	1	1
88	одна и та	2	1
89	именно тем что	2	1
90	бы ни был	1	1
91	строгом смысле этого	1	1
92	потому что они	1	1
93	внутреннего и внешнего	2	1
94	в этом рассказе	1	1
95	но эти слова	1	1
96	сознания и не	1	1
97	в сознание и	1	1
98	в такой форме	1	1
99	он как мы	1	1
100	не в силах	2	1
101	о том что	1	1
102	понятно что в	1	1
103	до и после	1	1
104	для него прежде	1	1
105	еще один пример	1	1
106	может и не	1	1
107	друг от друга	1	1
108	как мы уже	2	1
109	но не в	1	1
110	друг с другом	4	1
111	и может стать	1	1
112	именно потому что	2	1
113	то он как	1	1
114	с такими же	1	1
115	он не видит	1	1
116	уже не в	1	1
117	к тому же	3	1
118	как мы видели	1	1
