N	2gram	Bakhtin_Pr_1	RusskieA
1	и в	23	36
2	не только	13	22
3	том что	9	19
4	что в	8	19
5	в том	11	17
6	но и	11	16
7	так как	7	15
8	и другие	2	13
9	в этом	25	12
10	и на	10	10
11	в этот	2	10
12	это не	10	10
13	как и	8	10
14	как мы	5	10
15	вместе с	2	10
16	потому что	12	10
17	об этом	1	9
18	а в	7	9
19	и по	2	8
20	у нас	1	8
21	о том	2	8
22	один из	2	8
23	мы увидим	1	8
24	из них	2	8
25	может быть	21	8
26	что они	1	7
27	так и	10	7
28	между тем	5	7
29	что и	5	7
30	и других	5	7
31	представляют собой	1	7
32	мы не	2	6
33	таким образом	11	6
34	при этом	3	6
35	это делалось	1	6
36	уже не	8	6
37	в них	3	6
38	и не	34	6
39	все это	7	6
40	для нас	3	6
41	будто бы	1	6
42	в новый	1	6
43	то что	18	6
44	а и	1	5
45	как в	6	5
46	все же	5	5
47	в которых	2	5
48	как будто	3	5
49	и у	4	5
50	одно из	1	5
51	как бы	28	5
52	в первый	1	4
53	еще не	5	4
54	во всех	5	4
55	в россии	1	4
56	входит в	2	4
57	их на	1	4
58	из этих	2	4
59	в их	3	4
60	тому что	2	4
61	одна из	2	4
62	изображается как	1	4
63	к тому	1	4
64	его с	1	4
65	и что	1	4
66	и их	2	4
67	тем что	3	4
68	а с	1	4
69	в некоторых	1	4
70	в тех	1	4
71	того что	2	4
72	по существу	4	4
73	но это	5	4
74	как уже	1	4
75	не может	11	4
76	только в	8	4
77	к этому	2	4
78	их и	1	3
79	как правило	1	3
80	своего рода	1	3
81	которые не	1	3
82	в своем	8	3
83	не можем	1	3
84	что это	1	3
85	хозяин и	2	3
86	в основном	2	3
87	то же	10	3
88	но все	4	3
89	для них	1	3
90	далеко не	1	3
91	несмотря на	6	3
92	в этих	2	3
93	точки зрения	21	3
94	таким же	2	3
95	с точки	15	3
96	но они	4	3
97	их в	2	3
98	не менее	1	3
99	ничего не	6	3
100	можно сделать	1	3
101	приводит к	3	3
102	то есть	24	3
103	от них	1	3
104	как например	2	3
