N	3gram	Potebnia_M_2	DiskursI
1	в том что	7	13
2	с одной стороны	3	9
3	тогда как в	2	5
4	о том что	1	5
5	в отличие от	1	4
6	то же время	2	4
7	не в том	2	3
8	не может быть	2	3
9	и как бы	1	3
10	в свою очередь	6	3
11	с другой стороны	2	3
12	в то же	2	3
13	не имея в	1	2
14	по себе не	3	2
15	что же касается	1	2
16	он мог быть	1	2
17	и того же	6	2
18	подобно тому как	4	2
19	а в том	1	2
20	одной стороны и	1	2
21	сами по себе	7	2
22	в наше время	1	2
23	обратить внимание на	1	2
24	по крайней мере	5	2
25	на мой взгляд	1	2
26	большей или меньшей	1	2
27	в том чтобы	1	2
28	могла бы быть	1	2
29	не было в	1	2
30	состоит в том	1	2
31	более или менее	8	2
32	то есть в	1	2
33	только в том	1	2
34	одного и того	6	2
35	то все же	2	1
36	здесь как и	1	1
37	и может быть	2	1
38	в этом случае	1	1
39	языка и не	1	1
40	не только по	2	1
41	нами не как	1	1
42	дело в том	1	1
43	может быть названа	1	1
44	далеко не все	1	1
45	не только о	1	1
46	но и о	1	1
47	на самом деле	2	1
48	в этом смысле	2	1
49	при этом как	1	1
50	то есть к	1	1
51	о том как	1	1
52	тем же словом	1	1
53	по себе они	1	1
54	себе не может	1	1
55	до сих пор	4	1
56	и не может	1	1
57	том случае если	1	1
58	сам по себе	4	1
59	возможно только при	1	1
60	из того что	1	1
61	в таком случае	2	1
62	с точкой зрения	1	1
63	к мысли о	1	1
64	вместе с тем	1	1
65	одно и то	2	1
66	только потому что	2	1
67	что во всех	1	1
68	но в таком	1	1
69	она еще не	1	1
70	из виду что	1	1
71	заметить что во	1	1
72	во всех этих	1	1
73	к которому мы	1	1
74	в том случае	1	1
75	в процессе речи	1	1
76	потому что в	1	1
77	в большей или	1	1
78	в связи с	1	1
79	том что он	1	1
80	которое не может	1	1
81	во всяком случае	7	1
82	она могла бы	1	1
83	которое может быть	1	1
84	их влияния на	1	1
85	так и в	2	1
86	на этом основании	1	1
87	не связано с	1	1
88	с самого начала	2	1
89	на то что	3	1
90	может и не	1	1
91	и то же	2	1
92	тем не менее	5	1
93	но все же	1	1
94	то что они	1	1
95	в большинстве случаев	1	1
96	как и в	1	1
97	что не только	1	1
98	при этом по	1	1
