N	2gram	Propp_Isto_2	RusskieA
1	и в	15	36
2	а а	1	25
3	не только	18	22
4	том что	7	19
5	что в	12	19
6	в том	6	17
7	т е	29	17
8	но и	14	16
9	так как	14	15
10	во время	2	14
11	и другие	4	13
12	в этом	11	12
13	в других	3	11
14	и т	19	10
15	и на	4	10
16	в этот	1	10
17	это не	2	10
18	как и	2	10
19	как мы	1	10
20	вместе с	7	10
21	потому что	9	10
22	т д	18	9
23	об этом	11	9
24	а в	12	9
25	состоит в	2	8
26	и по	2	8
27	д к	3	8
28	с тем	9	8
29	у нас	1	8
30	о том	3	8
31	один из	8	8
32	мы увидим	8	8
33	из них	2	8
34	может быть	17	8
35	как это	3	8
36	е в	1	8
37	что они	10	7
38	так и	5	7
39	что и	6	7
40	и других	1	7
41	представляют собой	3	7
42	полагает что	1	6
43	мы не	3	6
44	так например	1	6
45	таким образом	7	6
46	при этом	4	6
47	видно что	6	6
48	уже не	1	6
49	в них	1	6
50	и не	11	6
51	все это	3	6
52	для нас	4	6
53	будто бы	2	6
54	то что	12	6
55	как в	5	5
56	все же	9	5
57	показывает что	4	5
58	в которых	2	5
59	того как	4	5
60	к зеленин	2	5
61	как будто	3	5
62	там же	1	5
63	с ними	2	5
64	одно из	2	5
65	в течение	1	5
66	как бы	6	5
67	этом случае	5	5
68	животных и	1	4
69	мы имеем	15	4
70	не совсем	3	4
71	еще не	9	4
72	во всех	2	4
73	в эти	1	4
74	что по	1	4
75	следующим образом	1	4
76	представляет собой	5	4
77	после этого	4	4
78	с собой	1	4
79	входит в	1	4
80	из этих	3	4
81	в их	3	4
82	что этот	3	4
83	вплоть до	1	4
84	а иногда	1	4
85	одна из	2	4
86	в русском	2	4
87	связи с	8	4
88	что на	1	4
89	к тому	5	4
90	его с	1	4
91	так в	3	4
92	и что	6	4
93	сообщает что	1	4
94	и их	2	4
95	тем что	4	4
96	а с	2	4
97	и др	4	4
98	в некоторых	2	4
99	в тех	2	4
100	того что	3	4
101	по существу	2	4
102	но это	4	4
103	в связи	5	4
104	не может	5	4
105	только в	6	4
106	к этому	1	4
107	увидим ниже	4	3
108	этот обряд	1	3
109	их и	1	3
110	представление о	2	3
111	своего рода	1	3
112	не можем	1	3
113	что это	6	3
114	связанные с	1	3
115	в основном	2	3
116	то же	10	3
117	но все	5	3
118	совпадают с	1	3
119	для них	1	3
120	он же	1	3
121	далеко не	1	3
122	несмотря на	1	3
123	в этих	11	3
124	к тем	1	3
125	тем не	1	3
126	но они	4	3
127	на небо	1	3
128	их в	2	3
129	не менее	1	3
130	этого обряда	2	3
131	в разных	2	3
132	ничего не	7	3
133	к таким	2	3
134	в поле	1	3
135	можно сделать	1	3
136	приводит к	2	3
137	к жизни	1	3
138	или на	4	3
139	а также	2	3
140	связаны с	1	3
141	в середине	1	3
142	также в	2	3
143	всякого рода	1	3
144	сообщает из	1	3
145	по этому	1	3
146	в качестве	3	3
147	только на	1	3
148	слова в	2	3
149	в одном	5	3
150	много и	1	3
151	и из	2	3
152	о чем	1	3
153	так же	13	3
154	других случаях	2	3
155	в уже	1	3
156	в это	1	3
157	этого слова	1	3
158	и некоторые	1	3
159	не будем	4	3
160	и к	1	3
161	в свою	1	3
162	можно говорить	1	2
163	к материалу	2	2
164	например в	2	2
165	в доме	3	2
166	еще до	2	2
167	к нам	1	2
168	но она	1	2
169	что иное	2	2
170	на себя	1	2
171	их к	1	2
172	они были	2	2
173	это время	1	2
174	в ней	4	2
175	он был	3	2
176	иное как	2	2
177	на самом	2	2
178	но не	2	2
179	тогда как	1	2
180	не просто	2	2
181	отнюдь не	1	2
182	однако как	1	2
183	с этим	5	2
184	мы можем	8	2
185	и как	1	2
186	его к	1	2
187	но в	6	2
188	в целом	1	2
189	все эти	4	2
190	и и	1	2
191	в дальнейшем	1	2
192	как он	3	2
193	после чего	1	2
194	что она	5	2
195	в нем	7	2
196	всех этих	3	2
197	в силу	2	2
198	и связанные	1	2
199	встречается и	1	2
200	главным образом	2	2
201	и с	4	2
202	на этой	2	2
203	с целью	1	2
204	ниже при	2	2
205	в жизни	2	2
206	говорится о	1	2
207	чтобы они	1	2
208	такой же	2	2
209	должны были	8	2
210	и более	2	2
211	нас к	1	2
212	других народов	1	2
213	как можно	1	2
214	она не	5	2
215	у него	4	2
216	представления и	2	2
217	детей и	1	2
218	так называемый	2	2
219	до того	1	2
220	и здесь	9	2
221	могут быть	2	2
222	они и	1	2
223	в золотой	1	2
224	эти представления	3	2
225	ни одно	1	2
226	в более	1	2
227	что у	2	2
228	иногда в	1	2
229	подойти к	2	2
230	с ним	1	2
231	находится в	2	2
232	после того	3	2
233	должно было	3	2
234	связь между	1	2
235	этому поводу	1	2
236	за стол	1	2
237	в его	6	2
238	в свете	2	2
239	к ней	2	2
240	другие виды	1	2
241	значит что	1	2
242	только у	2	2
243	этот вопрос	1	2
244	в какой	1	2
245	показывают что	2	2
246	их не	1	2
247	наших целей	2	2
248	так что	6	2
249	это показывает	1	2
250	очень ясно	1	2
251	полагали что	1	2
252	его и	4	2
253	в прошлом	1	2
254	но что	1	2
255	тут же	2	2
256	не было	2	2
257	в особенности	2	2
258	не были	1	2
259	чем в	1	2
260	для наших	2	2
261	такое же	1	2
262	себя и	2	2
263	но есть	2	2
264	и пр	7	2
265	только по	1	2
266	до конца	1	2
267	а не	5	2
268	и непосредственно	1	2
269	на весь	1	2
270	стоит в	3	2
271	должна была	1	2
272	в частности	1	2
273	и потому	1	2
274	предположить что	3	2
275	в земле	2	2
276	на колени	1	2
277	там где	1	2
278	будем останавливаться	1	2
279	останавливаться на	1	2
280	быть и	1	2
281	только для	1	2
282	между прочим	3	2
283	мы видим	8	2
284	и для	2	2
285	или в	2	2
286	когда он	3	2
287	мы должны	4	2
288	в дом	3	2
