N	2gram	Tiupa_Disk_1	Hudozhes
1	том что	19	16
2	и в	16	14
3	так и	8	13
4	не только	28	12
5	при этом	13	12
6	о том	8	12
7	в том	23	12
8	а не	22	12
9	в себе	7	11
10	в этом	15	11
11	прежде всего	11	11
12	в рассказе	2	11
13	в своей	5	10
14	для него	4	10
15	то же	7	9
16	как и	16	9
17	что он	4	9
18	в качестве	34	9
19	с собачкой	1	8
20	по отношению	9	8
21	в этой	2	8
22	как в	10	8
23	то что	5	8
24	же время	4	8
25	в его	7	8
26	между тем	4	8
27	отношению к	9	8
28	в то	3	8
29	еще не	14	7
30	тогда как	19	7
31	это не	3	7
32	своего рода	8	7
33	не в	7	7
34	личности в	1	7
35	к тому	5	7
36	уже не	4	7
37	не случайно	1	7
38	именно в	3	7
39	не может	9	7
40	как бы	5	7
41	а в	5	7
42	как правило	4	6
43	художественного мышления	1	6
44	человека в	2	6
45	было бы	1	6
46	никогда не	2	6
47	жизни в	2	6
48	что в	4	6
49	самом деле	1	5
50	с его	4	5
51	перед нами	3	5
52	но в	8	5
53	об этом	2	5
54	точки зрения	3	5
55	не менее	2	5
56	и его	2	5
57	потому что	4	5
58	к себе	2	5
59	и он	2	5
60	[...] не	1	5
61	во второй	1	5
62	только в	7	5
63	по мнению	1	5
64	друг друга	1	5
65	может быть	17	5
66	но и	14	5
67	в частности	9	5
68	в этих	1	5
69	героя и	2	5
70	одновременно и	2	5
71	художественного целого	1	4
72	к другому	2	4
73	он уже	1	4
74	и о	4	4
75	столь же	3	4
76	а только	1	4
77	в своем	6	4
78	и к	4	4
79	в действительности	3	4
80	в самом	3	4
81	всего лишь	1	4
82	на то	1	4
83	что она	1	4
84	он не	1	4
85	картины мира	1	4
86	несмотря на	1	4
87	тем не	1	4
88	в русской	1	4
89	по своей	11	4
90	связи с	4	4
91	как будто	1	4
92	и это	1	4
93	в анекдоте	1	4
94	картина мира	3	4
95	можно сказать	5	4
96	того что	3	4
97	один из	3	4
98	себя в	2	4
99	из них	3	4
100	в конце	1	4
101	как раз	1	4
102	не было	7	4
103	и все	2	4
104	и от	1	4
105	речь идет	1	3
106	по преимуществу	1	3
107	с точки	1	3
108	не имеют	1	3
109	едва ли	2	3
110	говорить о	1	3
111	в мире	1	3
112	и на	5	3
113	в ее	3	3
114	отнюдь не	8	3
115	идет о	1	3
116	человеческого бытия	1	3
117	как к	2	3
118	все же	3	3
119	на набережной	1	3
120	художественной реальности	1	3
121	следующей главе	1	3
122	в нем	9	3
123	и по	2	3
124	на этом	2	3
125	лишь в	4	3
126	с этим	3	3
127	в своих	3	3
128	ничем не	1	3
129	несет в	1	3
130	в ходе	3	3
131	дама с	1	3
132	притча же	1	3
133	в тексте	2	3
134	тем что	3	3
135	этом отношении	1	3
136	для себя	4	3
137	в театре	1	3
138	как мы	2	3
139	в пределах	2	3
140	приводит к	2	3
141	еще в	3	3
142	том как	1	3
143	если бы	1	3
144	о нем	2	3
145	а также	8	3
146	это в	2	3
147	романа в	1	3
148	в литературе	2	3
149	но не	11	3
150	будто бы	2	3
151	во введении	1	3
152	как его	2	3
153	и даже	3	3
154	со стороны	7	3
155	притчи и	1	3
156	то и	1	3
157	однако и	2	3
158	картину мира	1	3
159	в связи	1	3
160	в творчестве	1	3
161	по своему	3	3
162	такого рода	4	3
163	своего времени	2	3
164	анекдота в	3	3
165	в следующей	1	3
166	но одновременно	2	3
167	или не	1	3
168	в равной	2	3
169	может и	2	3
170	в таком	1	3
171	например в	2	2
172	на самом	1	2
173	только потому	1	2
174	от нормы	1	2
175	в их	5	2
176	той же	1	2
177	анекдот в	3	2
178	для своего	2	2
179	мы не	1	2
180	вопрос о	1	2
181	равной мере	1	2
182	слово не	2	2
183	самое непосредственное	2	2
184	порой и	1	2
185	но как	2	2
186	в противовес	1	2
187	если в	1	2
188	конечном счете	1	2
189	себе и	1	2
190	в е	2	2
191	в одной	3	2
192	в рамках	5	2
193	не согласиться	1	2
194	хотя и	2	2
195	героя притчи	1	2
196	классического романа	1	2
197	или иную	1	2
198	в целом	4	2
199	только на	1	2
200	так сказать	2	2
201	на его	4	2
202	не следует	2	2
203	они в	1	2
204	в первую	1	2
205	притчи в	2	2
206	уже говорилось	1	2
207	характер в	1	2
208	однако в	3	2
209	значительной степени	2	2
210	то чтобы	1	2
211	же касается	2	2
212	в другом	2	2
213	а его	1	2
214	того или	2	2
215	первую очередь	1	2
216	особенно в	1	2
217	живет в	1	2
218	приходит в	1	2
219	по себе	3	2
220	притчу о	1	2
221	одной из	4	2
222	иначе говоря	2	2
223	автора и	1	2
224	состоит в	9	2
225	если можно	1	2
226	с позиции	1	2
227	не столько	1	2
228	в первый	1	2
229	сих пор	1	2
230	как от	1	2
231	личного опыта	1	2
232	они не	2	2
233	и герой	2	2
234	бы на	1	2
235	не о	1	2
236	не имеет	1	2
237	действующие лица	1	2
238	для всего	1	2
239	а порой	1	2
240	своей природе	2	2
241	заметить что	2	2
242	на него	1	2
243	что на	1	2
244	про себя	1	2
245	об одном	1	2
246	этой книги	1	2
247	мысли о	2	2
248	все еще	1	2
249	речевого строя	1	2
250	с ее	2	2
251	здесь не	1	2
252	при котором	1	2
253	характер и	2	2
254	в себя	5	2
255	внимание на	4	2
256	и что	2	2
257	до сих	1	2
258	там же	1	2
259	в значительной	2	2
260	в конечном	1	2
261	при встрече	2	2
262	или напротив	1	2
263	в форме	2	2
264	художественного письма	7	2
265	о двух	1	2
266	согласиться с	1	2
267	с ними	1	2
268	и потому	3	2
269	с другим	1	2
270	слова в	2	2
271	в начале	2	2
272	по выражению	2	2
273	за ним	1	2
274	ту или	1	2
275	при всей	3	2
276	явно не	1	2
277	на том	2	2
278	представляют собой	1	2
279	это прежде	3	2
280	с той	1	2
281	а с	5	2
282	себя и	1	2
283	что не	4	2
284	в данной	3	2
285	до конца	1	2
286	н.д тамарченко	2	2
287	ближе к	1	2
288	он ее	1	2
289	что же	2	2
290	да и	1	2
291	анекдота по	2	2
292	и не	11	2
293	с этой	1	2
294	для притчи	2	2
295	пока еще	6	2
296	литературе в	1	2
297	его характер	2	2
298	в результате	1	2
299	о котором	2	2
300	своей собственной	2	2
301	ни к	6	2
302	личности и	1	2
303	в системе	1	2
304	не знает	1	2
305	легко заметить	1	2
306	или иного	1	2
307	героя в	2	2
308	говорили о	2	1
309	как известно	1	1
310	это побудило	1	1
311	можно говорить	1	1
312	к единичному	1	1
313	таком случае	1	1
314	и то	1	1
315	средневековой книжности	1	1
316	и др	2	1
317	это и	1	1
318	всего это	1	1
319	в чужой	1	1
320	в ситуации	3	1
321	достаточно четко	1	1
322	в иных	1	1
323	в первом	3	1
324	и до	1	1
325	из его	1	1
326	он всегда	2	1
327	видеть в	1	1
328	во-первых в	1	1
329	она определяется	1	1
330	и за	1	1
331	также и	3	1
332	характеристик и	1	1
333	герою своему	1	1
334	персонажа не	1	1
335	жанровой традиции	1	1
336	таком взгляде	1	1
337	из всякого	1	1
338	сути дела	2	1
339	проблематики в	1	1
340	высказывания в	6	1
341	в сущности	2	1
342	но она	1	1
343	принадлежит к	1	1
344	я не	1	1
345	х годов	2	1
