N	2gram	Bakhtin_Pr_2	KFilosof
1	может быть	18	43
2	в его	22	39
3	в нем	20	31
4	не может	24	27
5	и не	42	26
6	по отношению	8	25
7	и в	45	22
8	в себе	5	21
9	в котором	7	21
10	отношению к	8	21
11	для меня	2	20
12	не есть	2	19
13	и его	8	17
14	в ее	3	17
15	а не	10	17
16	только в	9	16
17	в этом	20	13
18	точки зрения	19	13
19	но не	6	12
20	ни в	2	12
21	для него	9	12
22	все эти	4	11
23	как момент	1	11
24	в своей	6	11
25	не в	8	11
26	к нему	11	11
27	и единственного	1	11
28	во всех	4	10
29	в едином	2	10
30	в своем	5	10
31	это не	3	10
32	с точки	9	10
33	от себя	1	10
34	все это	5	10
35	и есть	1	9
36	в их	4	9
37	в целом	5	9
38	его целом	3	9
39	в единственном	1	9
40	но и	15	9
41	как бы	15	9
42	и для	2	9
43	и все	1	9
44	момент его	1	8
45	лишь в	2	8
46	было бы	4	8
47	мир в	2	8
48	если бы	2	8
49	единого и	1	8
50	со стороны	4	8
51	не было	2	8
52	жизни и	15	8
53	то что	5	7
54	во всем	1	7
55	на основе	2	7
56	и здесь	2	7
57	что и	5	7
58	себя в	2	7
59	конечно не	6	7
60	вовсе не	7	7
61	быть только	2	7
62	я не	6	6
63	менее всего	1	6
64	отношение к	8	6
65	он не	9	6
66	не значит	2	6
67	мир как	2	6
68	но лишь	1	6
69	в мире	3	6
70	и только	1	6
71	и действительно	2	6
72	совершенно не	1	6
73	уже не	6	6
74	и их	6	6
75	ко мне	1	6
76	но это	2	6
77	в смысле	2	6
78	в том	8	6
79	от своей	1	5
80	мы имеем	2	5
81	но как	2	5
82	все же	4	5
83	но в	6	5
84	жизнь как	1	5
85	не только	16	5
86	но ведь	3	5
87	то же	5	5
88	но все	4	5
89	его в	3	5
90	как и	14	5
91	должно быть	4	5
92	что я	1	5
93	от его	2	5
94	не имеет	3	5
95	никогда не	17	5
96	для себя	3	5
97	с ним	8	5
98	со всем	1	5
99	именно в	3	5
100	бытия в	2	5
101	его как	1	5
102	там где	6	5
103	в контексте	2	5
104	ее и	1	5
105	в основе	2	5
106	хотя бы	5	5
107	жизни в	2	5
108	в моем	1	5
109	не знает	4	5
110	как его	2	4
111	быть в	2	4
112	в чем	2	4
113	при этом	2	4
114	время и	1	4
115	не как	6	4
116	мне в	1	4
117	здесь мы	1	4
118	нем как	1	4
119	бы быть	2	4
120	входит в	9	4
121	место в	1	4
122	тем самым	2	4
123	к ним	3	4
124	не по	3	4
125	о нем	6	4
126	в каком	1	4
127	с ними	4	4
128	и т.д	3	4
129	мира и	1	4
130	познания и	1	4
131	во всей	1	4
132	могло бы	1	4
133	в одном	6	4
134	том что	7	4
135	а в	3	4
136	что в	6	4
137	в своих	4	4
138	самом деле	4	3
139	на самом	1	3
140	этого мира	2	3
141	из его	1	3
142	должна быть	3	3
143	мы не	1	3
144	в ней	7	3
145	во мне	1	3
146	еще не	9	3
147	и на	7	3
148	не могу	1	3
149	но конечно	1	3
150	нет и	3	3
151	независимо от	1	3
152	ее целом	1	3
153	бы и	3	3
154	бы не	3	3
155	теории и	1	3
156	всех этих	1	3
157	для того	1	3
158	и совершенно	1	3
159	всех своих	1	3
160	людей и	2	3
161	в каждом	4	3
162	могла бы	1	3
163	в другом	1	3
164	этом смысле	5	3
165	рядом с	3	3
166	нигде не	6	3
167	положения в	1	3
168	не менее	2	3
169	тогда когда	1	3
170	меня не	1	3
171	в единство	3	3
172	где он	1	3
173	ничего не	3	3
174	меня и	1	3
175	могут быть	4	3
176	здесь не	2	3
177	ясно что	1	3
178	отсюда и	1	3
179	здесь нет	2	3
180	с человеком	1	3
181	но здесь	1	3
182	в виду	2	3
183	нему в	1	3
184	о том	3	3
185	других людей	1	3
186	нем и	1	3
187	того что	3	3
188	в современной	1	3
189	а лишь	3	3
190	не дает	1	3
191	был бы	1	3
192	тем что	2	3
193	от того	2	3
194	что не	5	3
195	и пр	2	3
196	до конца	7	3
197	в момент	3	3
198	вступает в	4	3
199	своей значимости	1	3
200	сознания и	6	3
201	от него	3	3
202	лишь как	1	3
203	и ни	1	3
204	только с	1	3
205	не я	1	3
206	в свою	1	3
207	в то	5	3
208	на своем	1	3
209	не остается	1	2
210	все остальное	1	2
211	я и	3	2
212	он может	2	2
213	своем смысле	1	2
214	это и	1	2
215	и принципиально	1	2
216	и должен	1	2
217	а как	4	2
218	на первом	1	2
219	и свой	1	2
220	дан в	1	2
221	своих границах	1	2
222	с его	8	2
223	в данном	1	2
224	жить и	1	2
225	свою жизнь	2	2
226	существенно что	1	2
227	как в	4	2
228	как к	2	2
229	и как	2	2
230	от этого	1	2
231	истины и	3	2
232	та же	1	2
233	т.е что	1	2
234	думать что	1	2
235	ни одна	1	2
236	в этой	1	2
237	нами в	4	2
238	как содержательное	1	2
239	и тот	1	2
240	и будущее	1	2
241	имеем в	2	2
242	человек не	1	2
243	вследствие этого	1	2
244	есть именно	1	2
245	из самого	1	2
246	в виде	1	2
247	и единство	1	2
248	которого и	1	2
249	лишь с	1	2
250	видит и	5	2
251	ни был	1	2
252	так и	3	2
253	смысле в	1	2
254	конечно в	2	2
255	а по	1	2
256	и оформления	1	2
257	он ни	1	2
258	в жизни	3	2
259	кажется что	2	2
260	и того	1	2
261	что значит	2	2
262	знает и	1	2
263	где она	2	2
264	тем не	1	2
265	и эти	1	2
266	войти в	1	2
267	по себе	8	2
268	тому что	1	2
269	раз и	1	2
270	что есть	1	2
271	и развивается	1	2
272	что эта	2	2
273	дело в	1	2
274	в процессе	2	2
275	сознания как	1	2
276	того чтобы	1	2
277	этом мире	1	2
278	же время	3	2
279	героя это	1	2
280	в сознании	2	2
281	в области	2	2
282	не потому	2	2
283	единство бытия	2	2
284	бытия не	1	2
285	вошли в	1	2
286	его с	2	2
287	бы он	2	2
288	той или	3	2
289	отказаться от	1	2
290	ничего общего	2	2
291	можно и	1	2
292	на нем	1	2
293	чтобы быть	1	2
294	говорить о	1	2
295	и когда	1	2
296	котором мы	1	2
297	и себе	1	2
298	жизнь и	3	2
299	могут стать	1	2
300	и та	1	2
301	его жизни	2	2
302	мысль не	3	2
303	и единый	1	2
304	или как	1	2
305	вся эта	1	2
306	как предмета	1	2
307	может иметь	1	2
308	общего не	1	2
309	в него	1	2
310	познания в	1	2
311	что только	1	2
312	тот же	2	2
313	что он	7	2
314	а с	3	2
315	значимость и	2	2
316	а это	1	2
317	не из	1	2
318	и других	3	2
319	его и	3	2
320	в теоретическом	1	2
321	нее в	2	2
322	слова в	4	2
323	не о	2	2
324	принципиально не	2	2
325	герой и	3	2
326	были бы	2	2
327	или иной	3	2
328	будет ли	1	2
329	для этого	3	2
330	себя и	2	2
331	но есть	1	2
332	прежде всего	11	2
333	он и	4	2
334	если не	2	2
335	и потому	6	2
336	подхода к	1	2
337	быть не	1	2
338	и смерти	7	2
339	этого слова	2	2
340	единства в	1	2
341	первом плане	1	2
342	оценки и	2	2
343	все остальные	1	2
344	но для	1	2
345	которой он	1	2
346	это уже	1	2
347	еще более	1	2
348	потому что	8	2
349	но всегда	1	2
350	отношении к	1	2
351	видения и	3	2
352	но ни	1	2
353	и эта	3	2
354	к этому	4	2
355	ту же	1	1
356	даны здесь	1	1
357	человека и	2	1
358	функции в	1	1
359	и через	2	1
360	и понимает	3	1
361	бы для	1	1
362	возникает лишь	1	1
363	показать что	2	1
364	здесь и	2	1
365	в чисто	2	1
366	как необходимый	1	1
367	и до	4	1
368	здесь существенно	1	1
369	не имеют	1	1
370	в зависимости	3	1
371	самого термина	1	1
372	отношения к	2	1
373	мы уже	3	1
374	той же	1	1
375	его не	1	1
376	их и	3	1
377	психологии которая	1	1
378	со всех	1	1
379	отношении ко	1	1
380	системное единство	1	1
